Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,8325785916,Ananya Mehta,20145.49,2024-01-04,04:20:12,-3718098.87,434765.25,Personal Loan,56328.37
2,CREDIT,UPI,5736462531,Ishaan Reddy,8047877267,Vihaan Joshi,17954.73,2024-01-05,02:48:12,-1460315.53,434765.25,Personal Loan,56328.37
3,CREDIT,UPI,1311570307,Aryan Joshi,8047877267,Vihaan Joshi,69315.71,2024-01-05,05:51:26,-3112389.96,434765.25,Personal Loan,56328.37
4,CREDIT,Bank Transfer,8507497883,Kavya Patel,8047877267,Vihaan Joshi,59282.41,2024-01-07,15:45:25,-4211472.4,434765.25,Personal Loan,56328.37
5,DEBIT,RTGS,8047877267,Vihaan Joshi,6687206971,Kabir Mehta,85908.05,2024-01-09,02:22:10,1458319.62,434765.25,Personal Loan,56328.37
6,CREDIT,Bank Transfer,3392080953,Vivaan Das,8047877267,Vihaan Joshi,28434.25,2024-01-12,01:13:55,1760328.06,434765.25,Personal Loan,56328.37
7,CREDIT,Bank Transfer,3373077218,Vivaan Singh,8047877267,Vihaan Joshi,14234.53,2024-01-14,02:14:46,-1606462.37,434765.25,Personal Loan,56328.37
8,DEBIT,UPI,8047877267,Vihaan Joshi,5141907136,Diya Iyer,58073.98,2024-01-14,02:20:40,-4152296.75,434765.25,Personal Loan,56328.37
9,DEBIT,IMPS,8047877267,Vihaan Joshi,2015242176,Rohan Gupta,741.46,2024-01-15,21:06:59,-3718840.33,434765.25,Personal Loan,56328.37
10,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,3342331444,Kavya Mehta,66442.55,2024-01-16,10:54:53,2960925.68,434765.25,Personal Loan,56328.37
11,DEBIT,RTGS,8047877267,Vihaan Joshi,2139027119,Rohan Kumar,118142.47,2024-01-17,11:26:26,-6864299.69,434765.25,Personal Loan,56328.37
12,CREDIT,IMPS,9292791081,Krishna Gupta,8047877267,Vihaan Joshi,67350.43,2024-01-17,17:55:03,-988269.25,434765.25,Personal Loan,56328.37
13,CREDIT,Bank Transfer,9680276057,Vivaan Reddy,8047877267,Vihaan Joshi,75468.72,2024-01-21,04:28:12,-5862932.35,434765.25,Personal Loan,56328.37
14,DEBIT,NEFT,8047877267,Vihaan Joshi,3849232839,Ritika Patel,35137.69,2024-01-29,22:18:34,-2321379.14,434765.25,Personal Loan,56328.37
15,DEBIT,NEFT,8047877267,Vihaan Joshi,3746317213,Krishna Iyer,33305.96,2024-01-31,17:30:50,-4241237.76,434765.25,Personal Loan,56328.37
16,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,7609857128,Diya Singh,127165.31,2024-02-05,21:52:58,-5259933.6,434765.25,Personal Loan,56328.37
17,DEBIT,NEFT,8047877267,Vihaan Joshi,9703905715,Aisha Reddy,73771.81,2024-02-06,03:19:00,-1455427.25,434765.25,Personal Loan,56328.37
18,CREDIT,Bank Transfer,7609857128,Diya Singh,8047877267,Vihaan Joshi,29042.62,2024-02-06,19:37:03,2594389.74,434765.25,Personal Loan,56328.37
19,CREDIT,NEFT,2015242176,Rohan Gupta,8047877267,Vihaan Joshi,32599.23,2024-02-06,23:47:43,-4534411.23,434765.25,Personal Loan,56328.37
20,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,7114223633,Saanvi Das,27158.15,2024-02-07,08:54:27,-1482585.4,434765.25,Personal Loan,56328.37
21,DEBIT,IMPS,8047877267,Vihaan Joshi,1540137296,Simran Gupta,12363.15,2024-02-09,09:56:03,-5802118.91,434765.25,Personal Loan,56328.37
22,CREDIT,Bank Transfer,4713453204,Saanvi Das,8047877267,Vihaan Joshi,1003.36,2024-02-09,10:57:22,-1193151.05,434765.25,Personal Loan,56328.37
23,DEBIT,RTGS,8047877267,Vihaan Joshi,8316648259,Aarav Iyer,15281.56,2024-02-10,08:18:33,-6949266.19,434765.25,Personal Loan,56328.37
24,DEBIT,RTGS,8047877267,Vihaan Joshi,3849232839,Ritika Patel,93831.68,2024-02-13,07:10:17,-5984337.04,434765.25,Personal Loan,56328.37
25,DEBIT,IMPS,8047877267,Vihaan Joshi,6687206971,Kabir Mehta,44167.8,2024-02-13,11:05:14,226942.11,434765.25,Personal Loan,56328.37
26,DEBIT,RTGS,8047877267,Vihaan Joshi,3030106617,Aisha Singh,9912.19,2024-02-14,21:42:36,-2286241.45,434765.25,Personal Loan,56328.37
27,CREDIT,NEFT,7393195616,Vihaan Sharma,8047877267,Vihaan Joshi,28329.71,2024-02-28,07:35:16,-2057178.35,434765.25,Personal Loan,56328.37
28,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,8086172302,Aditya Singh,85807.54,2024-03-03,13:49:37,288859.47,434765.25,Personal Loan,56328.37
29,CREDIT,Bank Transfer,5067116918,Ritika Das,8047877267,Vihaan Joshi,131623.55,2024-03-07,07:03:38,-6564578.67,434765.25,Personal Loan,56328.37
30,CREDIT,RTGS,8325785916,Ananya Mehta,8047877267,Vihaan Joshi,19815.85,2024-03-08,05:04:05,-1886509.62,434765.25,Personal Loan,56328.37
31,DEBIT,IMPS,8047877267,Vihaan Joshi,8086172302,Aditya Singh,77636.81,2024-03-08,12:28:49,-5700488.93,434765.25,Personal Loan,56328.37
32,DEBIT,RTGS,8047877267,Vihaan Joshi,5141907136,Diya Iyer,10227.92,2024-03-10,09:53:00,-107616.16,434765.25,Personal Loan,56328.37
33,CREDIT,RTGS,3392080953,Vivaan Das,8047877267,Vihaan Joshi,84364.55,2024-03-15,02:43:54,2051038.42,434765.25,Personal Loan,56328.37
34,DEBIT,NEFT,8047877267,Vihaan Joshi,7114223633,Saanvi Das,96180.85,2024-03-21,13:35:06,-5394127.32,434765.25,Personal Loan,56328.37
35,DEBIT,NEFT,8047877267,Vihaan Joshi,1298737106,Krishna Gupta,101666.91,2024-03-22,02:16:27,-6685844.93,434765.25,Personal Loan,56328.37
36,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,8316648259,Aarav Iyer,81320.97,2024-03-23,03:17:59,-1076796.41,434765.25,Personal Loan,56328.37
37,DEBIT,NEFT,8047877267,Vihaan Joshi,8380507338,Ritika Sharma,16655.24,2024-04-03,02:56:20,1718081.1,434765.25,Personal Loan,56328.37
38,DEBIT,RTGS,8047877267,Vihaan Joshi,4745927824,Kabir Reddy,24732.27,2024-04-05,11:42:19,2923385.16,434765.25,Personal Loan,56328.37
39,DEBIT,IMPS,8047877267,Vihaan Joshi,1311570307,Aryan Joshi,19324.13,2024-04-11,01:12:52,-5004431.99,434765.25,Personal Loan,56328.37
40,CREDIT,IMPS,8380507338,Ritika Sharma,8047877267,Vihaan Joshi,109112.97,2024-04-12,15:58:45,-4357353.62,434765.25,Personal Loan,56328.37
41,CREDIT,UPI,6488854841,Vihaan Kapoor,8047877267,Vihaan Joshi,48030.45,2024-04-14,02:23:12,1262566.29,434765.25,Personal Loan,56328.37
42,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,1298737106,Krishna Gupta,1942.06,2024-04-14,22:14:25,-7000504.48,434765.25,Personal Loan,56328.37
43,CREDIT,RTGS,7609857128,Diya Singh,8047877267,Vihaan Joshi,26771.63,2024-04-17,19:21:46,2621161.37,434765.25,Personal Loan,56328.37
44,DEBIT,IMPS,8047877267,Vihaan Joshi,8325785916,Ananya Mehta,63630.66,2024-04-25,15:20:16,-5865749.57,434765.25,Personal Loan,56328.37
45,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,3181106786,Kabir Gupta,12264.2,2024-04-30,10:16:16,-3814517.55,434765.25,Personal Loan,56328.37
46,DEBIT,NEFT,8047877267,Vihaan Joshi,2015242176,Rohan Gupta,32296.18,2024-05-01,06:45:39,1102701.21,434765.25,Personal Loan,56328.37
47,DEBIT,Bank Transfer,8047877267,Vihaan Joshi,2119980130,Rahul Kumar,61071.21,2024-05-10,08:19:48,-2610225.86,434765.25,Personal Loan,56328.37
