Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,NEFT,6687206971,Kabir Mehta,5284391408,Ishaan Iyer,80235.78,2024-01-03,04:11:39,-5694988.74,929098.62,Education Loan,516932.01
2,CREDIT,Bank Transfer,3553440342,Neha Joshi,6687206971,Kabir Mehta,134464.44,2024-01-08,16:53:07,-5957811.4,929098.62,Education Loan,516932.01
3,CREDIT,RTGS,8047877267,Vihaan Joshi,6687206971,Kabir Mehta,85908.05,2024-01-09,02:22:10,2273589.62,929098.62,Education Loan,516932.01
4,DEBIT,Bank Transfer,6687206971,Kabir Mehta,6649827836,Saanvi Reddy,85827.51,2024-01-14,18:22:26,-5384371.02,929098.62,Education Loan,516932.01
5,DEBIT,UPI,6687206971,Kabir Mehta,3849232839,Ritika Patel,89985.61,2024-01-15,14:18:52,-7753126.39,929098.62,Education Loan,516932.01
6,DEBIT,Bank Transfer,6687206971,Kabir Mehta,1311570307,Aryan Joshi,19223.07,2024-01-15,18:05:28,1503241.38,929098.62,Education Loan,516932.01
7,DEBIT,NEFT,6687206971,Kabir Mehta,4733616459,Ishaan Reddy,93930.7,2024-01-17,04:02:43,-6156462.91,929098.62,Education Loan,516932.01
8,DEBIT,RTGS,6687206971,Kabir Mehta,6971815972,Ritika Iyer,121271.2,2024-01-17,14:43:35,470613.16,929098.62,Education Loan,516932.01
9,CREDIT,NEFT,3030106617,Aisha Singh,6687206971,Kabir Mehta,22339.67,2024-01-19,17:52:47,-7189743.78,929098.62,Education Loan,516932.01
10,DEBIT,IMPS,6687206971,Kabir Mehta,3392080953,Vivaan Das,51683.67,2024-01-22,04:52:11,-2324877.78,929098.62,Education Loan,516932.01
11,CREDIT,NEFT,5310195918,Meera Joshi,6687206971,Kabir Mehta,66478.51,2024-01-29,18:32:18,-4672201.54,929098.62,Education Loan,516932.01
12,CREDIT,UPI,4745927824,Kabir Reddy,6687206971,Kabir Mehta,103094.47,2024-01-30,22:43:27,-3148045.2,929098.62,Education Loan,516932.01
13,DEBIT,IMPS,6687206971,Kabir Mehta,6488854841,Vihaan Kapoor,143656.02,2024-02-02,20:36:41,-2273194.11,929098.62,Education Loan,516932.01
14,CREDIT,Bank Transfer,4272602734,Kavya Mehta,6687206971,Kabir Mehta,48979.32,2024-02-06,02:26:38,2796337.42,929098.62,Education Loan,516932.01
15,CREDIT,IMPS,3373077218,Vivaan Singh,6687206971,Kabir Mehta,108057.99,2024-02-07,10:45:11,-3997254.69,929098.62,Education Loan,516932.01
16,CREDIT,NEFT,3746317213,Krishna Iyer,6687206971,Kabir Mehta,16304.0,2024-02-09,21:21:39,78955.97,929098.62,Education Loan,516932.01
17,CREDIT,Bank Transfer,7114223633,Saanvi Das,6687206971,Kabir Mehta,27319.85,2024-02-10,17:43:11,-7087107.16,929098.62,Education Loan,516932.01
18,CREDIT,IMPS,8047877267,Vihaan Joshi,6687206971,Kabir Mehta,44167.8,2024-02-13,11:05:14,2317757.42,929098.62,Education Loan,516932.01
19,CREDIT,UPI,3342331444,Kavya Mehta,6687206971,Kabir Mehta,68760.57,2024-02-18,09:22:48,367800.33,929098.62,Education Loan,516932.01
20,DEBIT,IMPS,6687206971,Kabir Mehta,3030106617,Aisha Singh,111614.21,2024-02-19,02:22:38,-1785156.8,929098.62,Education Loan,516932.01
21,CREDIT,RTGS,9256195745,Ananya Mehta,6687206971,Kabir Mehta,131234.0,2024-02-20,01:38:10,859878.63,929098.62,Education Loan,516932.01
