Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,RTGS,8507497883,Kavya Patel,3030106617,Aisha Singh,85235.86,2024-01-03,06:27:07,-2334453.96,584177.59,None,0
2,DEBIT,IMPS,8507497883,Kavya Patel,3392080953,Vivaan Das,130995.85,2024-01-06,04:05:05,4054686.35,584177.59,None,0
3,DEBIT,UPI,8507497883,Kavya Patel,3783290795,Diya Nair,10405.26,2024-01-07,05:28:59,601834.7,584177.59,None,0
4,DEBIT,Bank Transfer,8507497883,Kavya Patel,8047877267,Vihaan Joshi,59282.41,2024-01-07,15:45:25,4983933.21,584177.59,None,0
5,DEBIT,RTGS,8507497883,Kavya Patel,7393195616,Vihaan Sharma,113623.23,2024-01-10,20:59:28,-3888700.75,584177.59,None,0
6,CREDIT,RTGS,3392080953,Vivaan Das,8507497883,Kavya Patel,17762.51,2024-01-12,04:12:49,2106769.18,584177.59,None,0
7,CREDIT,UPI,3783290795,Diya Nair,8507497883,Kavya Patel,71281.09,2024-01-14,16:13:32,1773559.2,584177.59,None,0
8,DEBIT,Bank Transfer,8507497883,Kavya Patel,1298737106,Krishna Gupta,5588.72,2024-01-19,04:07:35,-3347206.33,584177.59,None,0
9,CREDIT,Bank Transfer,6488854841,Vihaan Kapoor,8507497883,Kavya Patel,68777.76,2024-01-20,04:57:20,1370514.3,584177.59,None,0
10,DEBIT,RTGS,8507497883,Kavya Patel,3181106786,Kabir Gupta,98449.77,2024-01-23,01:50:15,4548390.8,584177.59,None,0
11,DEBIT,UPI,8507497883,Kavya Patel,6971815972,Ritika Iyer,34213.89,2024-01-26,12:36:21,-2787313.51,584177.59,None,0
12,DEBIT,IMPS,8507497883,Kavya Patel,4700855390,Rohan Nair,135730.5,2024-01-27,15:14:26,-1527868.12,584177.59,None,0
13,CREDIT,NEFT,3553440342,Neha Joshi,8507497883,Kavya Patel,20864.61,2024-01-28,04:25:12,-4030114.62,584177.59,None,0
14,CREDIT,RTGS,8380507338,Ritika Sharma,8507497883,Kavya Patel,51409.08,2024-02-02,04:20:28,6172577.64,584177.59,None,0
15,DEBIT,NEFT,8507497883,Kavya Patel,4713453204,Saanvi Das,14716.93,2024-02-03,04:24:38,-4166423.22,584177.59,None,0
16,CREDIT,IMPS,7114223633,Saanvi Das,8507497883,Kavya Patel,122614.77,2024-02-03,22:41:40,5428980.66,584177.59,None,0
17,CREDIT,RTGS,8380507338,Ritika Sharma,8507497883,Kavya Patel,121540.31,2024-02-26,09:06:44,6294117.95,584177.59,None,0
18,DEBIT,UPI,8507497883,Kavya Patel,5736462531,Ishaan Reddy,27158.89,2024-02-29,17:29:08,6088963.94,584177.59,None,0
19,CREDIT,Bank Transfer,8110054933,Ishaan Reddy,8507497883,Kavya Patel,80726.58,2024-03-01,23:24:23,2651660.35,584177.59,None,0
20,DEBIT,RTGS,8507497883,Kavya Patel,4745927824,Kabir Reddy,142477.56,2024-03-02,05:52:45,5562298.8,584177.59,None,0
21,DEBIT,UPI,8507497883,Kavya Patel,6464693977,Vihaan Joshi,55393.73,2024-03-06,04:33:17,2868859.72,584177.59,None,0
22,CREDIT,Bank Transfer,3392080953,Vivaan Das,8507497883,Kavya Patel,63160.53,2024-03-08,11:29:47,2089006.67,584177.59,None,0
