Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,Bank Transfer,2419179580,Ishaan Kapoor,8086172302,Aditya Singh,51043.66,2024-01-03,11:20:12,-1054136.7,278477.26,Personal Loan,467761.77
2,DEBIT,NEFT,2419179580,Ishaan Kapoor,3849232839,Ritika Patel,112049.58,2024-01-06,00:12:49,3174186.05,278477.26,Personal Loan,467761.77
3,DEBIT,RTGS,2419179580,Ishaan Kapoor,5310195918,Meera Joshi,42808.38,2024-01-08,20:19:00,-4266553.54,278477.26,Personal Loan,467761.77
4,CREDIT,Bank Transfer,7114223633,Saanvi Das,2419179580,Ishaan Kapoor,86253.2,2024-01-10,20:53:33,-4945063.0,278477.26,Personal Loan,467761.77
5,DEBIT,IMPS,2419179580,Ishaan Kapoor,6464693977,Vihaan Joshi,129383.73,2024-01-19,23:45:43,-1846381.33,278477.26,Personal Loan,467761.77
6,DEBIT,NEFT,2419179580,Ishaan Kapoor,9680276057,Vivaan Reddy,71392.87,2024-01-20,12:32:24,-4601784.12,278477.26,Personal Loan,467761.77
7,CREDIT,Bank Transfer,4745927824,Kabir Reddy,2419179580,Ishaan Kapoor,58847.78,2024-01-25,03:58:09,-861243.83,278477.26,Personal Loan,467761.77
8,CREDIT,IMPS,8380507338,Ritika Sharma,2419179580,Ishaan Kapoor,36749.32,2024-01-26,10:37:03,-3653395.48,278477.26,Personal Loan,467761.77
9,DEBIT,NEFT,2419179580,Ishaan Kapoor,6464693977,Vihaan Joshi,92139.17,2024-01-26,21:40:07,4008583.18,278477.26,Personal Loan,467761.77
10,CREDIT,NEFT,3783290795,Diya Nair,2419179580,Ishaan Kapoor,89943.69,2024-01-29,22:12:18,2371795.85,278477.26,Personal Loan,467761.77
11,CREDIT,RTGS,1854316681,Aarav Mehta,2419179580,Ishaan Kapoor,121948.9,2024-01-31,16:11:55,3709434.69,278477.26,Personal Loan,467761.77
12,CREDIT,RTGS,1540137296,Simran Gupta,2419179580,Ishaan Kapoor,15190.69,2024-02-04,02:36:54,4306028.87,278477.26,Personal Loan,467761.77
13,DEBIT,Bank Transfer,2419179580,Ishaan Kapoor,5310195918,Meera Joshi,44492.05,2024-02-06,13:16:29,-2823926.98,278477.26,Personal Loan,467761.77
14,DEBIT,IMPS,2419179580,Ishaan Kapoor,6971815972,Ritika Iyer,100514.51,2024-02-11,18:45:56,-976286.85,278477.26,Personal Loan,467761.77
15,CREDIT,UPI,2015242176,Rohan Gupta,2419179580,Ishaan Kapoor,101735.09,2024-02-16,10:40:57,-3917480.02,278477.26,Personal Loan,467761.77
16,DEBIT,RTGS,2419179580,Ishaan Kapoor,3849232839,Ritika Patel,8678.33,2024-02-17,06:22:54,4600474.83,278477.26,Personal Loan,467761.77
17,CREDIT,RTGS,3783290795,Diya Nair,2419179580,Ishaan Kapoor,123336.14,2024-02-17,21:01:16,2228852.75,278477.26,Personal Loan,467761.77
18,DEBIT,NEFT,2419179580,Ishaan Kapoor,9680276057,Vivaan Reddy,98779.89,2024-02-22,14:00:41,1092363.59,278477.26,Personal Loan,467761.77
19,DEBIT,Bank Transfer,2419179580,Ishaan Kapoor,2139027119,Rohan Kumar,16841.32,2024-02-26,21:00:26,-2934730.5,278477.26,Personal Loan,467761.77
20,DEBIT,UPI,2419179580,Ishaan Kapoor,4733616459,Ishaan Reddy,69768.0,2024-03-02,21:30:31,-2654885.82,278477.26,Personal Loan,467761.77
21,CREDIT,NEFT,3030106617,Aisha Singh,2419179580,Ishaan Kapoor,124263.33,2024-03-02,23:49:14,-5232835.89,278477.26,Personal Loan,467761.77
22,CREDIT,RTGS,3849232839,Ritika Patel,2419179580,Ishaan Kapoor,69129.64,2024-03-04,00:54:31,-2861868.58,278477.26,Personal Loan,467761.77
23,CREDIT,RTGS,9703905715,Aisha Reddy,2419179580,Ishaan Kapoor,129278.48,2024-03-06,17:08:33,537281.15,278477.26,Personal Loan,467761.77
24,DEBIT,IMPS,2419179580,Ishaan Kapoor,3783290795,Diya Nair,75042.46,2024-03-09,17:40:55,-1241956.66,278477.26,Personal Loan,467761.77
25,CREDIT,UPI,8507497883,Kavya Patel,2419179580,Ishaan Kapoor,437.34,2024-03-15,04:45:42,-3490705.0,278477.26,Personal Loan,467761.77
26,DEBIT,NEFT,2419179580,Ishaan Kapoor,5047709743,Vihaan Das,104169.15,2024-03-16,20:33:35,-3948645.28,278477.26,Personal Loan,467761.77
