Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,RTGS,1540137296,Simran Gupta,3342331444,Kavya Mehta,42827.03,2024-01-08,05:15:11,-151472.64,946848.68,Car Loan,566860.43
2,DEBIT,IMPS,1540137296,Simran Gupta,6649827836,Saanvi Reddy,27052.98,2024-01-16,18:03:26,2360263.28,946848.68,Car Loan,566860.43
3,CREDIT,NEFT,4733616459,Ishaan Reddy,1540137296,Simran Gupta,45361.68,2024-01-18,18:21:18,1038045.4,946848.68,Car Loan,566860.43
4,CREDIT,IMPS,1311570307,Aryan Joshi,1540137296,Simran Gupta,31339.45,2024-01-21,19:55:34,224677.43,946848.68,Car Loan,566860.43
5,DEBIT,RTGS,1540137296,Simran Gupta,4713453204,Saanvi Das,16618.86,2024-01-26,18:26:34,-2087546.66,946848.68,Car Loan,566860.43
6,CREDIT,IMPS,2139027119,Rohan Kumar,1540137296,Simran Gupta,116985.85,2024-02-04,01:38:31,603798.41,946848.68,Car Loan,566860.43
7,DEBIT,RTGS,1540137296,Simran Gupta,2419179580,Ishaan Kapoor,15190.69,2024-02-04,02:36:54,2523389.28,946848.68,Car Loan,566860.43
8,DEBIT,Bank Transfer,1540137296,Simran Gupta,9256195745,Ananya Mehta,140252.89,2024-02-05,22:45:08,2671937.14,946848.68,Car Loan,566860.43
9,CREDIT,IMPS,8047877267,Vihaan Joshi,1540137296,Simran Gupta,12363.15,2024-02-09,09:56:03,2844442.41,946848.68,Car Loan,566860.43
10,CREDIT,UPI,3553440342,Neha Joshi,1540137296,Simran Gupta,123551.73,2024-02-09,14:09:43,-314499.71,946848.68,Car Loan,566860.43
11,CREDIT,IMPS,8110054933,Ishaan Reddy,1540137296,Simran Gupta,59467.79,2024-02-15,05:34:28,1704462.84,946848.68,Car Loan,566860.43
12,CREDIT,Bank Transfer,2139027119,Rohan Kumar,1540137296,Simran Gupta,80673.94,2024-02-15,08:03:57,772766.34,946848.68,Car Loan,566860.43
13,DEBIT,UPI,1540137296,Simran Gupta,7393195616,Vihaan Sharma,85137.35,2024-02-18,20:33:31,2275125.93,946848.68,Car Loan,566860.43
14,DEBIT,Bank Transfer,1540137296,Simran Gupta,4700855390,Rohan Nair,25170.63,2024-02-22,10:39:51,987263.88,946848.68,Car Loan,566860.43
15,CREDIT,UPI,2119980130,Rahul Kumar,1540137296,Simran Gupta,102873.3,2024-02-29,12:30:59,-84690.69,946848.68,Car Loan,566860.43
16,CREDIT,Bank Transfer,8086172302,Aditya Singh,1540137296,Simran Gupta,85705.29,2024-02-29,23:20:37,-2244674.72,946848.68,Car Loan,566860.43
17,DEBIT,NEFT,1540137296,Simran Gupta,3181106786,Kabir Gupta,137713.37,2024-03-01,18:30:30,-308931.61,946848.68,Car Loan,566860.43
18,CREDIT,RTGS,8316648259,Aarav Iyer,1540137296,Simran Gupta,3029.82,2024-03-12,13:52:57,921060.9,946848.68,Car Loan,566860.43
19,DEBIT,RTGS,1540137296,Simran Gupta,4745927824,Kabir Reddy,47044.88,2024-03-14,03:00:00,-518970.53,946848.68,Car Loan,566860.43
20,CREDIT,NEFT,1311570307,Aryan Joshi,1540137296,Simran Gupta,12048.17,2024-03-15,06:03:10,471391.33,946848.68,Car Loan,566860.43
21,DEBIT,RTGS,1540137296,Simran Gupta,5067116918,Ritika Das,29802.75,2024-03-18,03:26:57,5886.53,946848.68,Car Loan,566860.43
22,CREDIT,IMPS,8110054933,Ishaan Reddy,1540137296,Simran Gupta,81132.51,2024-03-19,19:12:33,1933139.8,946848.68,Car Loan,566860.43
23,DEBIT,NEFT,1540137296,Simran Gupta,4745927824,Kabir Reddy,39145.91,2024-03-21,09:20:15,2812190.03,946848.68,Car Loan,566860.43
24,DEBIT,NEFT,1540137296,Simran Gupta,3181106786,Kabir Gupta,148435.8,2024-03-22,13:00:20,-978990.65,946848.68,Car Loan,566860.43
25,CREDIT,Bank Transfer,9292791081,Krishna Gupta,1540137296,Simran Gupta,124221.88,2024-03-22,17:38:41,2504743.88,946848.68,Car Loan,566860.43
26,CREDIT,IMPS,5141907136,Diya Iyer,1540137296,Simran Gupta,133215.4,2024-04-02,06:17:35,-2330380.01,946848.68,Car Loan,566860.43
27,CREDIT,NEFT,7609857128,Diya Singh,1540137296,Simran Gupta,19169.04,2024-04-02,15:58:38,2135723.37,946848.68,Car Loan,566860.43
28,CREDIT,Bank Transfer,6687206971,Kabir Mehta,1540137296,Simran Gupta,63968.77,2024-04-05,07:17:00,3810717.76,946848.68,Car Loan,566860.43
29,CREDIT,IMPS,4272602734,Kavya Mehta,1540137296,Simran Gupta,123096.93,2024-04-08,03:12:13,3334820.75,946848.68,Car Loan,566860.43
30,DEBIT,NEFT,1540137296,Simran Gupta,4745927824,Kabir Reddy,60090.72,2024-04-16,15:03:32,-2030815.32,946848.68,Car Loan,566860.43
31,DEBIT,Bank Transfer,1540137296,Simran Gupta,4272602734,Kavya Mehta,107468.22,2024-04-26,05:38:53,99009.63,946848.68,Car Loan,566860.43
32,DEBIT,IMPS,1540137296,Simran Gupta,2445662585,Vivaan Kapoor,73028.94,2024-04-28,13:08:35,2450360.34,946848.68,Car Loan,566860.43
33,CREDIT,Bank Transfer,9703905715,Aisha Reddy,1540137296,Simran Gupta,116889.77,2024-04-28,15:37:46,669076.92,946848.68,Car Loan,566860.43
34,DEBIT,Bank Transfer,1540137296,Simran Gupta,8316648259,Aarav Iyer,106165.63,2024-05-02,08:51:06,3128261.21,946848.68,Car Loan,566860.43
