Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,RTGS,6464693977,Vihaan Joshi,1298737106,Krishna Gupta,124168.21,2024-01-10,19:21:44,680284.74,773068.34,Home Loan,1717869.56
2,CREDIT,IMPS,4713453204,Saanvi Das,1298737106,Krishna Gupta,125348.3,2024-01-13,05:10:38,1988125.19,773068.34,Home Loan,1717869.56
3,CREDIT,IMPS,8380507338,Ritika Sharma,1298737106,Krishna Gupta,12406.02,2024-01-14,04:31:30,-1261563.4,773068.34,Home Loan,1717869.56
4,DEBIT,NEFT,1298737106,Krishna Gupta,3849232839,Ritika Patel,125952.14,2024-01-15,21:43:14,1375976.89,773068.34,Home Loan,1717869.56
5,CREDIT,Bank Transfer,8507497883,Kavya Patel,1298737106,Krishna Gupta,5588.72,2024-01-19,04:07:35,-789540.35,773068.34,Home Loan,1717869.56
6,CREDIT,Bank Transfer,5067116918,Ritika Das,1298737106,Krishna Gupta,13536.73,2024-01-26,12:25:26,-3340391.51,773068.34,Home Loan,1717869.56
7,CREDIT,UPI,6464693977,Vihaan Joshi,1298737106,Krishna Gupta,144161.48,2024-01-29,01:46:19,556116.53,773068.34,Home Loan,1717869.56
8,CREDIT,Bank Transfer,1311570307,Aryan Joshi,1298737106,Krishna Gupta,13606.06,2024-02-05,06:40:08,-481779.89,773068.34,Home Loan,1717869.56
9,CREDIT,IMPS,1854316681,Aarav Mehta,1298737106,Krishna Gupta,65290.52,2024-02-15,09:28:01,-3875865.5,773068.34,Home Loan,1717869.56
10,CREDIT,UPI,1311570307,Aryan Joshi,1298737106,Krishna Gupta,22305.01,2024-02-17,08:27:11,-459474.88,773068.34,Home Loan,1717869.56
11,CREDIT,IMPS,2139027119,Rohan Kumar,1298737106,Krishna Gupta,64394.77,2024-02-19,00:51:29,-358029.31,773068.34,Home Loan,1717869.56
12,DEBIT,NEFT,1298737106,Krishna Gupta,4700855390,Rohan Nair,11149.04,2024-02-21,21:43:08,-4135343.53,773068.34,Home Loan,1717869.56
13,CREDIT,NEFT,6971815972,Ritika Iyer,1298737106,Krishna Gupta,62851.83,2024-02-22,02:20:41,-1371422.46,773068.34,Home Loan,1717869.56
14,DEBIT,Bank Transfer,1298737106,Krishna Gupta,9256195745,Ananya Mehta,59281.17,2024-02-23,22:46:19,-6059170.96,773068.34,Home Loan,1717869.56
15,CREDIT,Bank Transfer,6488854841,Vihaan Kapoor,1298737106,Krishna Gupta,60575.6,2024-02-25,15:54:40,-5656370.89,773068.34,Home Loan,1717869.56
16,CREDIT,IMPS,8110054933,Ishaan Reddy,1298737106,Krishna Gupta,67796.28,2024-03-06,21:22:47,-5229887.38,773068.34,Home Loan,1717869.56
17,CREDIT,IMPS,4272602734,Kavya Mehta,1298737106,Krishna Gupta,59093.34,2024-03-08,19:55:45,-4161866.67,773068.34,Home Loan,1717869.56
18,CREDIT,Bank Transfer,3783290795,Diya Nair,1298737106,Krishna Gupta,113596.69,2024-03-13,05:39:32,-5542774.2,773068.34,Home Loan,1717869.56
19,DEBIT,IMPS,1298737106,Krishna Gupta,9703905715,Aisha Reddy,141347.87,2024-03-19,15:54:37,-738806.98,773068.34,Home Loan,1717869.56
20,CREDIT,NEFT,3030106617,Aisha Singh,1298737106,Krishna Gupta,80586.35,2024-03-20,08:30:17,-2289711.9,773068.34,Home Loan,1717869.56
21,CREDIT,NEFT,8047877267,Vihaan Joshi,1298737106,Krishna Gupta,101666.91,2024-03-22,02:16:27,-4222902.07,773068.34,Home Loan,1717869.56
22,CREDIT,UPI,8325785916,Ananya Mehta,1298737106,Krishna Gupta,25017.0,2024-03-28,13:07:35,1138322.86,773068.34,Home Loan,1717869.56
23,CREDIT,IMPS,9292791081,Krishna Gupta,1298737106,Krishna Gupta,53759.47,2024-03-29,19:04:18,2176489.8,773068.34,Home Loan,1717869.56
24,CREDIT,IMPS,3392080953,Vivaan Das,1298737106,Krishna Gupta,103612.42,2024-04-03,06:19:06,-5321514.59,773068.34,Home Loan,1717869.56
25,DEBIT,RTGS,1298737106,Krishna Gupta,9292791081,Krishna Gupta,88499.99,2024-04-04,17:38:19,-5804776.92,773068.34,Home Loan,1717869.56
26,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,1298737106,Krishna Gupta,1942.06,2024-04-14,22:14:25,-4220960.01,773068.34,Home Loan,1717869.56
27,CREDIT,Bank Transfer,7609857128,Diya Singh,1298737106,Krishna Gupta,5325.65,2024-04-19,09:09:42,-4902663.09,773068.34,Home Loan,1717869.56
28,CREDIT,RTGS,4713453204,Saanvi Das,1298737106,Krishna Gupta,55308.31,2024-04-20,17:04:23,1722401.48,773068.34,Home Loan,1717869.56
29,CREDIT,RTGS,3030106617,Aisha Singh,1298737106,Krishna Gupta,49570.85,2024-04-25,01:30:47,-2370298.25,773068.34,Home Loan,1717869.56
30,CREDIT,UPI,4713453204,Saanvi Das,1298737106,Krishna Gupta,110814.67,2024-04-25,21:04:31,1667093.17,773068.34,Home Loan,1717869.56
31,DEBIT,IMPS,1298737106,Krishna Gupta,4700855390,Rohan Nair,40866.19,2024-04-26,00:32:57,523422.93,773068.34,Home Loan,1717869.56
32,DEBIT,UPI,1298737106,Krishna Gupta,1311570307,Aryan Joshi,87959.2,2024-04-26,11:43:29,-431945.14,773068.34,Home Loan,1717869.56
33,CREDIT,RTGS,4713453204,Saanvi Das,1298737106,Krishna Gupta,16051.89,2024-04-26,12:37:20,1862776.89,773068.34,Home Loan,1717869.56
34,CREDIT,NEFT,2445662585,Vivaan Kapoor,1298737106,Krishna Gupta,65619.53,2024-04-28,02:09:56,1364579.81,773068.34,Home Loan,1717869.56
35,DEBIT,IMPS,1298737106,Krishna Gupta,3392080953,Vivaan Das,49742.15,2024-04-30,20:50:30,-3495780.46,773068.34,Home Loan,1717869.56
36,CREDIT,UPI,7393195616,Vihaan Sharma,1298737106,Krishna Gupta,19585.61,2024-05-13,12:32:52,720410.78,773068.34,Home Loan,1717869.56
37,CREDIT,NEFT,4700855390,Rohan Nair,1298737106,Krishna Gupta,127181.35,2024-05-21,06:59:28,-1692826.17,773068.34,Home Loan,1717869.56
38,DEBIT,NEFT,1298737106,Krishna Gupta,5736462531,Ishaan Reddy,11342.86,2024-05-24,15:11:39,-4220160.82,773068.34,Home Loan,1717869.56
39,DEBIT,Bank Transfer,1298737106,Krishna Gupta,4713453204,Saanvi Das,12826.87,2024-05-28,11:22:08,913748.11,773068.34,Home Loan,1717869.56
40,CREDIT,IMPS,8217611860,Meera Joshi,1298737106,Krishna Gupta,121268.15,2024-06-04,10:23:00,-4551627.71,773068.34,Home Loan,1717869.56
41,CREDIT,RTGS,8316648259,Aarav Iyer,1298737106,Krishna Gupta,142661.19,2024-06-04,12:38:04,204307.27,773068.34,Home Loan,1717869.56
42,DEBIT,NEFT,1298737106,Krishna Gupta,7114223633,Saanvi Das,23649.86,2024-06-06,07:09:53,-4532975.66,773068.34,Home Loan,1717869.56
43,CREDIT,RTGS,5141907136,Diya Iyer,1298737106,Krishna Gupta,37156.19,2024-06-09,22:44:59,-2889142.92,773068.34,Home Loan,1717869.56
44,DEBIT,RTGS,1298737106,Krishna Gupta,8217611860,Meera Joshi,95983.05,2024-06-10,17:30:38,-3446038.31,773068.34,Home Loan,1717869.56
45,DEBIT,UPI,1298737106,Krishna Gupta,3342331444,Kavya Mehta,47875.66,2024-06-11,16:25:58,-4183219.19,773068.34,Home Loan,1717869.56
46,CREDIT,NEFT,8110054933,Ishaan Reddy,1298737106,Krishna Gupta,60912.33,2024-06-15,04:33:06,-5168975.05,773068.34,Home Loan,1717869.56
47,CREDIT,NEFT,8325785916,Ananya Mehta,1298737106,Krishna Gupta,76831.42,2024-06-15,19:24:50,1276125.7,773068.34,Home Loan,1717869.56
48,DEBIT,UPI,1298737106,Krishna Gupta,5141907136,Diya Iyer,38573.03,2024-06-16,19:49:18,-3822104.22,773068.34,Home Loan,1717869.56
49,CREDIT,RTGS,5067116918,Ritika Das,1298737106,Krishna Gupta,12964.8,2024-06-17,07:31:06,-3353928.24,773068.34,Home Loan,1717869.56
50,DEBIT,IMPS,1298737106,Krishna Gupta,3783290795,Diya Nair,117012.55,2024-06-18,06:48:06,406410.38,773068.34,Home Loan,1717869.56
51,DEBIT,Bank Transfer,1298737106,Krishna Gupta,3373077218,Vivaan Singh,137591.9,2024-06-21,07:25:09,-2661425.19,773068.34,Home Loan,1717869.56
52,CREDIT,IMPS,7393195616,Vihaan Sharma,1298737106,Krishna Gupta,20540.43,2024-06-27,08:00:26,700825.17,773068.34,Home Loan,1717869.56
53,CREDIT,NEFT,6488854841,Vihaan Kapoor,1298737106,Krishna Gupta,76786.56,2024-07-01,21:27:46,-5854120.13,773068.34,Home Loan,1717869.56
54,DEBIT,UPI,1298737106,Krishna Gupta,6687206971,Kabir Mehta,69555.65,2024-07-05,06:42:05,188929.58,773068.34,Home Loan,1717869.56
55,CREDIT,UPI,1540137296,Simran Gupta,1298737106,Krishna Gupta,16728.63,2024-07-09,14:00:11,-3323662.88,773068.34,Home Loan,1717869.56
56,CREDIT,UPI,3373077218,Vivaan Singh,1298737106,Krishna Gupta,128352.23,2024-07-10,02:24:14,1404477.93,773068.34,Home Loan,1717869.56
57,CREDIT,Bank Transfer,9256195745,Ananya Mehta,1298737106,Krishna Gupta,21087.97,2024-07-10,07:38:02,1505613.18,773068.34,Home Loan,1717869.56
58,CREDIT,IMPS,8380507338,Ritika Sharma,1298737106,Krishna Gupta,149734.04,2024-07-14,21:42:43,-1037316.67,773068.34,Home Loan,1717869.56
59,CREDIT,RTGS,3373077218,Vivaan Singh,1298737106,Krishna Gupta,33774.93,2024-07-21,19:15:22,1468961.52,773068.34,Home Loan,1717869.56
