Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,UPI,3392080953,Vivaan Das,9680276057,Vivaan Reddy,144689.08,2024-01-09,05:14:56,2691491.78,588440.11,Home Loan,188436.52
2,DEBIT,NEFT,9680276057,Vivaan Reddy,2445662585,Vivaan Kapoor,148997.22,2024-01-09,16:52:25,365641.83,588440.11,Home Loan,188436.52
3,CREDIT,Bank Transfer,3373077218,Vivaan Singh,9680276057,Vivaan Reddy,149869.18,2024-01-16,00:35:02,2104062.89,588440.11,Home Loan,188436.52
4,DEBIT,IMPS,9680276057,Vivaan Reddy,8086172302,Aditya Singh,26932.94,2024-01-17,13:53:48,-1560018.45,588440.11,Home Loan,188436.52
5,CREDIT,NEFT,2419179580,Ishaan Kapoor,9680276057,Vivaan Reddy,71392.87,2024-01-20,12:32:24,-1571280.47,588440.11,Home Loan,188436.52
6,DEBIT,Bank Transfer,9680276057,Vivaan Reddy,8047877267,Vihaan Joshi,75468.72,2024-01-21,04:28:12,-1736327.35,588440.11,Home Loan,188436.52
7,CREDIT,Bank Transfer,8316648259,Aarav Iyer,9680276057,Vivaan Reddy,91079.29,2024-01-24,23:08:47,1021348.29,588440.11,Home Loan,188436.52
8,CREDIT,IMPS,3392080953,Vivaan Das,9680276057,Vivaan Reddy,19918.76,2024-01-26,17:29:58,2546802.7,588440.11,Home Loan,188436.52
9,CREDIT,Bank Transfer,6649827836,Saanvi Reddy,9680276057,Vivaan Reddy,110075.3,2024-01-30,01:55:36,3160453.28,588440.11,Home Loan,188436.52
10,CREDIT,Bank Transfer,2986972437,Krishna Sharma,9680276057,Vivaan Reddy,71584.32,2024-01-31,23:56:36,-756646.66,588440.11,Home Loan,188436.52
11,CREDIT,NEFT,8380507338,Ritika Sharma,9680276057,Vivaan Reddy,44997.74,2024-02-07,02:09:22,-340205.96,588440.11,Home Loan,188436.52
12,DEBIT,IMPS,9680276057,Vivaan Reddy,6649827836,Saanvi Reddy,42535.15,2024-02-07,15:53:43,3721265.24,588440.11,Home Loan,188436.52
13,DEBIT,RTGS,9680276057,Vivaan Reddy,8217611860,Meera Joshi,86724.14,2024-02-08,16:02:10,2365824.06,588440.11,Home Loan,188436.52
14,CREDIT,Bank Transfer,9703905715,Aisha Reddy,9680276057,Vivaan Reddy,142425.12,2024-02-20,07:24:44,1021974.6,588440.11,Home Loan,188436.52
15,CREDIT,NEFT,2419179580,Ishaan Kapoor,9680276057,Vivaan Reddy,98779.89,2024-02-22,14:00:41,-1642673.34,588440.11,Home Loan,188436.52
16,CREDIT,RTGS,3181106786,Kabir Gupta,9680276057,Vivaan Reddy,109466.99,2024-03-02,04:02:36,236912.57,588440.11,Home Loan,188436.52
17,CREDIT,NEFT,5284391408,Ishaan Iyer,9680276057,Vivaan Reddy,54902.07,2024-03-04,11:54:20,4026042.15,588440.11,Home Loan,188436.52
18,CREDIT,Bank Transfer,4713453204,Saanvi Das,9680276057,Vivaan Reddy,128126.88,2024-03-11,20:37:47,2469200.53,588440.11,Home Loan,188436.52
