Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,UPI,1311570307,Aryan Joshi,8047877267,Vihaan Joshi,69315.71,2024-01-05,05:51:26,2867024.22,998454.44,Home Loan,192858.41
2,CREDIT,IMPS,9256195745,Ananya Mehta,1311570307,Aryan Joshi,64489.97,2024-01-07,21:54:34,862363.11,998454.44,Home Loan,192858.41
3,DEBIT,NEFT,1311570307,Aryan Joshi,3342331444,Kavya Mehta,30763.83,2024-01-09,11:48:45,1690956.88,998454.44,Home Loan,192858.41
4,CREDIT,Bank Transfer,6687206971,Kabir Mehta,1311570307,Aryan Joshi,19223.07,2024-01-15,18:05:28,2818196.54,998454.44,Home Loan,192858.41
5,CREDIT,RTGS,4272602734,Kavya Mehta,1311570307,Aryan Joshi,113695.13,2024-01-19,11:19:05,2547732.83,998454.44,Home Loan,192858.41
6,CREDIT,IMPS,4272602734,Kavya Mehta,1311570307,Aryan Joshi,105723.91,2024-01-21,15:32:59,2653456.74,998454.44,Home Loan,192858.41
7,DEBIT,IMPS,1311570307,Aryan Joshi,1540137296,Simran Gupta,31339.45,2024-01-21,19:55:34,5416679.84,998454.44,Home Loan,192858.41
8,CREDIT,UPI,7393195616,Vihaan Sharma,1311570307,Aryan Joshi,121443.96,2024-01-26,10:53:47,-2305470.94,998454.44,Home Loan,192858.41
9,DEBIT,Bank Transfer,1311570307,Aryan Joshi,5047709743,Vihaan Das,8891.3,2024-01-27,04:35:29,3535169.73,998454.44,Home Loan,192858.41
10,DEBIT,RTGS,1311570307,Aryan Joshi,7114223633,Saanvi Das,129308.45,2024-02-04,18:24:05,3849867.72,998454.44,Home Loan,192858.41
11,DEBIT,Bank Transfer,1311570307,Aryan Joshi,1298737106,Krishna Gupta,13606.06,2024-02-05,06:40:08,5282915.06,998454.44,Home Loan,192858.41
12,DEBIT,UPI,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,105639.31,2024-02-08,12:14:37,1953008.68,998454.44,Home Loan,192858.41
13,DEBIT,RTGS,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,5905.69,2024-02-11,09:24:46,2777832.81,998454.44,Home Loan,192858.41
14,CREDIT,Bank Transfer,4733616459,Ishaan Reddy,1311570307,Aryan Joshi,46220.91,2024-02-11,09:28:40,490603.87,998454.44,Home Loan,192858.41
15,CREDIT,IMPS,4713453204,Saanvi Das,1311570307,Aryan Joshi,105699.11,2024-02-12,21:47:41,-1139465.57,998454.44,Home Loan,192858.41
16,CREDIT,Bank Transfer,6971815972,Ritika Iyer,1311570307,Aryan Joshi,129421.23,2024-02-13,20:42:17,4775502.36,998454.44,Home Loan,192858.41
17,DEBIT,UPI,1311570307,Aryan Joshi,1298737106,Krishna Gupta,22305.01,2024-02-17,08:27:11,2465228.35,998454.44,Home Loan,192858.41
18,DEBIT,RTGS,1311570307,Aryan Joshi,9703905715,Aisha Reddy,18231.42,2024-02-19,13:57:55,5672095.18,998454.44,Home Loan,192858.41
19,CREDIT,IMPS,4272602734,Kavya Mehta,1311570307,Aryan Joshi,60201.82,2024-02-26,20:42:51,2434037.7,998454.44,Home Loan,192858.41
20,DEBIT,UPI,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,137098.02,2024-02-28,00:32:11,841039.31,998454.44,Home Loan,192858.41
21,DEBIT,Bank Transfer,1311570307,Aryan Joshi,6649827836,Saanvi Reddy,63628.41,2024-03-07,05:07:01,2565109.46,998454.44,Home Loan,192858.41
22,CREDIT,RTGS,8316648259,Aarav Iyer,1311570307,Aryan Joshi,76599.18,2024-03-14,13:52:59,-2923837.92,998454.44,Home Loan,192858.41
23,DEBIT,NEFT,1311570307,Aryan Joshi,1540137296,Simran Gupta,12048.17,2024-03-15,06:03:10,2234150.61,998454.44,Home Loan,192858.41
24,DEBIT,RTGS,1311570307,Aryan Joshi,5284391408,Ishaan Iyer,72794.82,2024-03-17,06:44:10,-138929.32,998454.44,Home Loan,192858.41
25,CREDIT,NEFT,7609857128,Diya Singh,1311570307,Aryan Joshi,46943.71,2024-03-22,23:34:02,1662873.28,998454.44,Home Loan,192858.41
26,CREDIT,NEFT,8316648259,Aarav Iyer,1311570307,Aryan Joshi,11259.78,2024-03-23,22:41:37,-2912578.14,998454.44,Home Loan,192858.41
27,DEBIT,RTGS,1311570307,Aryan Joshi,6649827836,Saanvi Reddy,89900.11,2024-04-05,13:34:41,4087436.14,998454.44,Home Loan,192858.41
28,DEBIT,UPI,1311570307,Aryan Joshi,3746317213,Krishna Iyer,80911.05,2024-04-05,20:52:57,-2431824.98,998454.44,Home Loan,192858.41
29,CREDIT,UPI,7609857128,Diya Singh,1311570307,Aryan Joshi,26099.8,2024-04-08,05:04:58,1688973.08,998454.44,Home Loan,192858.41
30,DEBIT,Bank Transfer,1311570307,Aryan Joshi,9256195745,Ananya Mehta,53049.74,2024-04-09,12:52:20,1330914.79,998454.44,Home Loan,192858.41
31,CREDIT,IMPS,8047877267,Vihaan Joshi,1311570307,Aryan Joshi,19324.13,2024-04-11,01:12:52,2373835.88,998454.44,Home Loan,192858.41
32,CREDIT,NEFT,8325785916,Ananya Mehta,1311570307,Aryan Joshi,121379.92,2024-04-11,10:43:28,-2121183.03,998454.44,Home Loan,192858.41
33,DEBIT,NEFT,1311570307,Aryan Joshi,3746317213,Krishna Iyer,47325.54,2024-04-12,04:24:44,449166.37,998454.44,Home Loan,192858.41
34,DEBIT,UPI,1311570307,Aryan Joshi,5141907136,Diya Iyer,108263.97,2024-04-12,13:18:48,4770878.85,998454.44,Home Loan,192858.41
35,DEBIT,NEFT,1311570307,Aryan Joshi,4700855390,Rohan Nair,121071.31,2024-04-14,01:46:36,-614057.73,998454.44,Home Loan,192858.41
36,DEBIT,UPI,1311570307,Aryan Joshi,3849232839,Ritika Patel,88438.2,2024-04-15,08:11:10,1045232.34,998454.44,Home Loan,192858.41
37,DEBIT,Bank Transfer,1311570307,Aryan Joshi,4745927824,Kabir Reddy,141227.34,2024-04-15,13:09:43,601512.0,998454.44,Home Loan,192858.41
38,DEBIT,IMPS,1311570307,Aryan Joshi,3342331444,Kavya Mehta,38977.65,2024-04-26,10:18:05,4300777.17,998454.44,Home Loan,192858.41
39,CREDIT,UPI,1298737106,Krishna Gupta,1311570307,Aryan Joshi,87959.2,2024-04-26,11:43:29,1048342.96,998454.44,Home Loan,192858.41
40,CREDIT,Bank Transfer,3783290795,Diya Nair,1311570307,Aryan Joshi,98035.15,2024-04-30,21:59:28,1300884.54,998454.44,Home Loan,192858.41
41,DEBIT,IMPS,1311570307,Aryan Joshi,3181106786,Kabir Gupta,141562.75,2024-05-10,00:07:37,-1213782.62,998454.44,Home Loan,192858.41
42,DEBIT,IMPS,1311570307,Aryan Joshi,2139027119,Rohan Kumar,60544.1,2024-05-10,12:57:33,-2701572.74,998454.44,Home Loan,192858.41
43,DEBIT,NEFT,1311570307,Aryan Joshi,7609857128,Diya Singh,57099.46,2024-05-12,05:48:11,-2641028.64,998454.44,Home Loan,192858.41
44,DEBIT,RTGS,1311570307,Aryan Joshi,5736462531,Ishaan Reddy,108259.97,2024-05-12,14:57:29,3979176.17,998454.44,Home Loan,192858.41
45,DEBIT,Bank Transfer,1311570307,Aryan Joshi,3373077218,Vivaan Singh,17775.31,2024-05-17,09:10:10,-3208665.57,998454.44,Home Loan,192858.41
46,DEBIT,RTGS,1311570307,Aryan Joshi,4272602734,Kavya Mehta,114540.29,2024-05-19,18:43:23,2628737.87,998454.44,Home Loan,192858.41
47,CREDIT,RTGS,5736462531,Ishaan Reddy,1311570307,Aryan Joshi,143246.25,2024-05-23,10:52:53,-1746413.51,998454.44,Home Loan,192858.41
48,DEBIT,IMPS,1311570307,Aryan Joshi,5067116918,Ritika Das,71043.96,2024-05-25,13:16:47,-2583929.18,998454.44,Home Loan,192858.41
49,CREDIT,NEFT,9680276057,Vivaan Reddy,1311570307,Aryan Joshi,46627.57,2024-05-26,04:37:06,3612458.96,998454.44,Home Loan,192858.41
50,DEBIT,IMPS,1311570307,Aryan Joshi,3030106617,Aisha Singh,136220.56,2024-06-03,16:29:27,-66134.5,998454.44,Home Loan,192858.41
51,DEBIT,UPI,1311570307,Aryan Joshi,3181106786,Kabir Gupta,126653.21,2024-06-13,04:27:11,-943379.89,998454.44,Home Loan,192858.41
