Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,RTGS,5067116918,Ritika Das,3030106617,Aisha Singh,101027.79,2024-01-07,11:00:17,-6665554.2,485990.46,Home Loan,1957069.76
2,CREDIT,RTGS,8316648259,Aarav Iyer,5067116918,Ritika Das,102104.77,2024-01-08,03:37:50,-2544347.38,485990.46,Home Loan,1957069.76
3,CREDIT,NEFT,2119980130,Rahul Kumar,5067116918,Ritika Das,10479.46,2024-01-09,15:39:13,-3206361.94,485990.46,Home Loan,1957069.76
4,DEBIT,NEFT,5067116918,Ritika Das,2445662585,Vivaan Kapoor,31865.3,2024-01-18,01:15:09,-281725.72,485990.46,Home Loan,1957069.76
5,CREDIT,IMPS,3392080953,Vivaan Das,5067116918,Ritika Das,103412.66,2024-01-19,08:40:50,2219786.75,485990.46,Home Loan,1957069.76
6,DEBIT,NEFT,5067116918,Ritika Das,5736462531,Ishaan Reddy,50666.81,2024-01-21,12:28:58,606650.33,485990.46,Home Loan,1957069.76
7,DEBIT,NEFT,5067116918,Ritika Das,5310195918,Meera Joshi,86567.78,2024-01-23,07:47:25,-5319035.59,485990.46,Home Loan,1957069.76
8,CREDIT,UPI,9292791081,Krishna Gupta,5067116918,Ritika Das,117056.46,2024-01-25,20:39:05,-746276.32,485990.46,Home Loan,1957069.76
9,DEBIT,Bank Transfer,5067116918,Ritika Das,1298737106,Krishna Gupta,13536.73,2024-01-26,12:25:26,-5933036.38,485990.46,Home Loan,1957069.76
10,CREDIT,Bank Transfer,3373077218,Vivaan Singh,5067116918,Ritika Das,119157.61,2024-02-03,13:35:41,-1434859.12,485990.46,Home Loan,1957069.76
11,DEBIT,RTGS,5067116918,Ritika Das,4733616459,Ishaan Reddy,31802.78,2024-02-05,15:22:01,-3803255.07,485990.46,Home Loan,1957069.76
12,DEBIT,IMPS,5067116918,Ritika Das,3746317213,Krishna Iyer,136833.83,2024-02-07,06:49:02,3612553.03,485990.46,Home Loan,1957069.76
13,DEBIT,IMPS,5067116918,Ritika Das,2139027119,Rohan Kumar,130584.5,2024-02-16,21:24:20,933780.61,485990.46,Home Loan,1957069.76
