Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,Bank Transfer,3746317213,Krishna Iyer,9703905715,Aisha Reddy,106346.91,2024-01-03,15:03:19,213777.36,649884.44,None,0
2,CREDIT,NEFT,6971815972,Ritika Iyer,9703905715,Aisha Reddy,77983.37,2024-01-07,06:38:26,-3310763.97,649884.44,None,0
3,CREDIT,IMPS,8380507338,Ritika Sharma,9703905715,Aisha Reddy,6697.61,2024-01-19,19:40:11,-3124947.49,649884.44,None,0
4,CREDIT,IMPS,8086172302,Aditya Singh,9703905715,Aisha Reddy,148641.72,2024-01-24,03:27:30,-4468363.18,649884.44,None,0
5,CREDIT,IMPS,4745927824,Kabir Reddy,9703905715,Aisha Reddy,79604.53,2024-01-27,00:13:38,-538079.48,649884.44,None,0
6,CREDIT,RTGS,8316648259,Aarav Iyer,9703905715,Aisha Reddy,647.12,2024-01-27,06:08:27,-2185179.85,649884.44,None,0
7,DEBIT,NEFT,9703905715,Aisha Reddy,3746317213,Krishna Iyer,135888.04,2024-01-30,12:30:58,-5436826.23,649884.44,None,0
8,DEBIT,NEFT,9703905715,Aisha Reddy,1854316681,Aarav Mehta,17364.49,2024-02-02,09:35:19,-447867.04,649884.44,None,0
9,CREDIT,NEFT,8047877267,Vihaan Joshi,9703905715,Aisha Reddy,73771.81,2024-02-06,03:19:00,-5930104.31,649884.44,None,0
10,DEBIT,NEFT,9703905715,Aisha Reddy,9256195745,Ananya Mehta,56299.41,2024-02-13,18:54:28,-5063344.14,649884.44,None,0
11,CREDIT,UPI,4733616459,Ishaan Reddy,9703905715,Aisha Reddy,123802.92,2024-02-14,01:50:25,-8525798.76,649884.44,None,0
12,DEBIT,IMPS,9703905715,Aisha Reddy,4713453204,Saanvi Das,101943.65,2024-02-18,09:00:23,-7664760.99,649884.44,None,0
13,CREDIT,RTGS,1311570307,Aryan Joshi,9703905715,Aisha Reddy,18231.42,2024-02-19,13:57:55,-2316158.06,649884.44,None,0
14,DEBIT,Bank Transfer,9703905715,Aisha Reddy,9680276057,Vivaan Reddy,142425.12,2024-02-20,07:24:44,-7919109.91,649884.44,None,0
