Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,NEFT,2419179580,Ishaan Kapoor,3849232839,Ritika Patel,112049.58,2024-01-06,00:12:49,6189956.18,134291.11,Home Loan,1784939.78
2,DEBIT,IMPS,3849232839,Ritika Patel,8217611860,Meera Joshi,107082.77,2024-01-10,12:08:25,6361949.41,134291.11,Home Loan,1784939.78
3,CREDIT,RTGS,5141907136,Diya Iyer,3849232839,Ritika Patel,46702.54,2024-01-11,00:30:11,5401449.69,134291.11,Home Loan,1784939.78
4,CREDIT,UPI,6687206971,Kabir Mehta,3849232839,Ritika Patel,89985.61,2024-01-15,14:18:52,4900696.28,134291.11,Home Loan,1784939.78
5,CREDIT,NEFT,1298737106,Krishna Gupta,3849232839,Ritika Patel,125952.14,2024-01-15,21:43:14,1988687.99,134291.11,Home Loan,1784939.78
6,DEBIT,IMPS,3849232839,Ritika Patel,5310195918,Meera Joshi,19067.3,2024-01-21,06:22:53,4618736.68,134291.11,Home Loan,1784939.78
7,DEBIT,UPI,3849232839,Ritika Patel,3030106617,Aisha Singh,144566.74,2024-01-21,06:28:22,8532125.15,134291.11,Home Loan,1784939.78
8,CREDIT,RTGS,3553440342,Neha Joshi,3849232839,Ritika Patel,42042.05,2024-01-27,03:01:00,7975400.11,134291.11,Home Loan,1784939.78
9,CREDIT,NEFT,8047877267,Vihaan Joshi,3849232839,Ritika Patel,35137.69,2024-01-29,22:18:34,3753741.97,134291.11,Home Loan,1784939.78
10,DEBIT,IMPS,3849232839,Ritika Patel,4745927824,Kabir Reddy,10748.55,2024-02-05,14:26:09,3609261.37,134291.11,Home Loan,1784939.78
11,CREDIT,RTGS,9292791081,Krishna Gupta,3849232839,Ritika Patel,87998.98,2024-02-06,08:13:33,1484264.95,134291.11,Home Loan,1784939.78
12,CREDIT,UPI,5736462531,Ishaan Reddy,3849232839,Ritika Patel,45046.88,2024-02-09,01:46:47,1378105.97,134291.11,Home Loan,1784939.78
13,CREDIT,RTGS,8047877267,Vihaan Joshi,3849232839,Ritika Patel,93831.68,2024-02-13,07:10:17,3918843.43,134291.11,Home Loan,1784939.78
14,DEBIT,NEFT,3849232839,Ritika Patel,6488854841,Vihaan Kapoor,141622.45,2024-02-15,07:35:50,3284932.64,134291.11,Home Loan,1784939.78
15,CREDIT,UPI,8217611860,Meera Joshi,3849232839,Ritika Patel,141366.21,2024-02-16,04:10:23,3448263.14,134291.11,Home Loan,1784939.78
16,CREDIT,RTGS,2015242176,Rohan Gupta,3849232839,Ritika Patel,111664.65,2024-02-17,04:11:10,7407140.39,134291.11,Home Loan,1784939.78
17,CREDIT,RTGS,2419179580,Ishaan Kapoor,3849232839,Ritika Patel,8678.33,2024-02-17,06:22:54,6077906.6,134291.11,Home Loan,1784939.78
18,DEBIT,IMPS,3849232839,Ritika Patel,5141907136,Diya Iyer,18995.87,2024-02-18,19:53:48,9011013.01,134291.11,Home Loan,1784939.78
19,DEBIT,Bank Transfer,3849232839,Ritika Patel,3746317213,Krishna Iyer,110610.59,2024-02-19,15:07:07,7637927.65,134291.11,Home Loan,1784939.78
20,CREDIT,NEFT,5067116918,Ritika Das,3849232839,Ritika Patel,66671.09,2024-02-20,16:44:27,5084908.16,134291.11,Home Loan,1784939.78
21,DEBIT,UPI,3849232839,Ritika Patel,8086172302,Aditya Singh,58249.56,2024-02-21,15:56:08,8676691.89,134291.11,Home Loan,1784939.78
22,DEBIT,IMPS,3849232839,Ritika Patel,7609857128,Diya Singh,142409.64,2024-02-23,22:59:43,985329.12,134291.11,Home Loan,1784939.78
23,DEBIT,RTGS,3849232839,Ritika Patel,2419179580,Ishaan Kapoor,69129.64,2024-03-04,00:54:31,2777229.95,134291.11,Home Loan,1784939.78
24,DEBIT,IMPS,3849232839,Ritika Patel,6687206971,Kabir Mehta,56780.2,2024-03-04,11:59:28,3538941.31,134291.11,Home Loan,1784939.78
25,DEBIT,IMPS,3849232839,Ritika Patel,8086172302,Aditya Singh,107706.06,2024-03-05,08:34:43,4099557.68,134291.11,Home Loan,1784939.78
26,CREDIT,UPI,8380507338,Ritika Sharma,3849232839,Ritika Patel,90941.01,2024-03-06,16:04:18,7552964.75,134291.11,Home Loan,1784939.78
27,DEBIT,NEFT,3849232839,Ritika Patel,8507497883,Kavya Patel,6764.11,2024-03-19,04:57:27,5512215.59,134291.11,Home Loan,1784939.78
28,DEBIT,NEFT,3849232839,Ritika Patel,9703905715,Aisha Reddy,95143.18,2024-03-19,18:31:08,4523593.5,134291.11,Home Loan,1784939.78
29,DEBIT,NEFT,3849232839,Ritika Patel,5310195918,Meera Joshi,147655.74,2024-03-30,05:33:37,3899686.24,134291.11,Home Loan,1784939.78
30,DEBIT,NEFT,3849232839,Ritika Patel,8110054933,Ishaan Reddy,133355.62,2024-03-30,11:36:09,1163192.71,134291.11,Home Loan,1784939.78
31,DEBIT,NEFT,3849232839,Ritika Patel,7393195616,Vihaan Sharma,141832.6,2024-04-01,21:37:45,4818233.37,134291.11,Home Loan,1784939.78
32,CREDIT,UPI,1311570307,Aryan Joshi,3849232839,Ritika Patel,88438.2,2024-04-15,08:11:10,8470633.0,134291.11,Home Loan,1784939.78
33,DEBIT,RTGS,3849232839,Ritika Patel,2139027119,Rohan Kumar,13539.86,2024-04-24,23:56:47,3595721.51,134291.11,Home Loan,1784939.78
34,CREDIT,NEFT,3553440342,Neha Joshi,3849232839,Ritika Patel,9995.99,2024-05-10,12:16:25,7985396.1,134291.11,Home Loan,1784939.78
35,DEBIT,Bank Transfer,3849232839,Ritika Patel,5047709743,Vihaan Das,108680.8,2024-05-11,11:26:09,1627842.16,134291.11,Home Loan,1784939.78
36,CREDIT,UPI,2119980130,Rahul Kumar,3849232839,Ritika Patel,45799.93,2024-05-23,20:31:50,8342276.82,134291.11,Home Loan,1784939.78
37,DEBIT,IMPS,3849232839,Ritika Patel,2445662585,Vivaan Kapoor,81459.88,2024-05-25,16:56:25,8922616.62,134291.11,Home Loan,1784939.78
38,DEBIT,RTGS,3849232839,Ritika Patel,5310195918,Meera Joshi,54969.71,2024-05-26,17:50:54,5900880.47,134291.11,Home Loan,1784939.78
39,DEBIT,UPI,3849232839,Ritika Patel,6687206971,Kabir Mehta,49721.39,2024-05-27,23:08:12,7748538.24,134291.11,Home Loan,1784939.78
40,CREDIT,UPI,5067116918,Ritika Das,3849232839,Ritika Patel,67454.36,2024-05-31,09:03:08,5018237.07,134291.11,Home Loan,1784939.78
41,DEBIT,IMPS,3849232839,Ritika Patel,3783290795,Diya Nair,104348.34,2024-06-09,08:53:43,4207263.74,134291.11,Home Loan,1784939.78
42,DEBIT,UPI,3849232839,Ritika Patel,3392080953,Vivaan Das,132971.13,2024-06-30,04:57:44,7295115.34,134291.11,Home Loan,1784939.78
43,CREDIT,UPI,7609857128,Diya Singh,3849232839,Ritika Patel,18356.34,2024-07-05,09:04:15,3108631.08,134291.11,Home Loan,1784939.78
44,CREDIT,UPI,8047877267,Vihaan Joshi,3849232839,Ritika Patel,76174.16,2024-07-11,08:05:02,3718604.28,134291.11,Home Loan,1784939.78
45,CREDIT,UPI,8047877267,Vihaan Joshi,3849232839,Ritika Patel,67023.78,2024-07-12,21:51:52,3985867.21,134291.11,Home Loan,1784939.78
46,DEBIT,IMPS,3849232839,Ritika Patel,8380507338,Ritika Sharma,40131.68,2024-07-13,15:45:38,8317507.11,134291.11,Home Loan,1784939.78
47,DEBIT,UPI,3849232839,Ritika Patel,2986972437,Krishna Sharma,133500.23,2024-07-14,20:41:25,6486300.89,134291.11,Home Loan,1784939.78
48,CREDIT,RTGS,4733616459,Ishaan Reddy,3849232839,Ritika Patel,88209.12,2024-07-19,10:41:50,1110480.83,134291.11,Home Loan,1784939.78
49,CREDIT,IMPS,8110054933,Ishaan Reddy,3849232839,Ritika Patel,27186.33,2024-07-23,09:19:24,2940486.58,134291.11,Home Loan,1784939.78
50,DEBIT,Bank Transfer,3849232839,Ritika Patel,6464693977,Vihaan Joshi,31792.24,2024-07-23,13:21:08,4744755.23,134291.11,Home Loan,1784939.78
51,CREDIT,Bank Transfer,2119980130,Rahul Kumar,3849232839,Ritika Patel,37069.06,2024-07-25,18:14:58,8022465.16,134291.11,Home Loan,1784939.78
52,CREDIT,RTGS,2119980130,Rahul Kumar,3849232839,Ritika Patel,39917.98,2024-07-29,18:01:08,8382194.8,134291.11,Home Loan,1784939.78
53,CREDIT,UPI,8217611860,Meera Joshi,3849232839,Ritika Patel,66566.41,2024-07-30,09:53:09,3642430.12,134291.11,Home Loan,1784939.78
54,DEBIT,NEFT,3849232839,Ritika Patel,5284391408,Ishaan Iyer,117895.99,2024-08-01,12:20:13,2015378.86,134291.11,Home Loan,1784939.78
55,CREDIT,IMPS,9256195745,Ananya Mehta,3849232839,Ritika Patel,64282.24,2024-08-04,07:03:20,1621212.47,134291.11,Home Loan,1784939.78
56,CREDIT,RTGS,9680276057,Vivaan Reddy,3849232839,Ritika Patel,125057.38,2024-08-09,23:06:05,6069228.27,134291.11,Home Loan,1784939.78
57,DEBIT,UPI,3849232839,Ritika Patel,5310195918,Meera Joshi,85105.62,2024-08-15,14:12:41,8734941.45,134291.11,Home Loan,1784939.78
58,DEBIT,NEFT,3849232839,Ritika Patel,9256195745,Ananya Mehta,44398.11,2024-08-16,03:15:54,2133274.85,134291.11,Home Loan,1784939.78
59,CREDIT,UPI,3783290795,Diya Nair,3849232839,Ritika Patel,76945.16,2024-08-16,03:31:40,2400389.42,134291.11,Home Loan,1784939.78
60,CREDIT,IMPS,3746317213,Krishna Iyer,3849232839,Ritika Patel,102999.01,2024-08-23,16:47:34,573074.71,134291.11,Home Loan,1784939.78
