Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,NEFT,2119980130,Rahul Kumar,5067116918,Ritika Das,10479.46,2024-01-09,15:39:13,3577661.3,314183.86,Education Loan,821782.4
2,DEBIT,UPI,2119980130,Rahul Kumar,3783290795,Diya Nair,139892.92,2024-01-10,17:17:54,3665885.76,314183.86,Education Loan,821782.4
3,DEBIT,IMPS,2119980130,Rahul Kumar,6464693977,Vihaan Joshi,62050.59,2024-01-10,21:19:07,2966102.63,314183.86,Education Loan,821782.4
4,CREDIT,UPI,9292791081,Krishna Gupta,2119980130,Rahul Kumar,86052.31,2024-01-18,18:41:17,1016468.92,314183.86,Education Loan,821782.4
5,CREDIT,NEFT,2015242176,Rohan Gupta,2119980130,Rahul Kumar,70515.91,2024-01-31,03:11:00,7295247.09,314183.86,Education Loan,821782.4
6,CREDIT,RTGS,2986972437,Krishna Sharma,2119980130,Rahul Kumar,81882.82,2024-01-31,17:56:59,6744870.52,314183.86,Education Loan,821782.4
7,CREDIT,NEFT,3030106617,Aisha Singh,2119980130,Rahul Kumar,109848.98,2024-02-05,11:17:56,5977483.5,314183.86,Education Loan,821782.4
8,DEBIT,UPI,2119980130,Rahul Kumar,4713453204,Saanvi Das,52302.31,2024-02-07,07:54:05,-910507.09,314183.86,Education Loan,821782.4
9,DEBIT,NEFT,2119980130,Rahul Kumar,4733616459,Ishaan Reddy,104355.69,2024-02-16,10:40:08,8096341.05,314183.86,Education Loan,821782.4
10,DEBIT,NEFT,2119980130,Rahul Kumar,3392080953,Vivaan Das,129424.39,2024-02-20,18:54:44,1690296.01,314183.86,Education Loan,821782.4
11,DEBIT,NEFT,2119980130,Rahul Kumar,4745927824,Kabir Reddy,118888.89,2024-02-24,16:03:35,4999886.72,314183.86,Education Loan,821782.4
12,DEBIT,UPI,2119980130,Rahul Kumar,5047709743,Vihaan Das,40443.15,2024-02-28,13:12:19,5679073.4,314183.86,Education Loan,821782.4
13,CREDIT,Bank Transfer,7609857128,Diya Singh,2119980130,Rahul Kumar,55108.81,2024-02-28,19:42:38,3069904.81,314183.86,Education Loan,821782.4
14,DEBIT,UPI,2119980130,Rahul Kumar,1540137296,Simran Gupta,102873.3,2024-02-29,12:30:59,7844296.24,314183.86,Education Loan,821782.4
15,DEBIT,IMPS,2119980130,Rahul Kumar,4733616459,Ishaan Reddy,119823.94,2024-03-03,19:37:48,-601424.2,314183.86,Education Loan,821782.4
16,CREDIT,UPI,8316648259,Aarav Iyer,2119980130,Rahul Kumar,20511.03,2024-03-09,02:51:07,-1263494.26,314183.86,Education Loan,821782.4
17,DEBIT,NEFT,2119980130,Rahul Kumar,7609857128,Diya Singh,26072.62,2024-03-10,01:47:53,-263040.69,314183.86,Education Loan,821782.4
18,DEBIT,IMPS,2119980130,Rahul Kumar,2139027119,Rohan Kumar,72688.94,2024-03-13,20:10:47,5844486.93,314183.86,Education Loan,821782.4
19,DEBIT,IMPS,2119980130,Rahul Kumar,6488854841,Vihaan Kapoor,21863.09,2024-03-16,05:05:47,-1208764.8,314183.86,Education Loan,821782.4
20,DEBIT,Bank Transfer,2119980130,Rahul Kumar,8086172302,Aditya Singh,59630.04,2024-03-25,08:06:03,-236968.07,314183.86,Education Loan,821782.4
21,CREDIT,RTGS,3553440342,Neha Joshi,2119980130,Rahul Kumar,84021.33,2024-03-26,02:04:03,8437081.71,314183.86,Education Loan,821782.4
22,DEBIT,NEFT,2119980130,Rahul Kumar,4745927824,Kabir Reddy,64279.95,2024-03-31,16:09:35,4434027.48,314183.86,Education Loan,821782.4
23,CREDIT,UPI,8316648259,Aarav Iyer,2119980130,Rahul Kumar,53665.92,2024-04-02,11:06:18,-1092025.72,314183.86,Education Loan,821782.4
