Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,UPI,2015242176,Rohan Gupta,8316648259,Aarav Iyer,16178.51,2024-01-01,10:05:37,225883.93,481358.42,Personal Loan,1809763.59
2,CREDIT,NEFT,2139027119,Rohan Kumar,2015242176,Rohan Gupta,107985.2,2024-01-01,15:49:24,-693409.53,481358.42,Personal Loan,1809763.59
3,DEBIT,NEFT,2015242176,Rohan Gupta,5047709743,Vihaan Das,33577.66,2024-01-05,17:49:57,4477574.98,481358.42,Personal Loan,1809763.59
4,CREDIT,RTGS,6971815972,Ritika Iyer,2015242176,Rohan Gupta,72988.49,2024-01-09,20:13:54,-1790453.7,481358.42,Personal Loan,1809763.59
5,CREDIT,Bank Transfer,3783290795,Diya Nair,2015242176,Rohan Gupta,133087.07,2024-01-11,05:58:46,1827118.91,481358.42,Personal Loan,1809763.59
6,DEBIT,NEFT,2015242176,Rohan Gupta,8217611860,Meera Joshi,87452.6,2024-01-12,02:39:35,1679860.26,481358.42,Personal Loan,1809763.59
7,CREDIT,IMPS,2445662585,Vivaan Kapoor,2015242176,Rohan Gupta,8511.63,2024-01-15,16:19:40,1123386.06,481358.42,Personal Loan,1809763.59
8,CREDIT,IMPS,8047877267,Vihaan Joshi,2015242176,Rohan Gupta,741.46,2024-01-15,21:06:59,4116880.86,481358.42,Personal Loan,1809763.59
9,DEBIT,NEFT,2015242176,Rohan Gupta,8325785916,Ananya Mehta,122806.12,2024-01-17,22:54:14,3942767.36,481358.42,Personal Loan,1809763.59
10,DEBIT,NEFT,2015242176,Rohan Gupta,8316648259,Aarav Iyer,7599.2,2024-01-18,10:00:36,218284.73,481358.42,Personal Loan,1809763.59
11,CREDIT,NEFT,8316648259,Aarav Iyer,2015242176,Rohan Gupta,6389.45,2024-01-24,08:53:44,-400400.11,481358.42,Personal Loan,1809763.59
12,CREDIT,Bank Transfer,5141907136,Diya Iyer,2015242176,Rohan Gupta,16496.96,2024-01-28,00:22:36,4909846.13,481358.42,Personal Loan,1809763.59
13,DEBIT,NEFT,2015242176,Rohan Gupta,2119980130,Rahul Kumar,70515.91,2024-01-31,03:11:00,4862065.28,481358.42,Personal Loan,1809763.59
14,CREDIT,RTGS,5310195918,Meera Joshi,2015242176,Rohan Gupta,48872.49,2024-01-31,17:37:57,356675.36,481358.42,Personal Loan,1809763.59
15,DEBIT,NEFT,2015242176,Rohan Gupta,2445662585,Vivaan Kapoor,42068.8,2024-02-04,18:55:43,87255.37,481358.42,Personal Loan,1809763.59
16,DEBIT,NEFT,2015242176,Rohan Gupta,8047877267,Vihaan Joshi,32599.23,2024-02-06,23:47:43,586780.66,481358.42,Personal Loan,1809763.59
17,DEBIT,UPI,2015242176,Rohan Gupta,5047709743,Vihaan Das,8571.48,2024-02-07,15:10:51,2298717.68,481358.42,Personal Loan,1809763.59
18,DEBIT,NEFT,2015242176,Rohan Gupta,7609857128,Diya Singh,120310.96,2024-02-07,22:10:40,-975614.95,481358.42,Personal Loan,1809763.59
19,CREDIT,Bank Transfer,3181106786,Kabir Gupta,2015242176,Rohan Gupta,51508.25,2024-02-10,23:22:26,-1222670.95,481358.42,Personal Loan,1809763.59
20,DEBIT,UPI,2015242176,Rohan Gupta,2419179580,Ishaan Kapoor,101735.09,2024-02-16,10:40:57,-512966.59,481358.42,Personal Loan,1809763.59
21,DEBIT,RTGS,2015242176,Rohan Gupta,3849232839,Ritika Patel,111664.65,2024-02-17,04:11:10,-69237.27,481358.42,Personal Loan,1809763.59
22,DEBIT,NEFT,2015242176,Rohan Gupta,8110054933,Ishaan Reddy,49058.91,2024-02-23,15:31:13,3271104.34,481358.42,Personal Loan,1809763.59
23,DEBIT,IMPS,2015242176,Rohan Gupta,2445662585,Vivaan Kapoor,6115.49,2024-02-25,22:23:08,1767312.86,481358.42,Personal Loan,1809763.59
24,CREDIT,UPI,9292791081,Krishna Gupta,2015242176,Rohan Gupta,125409.49,2024-03-02,02:37:53,1018122.45,481358.42,Personal Loan,1809763.59
25,DEBIT,Bank Transfer,2015242176,Rohan Gupta,5067116918,Ritika Das,84885.97,2024-03-02,04:14:51,3186218.37,481358.42,Personal Loan,1809763.59
26,DEBIT,RTGS,2015242176,Rohan Gupta,5284391408,Ishaan Iyer,27806.32,2024-03-05,17:12:02,1036308.64,481358.42,Personal Loan,1809763.59
27,DEBIT,NEFT,2015242176,Rohan Gupta,5310195918,Meera Joshi,24725.0,2024-03-07,10:02:57,-1687757.71,481358.42,Personal Loan,1809763.59
28,DEBIT,UPI,2015242176,Rohan Gupta,8110054933,Ishaan Reddy,145938.78,2024-03-09,09:41:44,-723835.25,481358.42,Personal Loan,1809763.59
29,CREDIT,UPI,5047709743,Vihaan Das,2015242176,Rohan Gupta,136243.16,2024-03-11,16:48:20,3760212.6,481358.42,Personal Loan,1809763.59
30,CREDIT,IMPS,7609857128,Diya Singh,2015242176,Rohan Gupta,136086.11,2024-03-12,03:36:39,3106876.31,481358.42,Personal Loan,1809763.59
31,CREDIT,UPI,3783290795,Diya Nair,2015242176,Rohan Gupta,137693.5,2024-03-13,03:18:50,1694031.84,481358.42,Personal Loan,1809763.59
32,CREDIT,UPI,7393195616,Vihaan Sharma,2015242176,Rohan Gupta,1132.46,2024-03-18,13:57:37,2922.01,481358.42,Personal Loan,1809763.59
33,DEBIT,RTGS,2015242176,Rohan Gupta,3373077218,Vivaan Singh,21548.2,2024-04-01,16:28:18,4511152.64,481358.42,Personal Loan,1809763.59
34,CREDIT,UPI,5141907136,Diya Iyer,2015242176,Rohan Gupta,103619.88,2024-04-04,13:12:11,5013466.01,481358.42,Personal Loan,1809763.59
35,CREDIT,IMPS,4713453204,Saanvi Das,2015242176,Rohan Gupta,99720.46,2024-04-05,01:45:17,892712.96,481358.42,Personal Loan,1809763.59
36,CREDIT,RTGS,9703905715,Aisha Reddy,2015242176,Rohan Gupta,75254.96,2024-04-06,02:49:07,986364.69,481358.42,Personal Loan,1809763.59
37,DEBIT,UPI,2015242176,Rohan Gupta,2119980130,Rahul Kumar,145567.56,2024-04-08,01:28:13,5355166.29,481358.42,Personal Loan,1809763.59
38,DEBIT,RTGS,2015242176,Rohan Gupta,9256195745,Ananya Mehta,61955.0,2024-04-18,02:00:03,2744193.21,481358.42,Personal Loan,1809763.59
39,CREDIT,Bank Transfer,7609857128,Diya Singh,2015242176,Rohan Gupta,65465.04,2024-04-18,21:30:20,2970790.2,481358.42,Personal Loan,1809763.59
40,CREDIT,RTGS,3030106617,Aisha Singh,2015242176,Rohan Gupta,129339.13,2024-04-19,07:25:12,5967361.79,481358.42,Personal Loan,1809763.59
41,CREDIT,RTGS,6488854841,Vihaan Kapoor,2015242176,Rohan Gupta,8146.18,2024-04-20,15:06:54,1556338.34,481358.42,Personal Loan,1809763.59
42,CREDIT,RTGS,3746317213,Krishna Iyer,2015242176,Rohan Gupta,91729.97,2024-04-23,03:13:59,300872.86,481358.42,Personal Loan,1809763.59
43,CREDIT,NEFT,7114223633,Saanvi Das,2015242176,Rohan Gupta,20229.28,2024-04-24,22:30:03,6095925.5,481358.42,Personal Loan,1809763.59
44,CREDIT,NEFT,8047877267,Vihaan Joshi,2015242176,Rohan Gupta,32296.18,2024-05-01,06:45:39,4030137.84,481358.42,Personal Loan,1809763.59
45,CREDIT,Bank Transfer,7609857128,Diya Singh,2015242176,Rohan Gupta,94636.36,2024-05-01,07:06:17,2793377.19,481358.42,Personal Loan,1809763.59
46,CREDIT,IMPS,7609857128,Diya Singh,2015242176,Rohan Gupta,144264.49,2024-05-04,08:58:08,2698740.83,481358.42,Personal Loan,1809763.59
47,CREDIT,Bank Transfer,5310195918,Meera Joshi,2015242176,Rohan Gupta,61185.61,2024-05-09,09:42:56,307802.87,481358.42,Personal Loan,1809763.59
48,DEBIT,IMPS,2015242176,Rohan Gupta,8110054933,Ishaan Reddy,2250.17,2024-05-13,17:51:51,-71487.44,481358.42,Personal Loan,1809763.59
49,CREDIT,RTGS,3392080953,Vivaan Das,2015242176,Rohan Gupta,80996.25,2024-05-19,02:48:57,2172876.5,481358.42,Personal Loan,1809763.59
50,CREDIT,UPI,6971815972,Ritika Iyer,2015242176,Rohan Gupta,37898.24,2024-05-22,23:49:46,-1868690.08,481358.42,Personal Loan,1809763.59
