Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,8325785916,Ananya Mehta,20145.49,2024-01-04,04:20:12,3469228.79,111873.88,Car Loan,1113901.06
2,CREDIT,NEFT,6488854841,Vihaan Kapoor,8325785916,Ananya Mehta,102892.43,2024-01-15,10:53:55,1402554.74,111873.88,Car Loan,1113901.06
3,DEBIT,NEFT,8325785916,Ananya Mehta,3181106786,Kabir Gupta,71335.15,2024-01-15,23:30:18,3634665.02,111873.88,Car Loan,1113901.06
4,CREDIT,NEFT,2015242176,Rohan Gupta,8325785916,Ananya Mehta,122806.12,2024-01-17,22:54:14,6277473.37,111873.88,Car Loan,1113901.06
5,CREDIT,IMPS,7609857128,Diya Singh,8325785916,Ananya Mehta,97353.08,2024-01-23,07:34:25,2592977.64,111873.88,Car Loan,1113901.06
6,DEBIT,UPI,8325785916,Ananya Mehta,9292791081,Krishna Gupta,72029.87,2024-01-31,07:13:27,6723372.62,111873.88,Car Loan,1113901.06
7,CREDIT,UPI,5310195918,Meera Joshi,8325785916,Ananya Mehta,29954.46,2024-01-31,22:00:54,8687711.02,111873.88,Car Loan,1113901.06
8,CREDIT,IMPS,4272602734,Kavya Mehta,8325785916,Ananya Mehta,90544.25,2024-02-11,16:36:43,3633251.43,111873.88,Car Loan,1113901.06
9,CREDIT,Bank Transfer,2139027119,Rohan Kumar,8325785916,Ananya Mehta,43443.91,2024-02-13,21:25:16,7691736.94,111873.88,Car Loan,1113901.06
10,DEBIT,UPI,8325785916,Ananya Mehta,4733616459,Ishaan Reddy,91477.75,2024-02-15,00:56:33,2622664.67,111873.88,Car Loan,1113901.06
11,DEBIT,IMPS,8325785916,Ananya Mehta,8110054933,Ishaan Reddy,108945.31,2024-02-16,02:44:01,801439.73,111873.88,Car Loan,1113901.06
12,DEBIT,IMPS,8325785916,Ananya Mehta,6488854841,Vihaan Kapoor,125370.57,2024-02-18,18:38:27,7920330.71,111873.88,Car Loan,1113901.06
13,DEBIT,RTGS,8325785916,Ananya Mehta,6649827836,Saanvi Reddy,45202.43,2024-02-29,23:50:03,6219793.42,111873.88,Car Loan,1113901.06
14,DEBIT,RTGS,8325785916,Ananya Mehta,8047877267,Vihaan Joshi,19815.85,2024-03-08,05:04:05,6441575.04,111873.88,Car Loan,1113901.06
15,CREDIT,RTGS,6649827836,Saanvi Reddy,8325785916,Ananya Mehta,33197.5,2024-03-19,11:30:54,2146868.7,111873.88,Car Loan,1113901.06
16,DEBIT,Bank Transfer,8325785916,Ananya Mehta,7114223633,Saanvi Das,67378.94,2024-03-21,10:44:01,6795402.49,111873.88,Car Loan,1113901.06
17,DEBIT,Bank Transfer,8325785916,Ananya Mehta,2445662585,Vivaan Kapoor,8305.4,2024-03-22,03:06:19,4593632.06,111873.88,Car Loan,1113901.06
18,CREDIT,RTGS,8110054933,Ishaan Reddy,8325785916,Ananya Mehta,92732.92,2024-03-23,11:09:41,2239601.62,111873.88,Car Loan,1113901.06
19,DEBIT,UPI,8325785916,Ananya Mehta,1298737106,Krishna Gupta,25017.0,2024-03-28,13:07:35,5374637.27,111873.88,Car Loan,1113901.06
20,DEBIT,UPI,8325785916,Ananya Mehta,2419179580,Ishaan Kapoor,60092.19,2024-04-05,01:56:44,7839221.33,111873.88,Car Loan,1113901.06
21,DEBIT,NEFT,8325785916,Ananya Mehta,1311570307,Aryan Joshi,121379.92,2024-04-11,10:43:28,2955536.8,111873.88,Car Loan,1113901.06
22,CREDIT,NEFT,3553440342,Neha Joshi,8325785916,Ananya Mehta,139879.53,2024-04-13,18:15:53,7256093.75,111873.88,Car Loan,1113901.06
23,DEBIT,RTGS,8325785916,Ananya Mehta,9256195745,Ananya Mehta,139584.69,2024-04-15,14:49:50,5197606.97,111873.88,Car Loan,1113901.06
24,CREDIT,IMPS,9256195745,Ananya Mehta,8325785916,Ananya Mehta,19913.06,2024-04-20,00:40:14,977621.29,111873.88,Car Loan,1113901.06
25,DEBIT,RTGS,8325785916,Ananya Mehta,4733616459,Ishaan Reddy,26954.6,2024-04-21,00:06:50,1809397.96,111873.88,Car Loan,1113901.06
26,CREDIT,IMPS,8086172302,Aditya Singh,8325785916,Ananya Mehta,25123.65,2024-04-23,10:11:08,5117741.58,111873.88,Car Loan,1113901.06
27,DEBIT,IMPS,8325785916,Ananya Mehta,7393195616,Vihaan Sharma,134589.38,2024-04-24,22:07:31,1587195.91,111873.88,Car Loan,1113901.06
28,CREDIT,IMPS,8047877267,Vihaan Joshi,8325785916,Ananya Mehta,63630.66,2024-04-25,15:20:16,3532859.45,111873.88,Car Loan,1113901.06
29,DEBIT,RTGS,8325785916,Ananya Mehta,6971815972,Ritika Iyer,55299.68,2024-05-10,12:59:31,4601937.46,111873.88,Car Loan,1113901.06
30,CREDIT,Bank Transfer,9680276057,Vivaan Reddy,8325785916,Ananya Mehta,28232.4,2024-05-25,18:54:04,5145973.98,111873.88,Car Loan,1113901.06
31,CREDIT,RTGS,3181106786,Kabir Gupta,8325785916,Ananya Mehta,28644.26,2024-06-01,15:25:14,7106890.86,111873.88,Car Loan,1113901.06
32,DEBIT,NEFT,8325785916,Ananya Mehta,8047877267,Vihaan Joshi,138823.54,2024-06-02,14:34:14,1121568.78,111873.88,Car Loan,1113901.06
33,CREDIT,UPI,5067116918,Ritika Das,8325785916,Ananya Mehta,93094.44,2024-06-03,03:22:42,4988481.24,111873.88,Car Loan,1113901.06
34,CREDIT,IMPS,3392080953,Vivaan Das,8325785916,Ananya Mehta,142391.85,2024-06-04,18:39:28,1767138.05,111873.88,Car Loan,1113901.06
35,CREDIT,IMPS,6649827836,Saanvi Reddy,8325785916,Ananya Mehta,99819.83,2024-06-10,17:13:07,2113671.2,111873.88,Car Loan,1113901.06
36,CREDIT,UPI,5047709743,Vihaan Das,8325785916,Ananya Mehta,131066.98,2024-06-10,18:41:45,3309421.06,111873.88,Car Loan,1113901.06
37,DEBIT,UPI,8325785916,Ananya Mehta,2419179580,Ishaan Kapoor,147308.18,2024-06-11,19:38:35,910385.04,111873.88,Car Loan,1113901.06
38,DEBIT,NEFT,8325785916,Ananya Mehta,1298737106,Krishna Gupta,76831.42,2024-06-15,19:24:50,3382129.27,111873.88,Car Loan,1113901.06
39,CREDIT,RTGS,2139027119,Rohan Kumar,8325785916,Ananya Mehta,43449.65,2024-06-17,09:23:46,7735186.59,111873.88,Car Loan,1113901.06
40,CREDIT,NEFT,2119980130,Rahul Kumar,8325785916,Ananya Mehta,129652.4,2024-06-18,11:43:04,7495218.7,111873.88,Car Loan,1113901.06
41,CREDIT,Bank Transfer,4733616459,Ishaan Reddy,8325785916,Ananya Mehta,40816.06,2024-06-18,16:15:43,648158.05,111873.88,Car Loan,1113901.06
42,CREDIT,Bank Transfer,9292791081,Krishna Gupta,8325785916,Ananya Mehta,139772.45,2024-06-19,01:00:50,1168164.53,111873.88,Car Loan,1113901.06
43,DEBIT,Bank Transfer,8325785916,Ananya Mehta,3783290795,Diya Nair,141822.63,2024-06-21,16:24:54,1836352.56,111873.88,Car Loan,1113901.06
44,CREDIT,NEFT,5067116918,Ritika Das,8325785916,Ananya Mehta,111218.59,2024-06-26,14:23:54,4747854.55,111873.88,Car Loan,1113901.06
45,CREDIT,RTGS,5736462531,Ishaan Reddy,8325785916,Ananya Mehta,49869.13,2024-06-29,12:04:37,735614.58,111873.88,Car Loan,1113901.06
46,CREDIT,UPI,8316648259,Aarav Iyer,8325785916,Ananya Mehta,134599.64,2024-07-03,02:39:08,7959032.0,111873.88,Car Loan,1113901.06
47,CREDIT,Bank Transfer,3746317213,Krishna Iyer,8325785916,Ananya Mehta,115894.88,2024-07-07,01:15:35,442278.01,111873.88,Car Loan,1113901.06
48,DEBIT,UPI,8325785916,Ananya Mehta,8086172302,Aditya Singh,133294.48,2024-07-09,21:07:16,6502171.25,111873.88,Car Loan,1113901.06
49,DEBIT,UPI,8325785916,Ananya Mehta,3392080953,Vivaan Das,118130.88,2024-07-14,19:20:10,6101662.54,111873.88,Car Loan,1113901.06
50,CREDIT,UPI,8316648259,Aarav Iyer,8325785916,Ananya Mehta,89245.77,2024-07-15,12:25:06,7824432.36,111873.88,Car Loan,1113901.06
51,CREDIT,UPI,8047877267,Vihaan Joshi,8325785916,Ananya Mehta,9847.73,2024-07-17,02:52:44,3542707.18,111873.88,Car Loan,1113901.06
52,DEBIT,IMPS,8325785916,Ananya Mehta,4713453204,Saanvi Das,37445.61,2024-07-17,09:57:46,5337191.66,111873.88,Car Loan,1113901.06
53,CREDIT,IMPS,4700855390,Rohan Nair,8325785916,Ananya Mehta,115092.28,2024-07-19,05:18:07,5802173.56,111873.88,Car Loan,1113901.06
54,CREDIT,Bank Transfer,1540137296,Simran Gupta,8325785916,Ananya Mehta,25633.76,2024-08-02,00:11:20,5014115.0,111873.88,Car Loan,1113901.06
55,CREDIT,IMPS,5736462531,Ishaan Reddy,8325785916,Ananya Mehta,76098.64,2024-08-02,00:32:28,685745.45,111873.88,Car Loan,1113901.06
56,DEBIT,NEFT,8325785916,Ananya Mehta,5310195918,Meera Joshi,126270.55,2024-08-05,09:27:25,4718208.56,111873.88,Car Loan,1113901.06
57,DEBIT,RTGS,8325785916,Ananya Mehta,5047709743,Vihaan Das,138478.04,2024-08-10,10:22:31,5059128.93,111873.88,Car Loan,1113901.06
58,CREDIT,Bank Transfer,5141907136,Diya Iyer,8325785916,Ananya Mehta,30839.16,2024-08-11,22:22:20,5092617.93,111873.88,Car Loan,1113901.06
59,CREDIT,IMPS,1854316681,Aarav Mehta,8325785916,Ananya Mehta,72418.01,2024-08-12,23:23:18,4283544.17,111873.88,Car Loan,1113901.06
60,CREDIT,NEFT,1854316681,Aarav Mehta,8325785916,Ananya Mehta,99884.78,2024-08-17,17:31:32,3859547.87,111873.88,Car Loan,1113901.06
