Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,NEFT,4745927824,Kabir Reddy,4700855390,Rohan Nair,43063.01,2024-01-01,03:11:05,-1483263.06,222433.72,Personal Loan,731833.93
2,CREDIT,NEFT,3342331444,Kavya Mehta,4745927824,Kabir Reddy,22218.37,2024-01-05,09:43:01,452929.06,222433.72,Personal Loan,731833.93
3,DEBIT,UPI,4745927824,Kabir Reddy,3181106786,Kabir Gupta,19843.12,2024-01-07,16:49:54,-262036.78,222433.72,Personal Loan,731833.93
4,DEBIT,RTGS,4745927824,Kabir Reddy,2445662585,Vivaan Kapoor,138458.45,2024-01-08,23:34:06,-1816379.78,222433.72,Personal Loan,731833.93
5,DEBIT,RTGS,4745927824,Kabir Reddy,8380507338,Ritika Sharma,129018.86,2024-01-09,16:03:06,5530580.56,222433.72,Personal Loan,731833.93
6,DEBIT,Bank Transfer,4745927824,Kabir Reddy,2986972437,Krishna Sharma,13656.51,2024-01-10,10:31:20,6645374.89,222433.72,Personal Loan,731833.93
7,DEBIT,NEFT,4745927824,Kabir Reddy,3746317213,Krishna Iyer,12275.33,2024-01-18,00:19:15,3750707.32,222433.72,Personal Loan,731833.93
8,DEBIT,RTGS,4745927824,Kabir Reddy,5310195918,Meera Joshi,134457.4,2024-01-24,00:54:13,6879252.82,222433.72,Personal Loan,731833.93
9,DEBIT,Bank Transfer,4745927824,Kabir Reddy,2419179580,Ishaan Kapoor,58847.78,2024-01-25,03:58:09,3960821.93,222433.72,Personal Loan,731833.93
10,CREDIT,IMPS,2445662585,Vivaan Kapoor,4745927824,Kabir Reddy,140442.07,2024-01-25,07:19:03,1206353.54,222433.72,Personal Loan,731833.93
11,DEBIT,Bank Transfer,4745927824,Kabir Reddy,4272602734,Kavya Mehta,116437.62,2024-01-26,01:55:03,7693907.48,222433.72,Personal Loan,731833.93
12,DEBIT,IMPS,4745927824,Kabir Reddy,9703905715,Aisha Reddy,79604.53,2024-01-27,00:13:38,3881217.4,222433.72,Personal Loan,731833.93
13,DEBIT,UPI,4745927824,Kabir Reddy,6687206971,Kabir Mehta,103094.47,2024-01-30,22:43:27,6260848.98,222433.72,Personal Loan,731833.93
14,CREDIT,UPI,5284391408,Ishaan Iyer,4745927824,Kabir Reddy,41761.28,2024-02-05,00:40:28,2578970.92,222433.72,Personal Loan,731833.93
15,CREDIT,IMPS,3849232839,Ritika Patel,4745927824,Kabir Reddy,10748.55,2024-02-05,14:26:09,6861677.84,222433.72,Personal Loan,731833.93
16,CREDIT,UPI,3181106786,Kabir Gupta,4745927824,Kabir Reddy,99765.83,2024-02-07,14:30:36,5782052.04,222433.72,Personal Loan,731833.93
17,DEBIT,UPI,4745927824,Kabir Reddy,3783290795,Diya Nair,60427.4,2024-02-15,13:32:15,930571.46,222433.72,Personal Loan,731833.93
18,CREDIT,RTGS,4733616459,Ishaan Reddy,4745927824,Kabir Reddy,85863.37,2024-02-17,01:08:24,847959.96,222433.72,Personal Loan,731833.93
19,CREDIT,NEFT,2119980130,Rahul Kumar,4745927824,Kabir Reddy,118888.89,2024-02-24,16:03:35,6171757.57,222433.72,Personal Loan,731833.93
20,CREDIT,RTGS,8507497883,Kavya Patel,4745927824,Kabir Reddy,142477.56,2024-03-02,05:52:45,5680122.44,222433.72,Personal Loan,731833.93
21,CREDIT,RTGS,1540137296,Simran Gupta,4745927824,Kabir Reddy,47044.88,2024-03-14,03:00:00,3892665.84,222433.72,Personal Loan,731833.93
22,DEBIT,RTGS,4745927824,Kabir Reddy,2445662585,Vivaan Kapoor,43509.97,2024-03-18,03:50:40,887061.49,222433.72,Personal Loan,731833.93
23,CREDIT,NEFT,1540137296,Simran Gupta,4745927824,Kabir Reddy,39145.91,2024-03-21,09:20:15,3845620.96,222433.72,Personal Loan,731833.93
24,DEBIT,UPI,4745927824,Kabir Reddy,9292791081,Krishna Gupta,113817.66,2024-03-21,11:25:55,5342991.54,222433.72,Personal Loan,731833.93
25,DEBIT,IMPS,4745927824,Kabir Reddy,8316648259,Aarav Iyer,18095.03,2024-03-29,06:21:01,3863122.37,222433.72,Personal Loan,731833.93
26,CREDIT,NEFT,2119980130,Rahul Kumar,4745927824,Kabir Reddy,64279.95,2024-03-31,16:09:35,6236037.52,222433.72,Personal Loan,731833.93
27,DEBIT,IMPS,4745927824,Kabir Reddy,4700855390,Rohan Nair,60819.85,2024-04-01,08:10:37,3210517.58,222433.72,Personal Loan,731833.93
28,CREDIT,RTGS,8047877267,Vihaan Joshi,4745927824,Kabir Reddy,24732.27,2024-04-05,11:42:19,3237526.42,222433.72,Personal Loan,731833.93
29,DEBIT,RTGS,4745927824,Kabir Reddy,8507497883,Kavya Patel,96129.22,2024-04-11,21:22:19,4929145.94,222433.72,Personal Loan,731833.93
30,DEBIT,NEFT,4745927824,Kabir Reddy,2419179580,Ishaan Kapoor,22104.44,2024-04-14,14:34:17,864957.05,222433.72,Personal Loan,731833.93
31,CREDIT,Bank Transfer,1311570307,Aryan Joshi,4745927824,Kabir Reddy,141227.34,2024-04-15,13:09:43,6606189.07,222433.72,Personal Loan,731833.93
32,CREDIT,NEFT,1540137296,Simran Gupta,4745927824,Kabir Reddy,60090.72,2024-04-16,15:03:32,3952756.56,222433.72,Personal Loan,731833.93
33,DEBIT,IMPS,4745927824,Kabir Reddy,1854316681,Aarav Mehta,109690.27,2024-04-19,20:31:10,657422.5,222433.72,Personal Loan,731833.93
34,DEBIT,Bank Transfer,4745927824,Kabir Reddy,3392080953,Vivaan Das,104281.97,2024-04-20,06:25:30,-1228880.52,222433.72,Personal Loan,731833.93
35,DEBIT,RTGS,4745927824,Kabir Reddy,3030106617,Aisha Singh,48270.78,2024-04-20,17:58:29,-1864650.56,222433.72,Personal Loan,731833.93
36,DEBIT,RTGS,4745927824,Kabir Reddy,9680276057,Vivaan Reddy,62601.24,2024-04-22,21:23:17,1595957.12,222433.72,Personal Loan,731833.93
37,DEBIT,RTGS,4745927824,Kabir Reddy,7609857128,Diya Singh,96390.3,2024-04-23,19:52:28,-1028806.03,222433.72,Personal Loan,731833.93
38,DEBIT,RTGS,4745927824,Kabir Reddy,4733616459,Ishaan Reddy,104636.47,2024-04-27,01:03:12,5740462.12,222433.72,Personal Loan,731833.93
39,DEBIT,IMPS,4745927824,Kabir Reddy,8507497883,Kavya Patel,111930.75,2024-05-11,11:31:32,990998.86,222433.72,Personal Loan,731833.93
40,CREDIT,UPI,5047709743,Vihaan Das,4745927824,Kabir Reddy,129840.78,2024-05-18,13:10:52,3081124.87,222433.72,Personal Loan,731833.93
41,CREDIT,RTGS,1854316681,Aarav Mehta,4745927824,Kabir Reddy,103800.05,2024-05-19,04:56:44,3507972.69,222433.72,Personal Loan,731833.93
42,DEBIT,IMPS,4745927824,Kabir Reddy,3030106617,Aisha Singh,89540.95,2024-05-19,20:22:00,3422913.8,222433.72,Personal Loan,731833.93
43,CREDIT,UPI,6687206971,Kabir Mehta,4745927824,Kabir Reddy,46979.26,2024-05-20,00:41:05,3554951.95,222433.72,Personal Loan,731833.93
44,CREDIT,NEFT,5047709743,Vihaan Das,4745927824,Kabir Reddy,74766.81,2024-05-26,11:57:12,2951284.09,222433.72,Personal Loan,731833.93
45,DEBIT,NEFT,4745927824,Kabir Reddy,5736462531,Ishaan Reddy,110517.25,2024-05-28,06:07:08,-2339597.24,222433.72,Personal Loan,731833.93
46,CREDIT,UPI,5736462531,Ishaan Reddy,4745927824,Kabir Reddy,2841.15,2024-06-01,18:21:55,7366529.51,222433.72,Personal Loan,731833.93
47,CREDIT,NEFT,6488854841,Vihaan Kapoor,4745927824,Kabir Reddy,76804.63,2024-06-06,08:22:57,1672016.56,222433.72,Personal Loan,731833.93
48,DEBIT,Bank Transfer,4745927824,Kabir Reddy,7114223633,Saanvi Das,91333.82,2024-06-07,22:12:11,130847.94,222433.72,Personal Loan,731833.93
49,DEBIT,Bank Transfer,4745927824,Kabir Reddy,7114223633,Saanvi Das,140565.18,2024-06-23,12:05:16,4148470.79,222433.72,Personal Loan,731833.93
50,DEBIT,RTGS,4745927824,Kabir Reddy,3783290795,Diya Nair,20935.94,2024-07-02,05:25:44,7252025.9,222433.72,Personal Loan,731833.93
51,CREDIT,NEFT,2015242176,Rohan Gupta,4745927824,Kabir Reddy,5345.41,2024-07-05,12:46:37,4973172.45,222433.72,Personal Loan,731833.93
52,DEBIT,IMPS,4745927824,Kabir Reddy,3392080953,Vivaan Das,149859.5,2024-07-16,13:21:27,2190837.85,222433.72,Personal Loan,731833.93
53,CREDIT,RTGS,5310195918,Meera Joshi,4745927824,Kabir Reddy,11351.55,2024-07-16,23:08:44,7013224.04,222433.72,Personal Loan,731833.93
54,DEBIT,UPI,4745927824,Kabir Reddy,3030106617,Aisha Singh,84594.96,2024-07-19,02:25:02,1658558.36,222433.72,Personal Loan,731833.93
55,DEBIT,NEFT,4745927824,Kabir Reddy,1854316681,Aarav Mehta,87837.55,2024-07-19,22:26:03,1980796.21,222433.72,Personal Loan,731833.93
56,CREDIT,IMPS,8110054933,Ishaan Reddy,4745927824,Kabir Reddy,28271.25,2024-07-23,08:23:09,2200675.19,222433.72,Personal Loan,731833.93
57,DEBIT,NEFT,4745927824,Kabir Reddy,6649827836,Saanvi Reddy,111368.2,2024-07-29,09:16:58,384731.37,222433.72,Personal Loan,731833.93
58,CREDIT,NEFT,6971815972,Ritika Iyer,4745927824,Kabir Reddy,91996.75,2024-08-04,08:38:52,5413978.71,222433.72,Personal Loan,731833.93
59,DEBIT,NEFT,4745927824,Kabir Reddy,7393195616,Vihaan Sharma,139573.92,2024-08-09,12:40:08,3611133.4,222433.72,Personal Loan,731833.93
60,CREDIT,IMPS,9703905715,Aisha Reddy,4745927824,Kabir Reddy,52471.35,2024-08-17,10:16:34,505400.41,222433.72,Personal Loan,731833.93
61,CREDIT,IMPS,4733616459,Ishaan Reddy,4745927824,Kabir Reddy,126190.95,2024-08-17,13:28:39,974150.91,222433.72,Personal Loan,731833.93
62,DEBIT,UPI,4745927824,Kabir Reddy,3746317213,Krishna Iyer,49493.03,2024-08-23,02:03:12,335238.34,222433.72,Personal Loan,731833.93
63,CREDIT,IMPS,7114223633,Saanvi Das,4745927824,Kabir Reddy,109894.11,2024-08-23,18:29:31,4521187.86,222433.72,Personal Loan,731833.93
64,DEBIT,Bank Transfer,4745927824,Kabir Reddy,2119980130,Rahul Kumar,74406.35,2024-08-24,14:22:10,565196.65,222433.72,Personal Loan,731833.93
65,DEBIT,RTGS,4745927824,Kabir Reddy,6971815972,Ritika Iyer,18087.71,2024-08-27,02:29:45,6707527.84,222433.72,Personal Loan,731833.93
66,DEBIT,Bank Transfer,4745927824,Kabir Reddy,5141907136,Diya Iyer,56605.61,2024-08-27,17:27:50,1451798.82,222433.72,Personal Loan,731833.93
67,CREDIT,IMPS,5736462531,Ishaan Reddy,4745927824,Kabir Reddy,92373.86,2024-08-28,04:58:36,7571310.7,222433.72,Personal Loan,731833.93
68,DEBIT,RTGS,4745927824,Kabir Reddy,6488854841,Vihaan Kapoor,71445.5,2024-08-30,10:55:55,5074856.97,222433.72,Personal Loan,731833.93
69,CREDIT,Bank Transfer,7114223633,Saanvi Das,4745927824,Kabir Reddy,16939.01,2024-09-02,19:00:54,4720567.23,222433.72,Personal Loan,731833.93
70,DEBIT,Bank Transfer,4745927824,Kabir Reddy,9292791081,Krishna Gupta,10552.25,2024-09-09,23:50:04,7013710.22,222433.72,Personal Loan,731833.93
71,DEBIT,NEFT,4745927824,Kabir Reddy,8047877267,Vihaan Joshi,18165.35,2024-09-10,18:45:20,-687049.05,222433.72,Personal Loan,731833.93
72,DEBIT,Bank Transfer,4745927824,Kabir Reddy,2015242176,Rohan Gupta,104291.97,2024-09-15,14:01:48,-1974156.52,222433.72,Personal Loan,731833.93
73,CREDIT,Bank Transfer,2119980130,Rahul Kumar,4745927824,Kabir Reddy,22467.38,2024-09-17,04:06:34,6346081.61,222433.72,Personal Loan,731833.93
74,DEBIT,Bank Transfer,4745927824,Kabir Reddy,3030106617,Aisha Singh,30732.11,2024-09-19,18:44:25,7495987.79,222433.72,Personal Loan,731833.93
75,DEBIT,RTGS,4745927824,Kabir Reddy,9680276057,Vivaan Reddy,128801.08,2024-09-23,09:37:45,4019669.71,222433.72,Personal Loan,731833.93
76,DEBIT,NEFT,4745927824,Kabir Reddy,2139027119,Rohan Kumar,141885.79,2024-09-27,01:43:07,4726883.69,222433.72,Personal Loan,731833.93
77,CREDIT,RTGS,6971815972,Ritika Iyer,4745927824,Kabir Reddy,111705.16,2024-10-01,09:18:12,5321981.96,222433.72,Personal Loan,731833.93
78,DEBIT,IMPS,4745927824,Kabir Reddy,2119980130,Rahul Kumar,87552.69,2024-10-01,20:04:56,1508404.43,222433.72,Personal Loan,731833.93
79,CREDIT,Bank Transfer,3783290795,Diya Nair,4745927824,Kabir Reddy,138182.23,2024-10-02,06:35:08,1810198.79,222433.72,Personal Loan,731833.93
80,DEBIT,Bank Transfer,4745927824,Kabir Reddy,7609857128,Diya Singh,141531.46,2024-10-02,10:38:46,6737721.36,222433.72,Personal Loan,731833.93
81,DEBIT,UPI,4745927824,Kabir Reddy,9292791081,Krishna Gupta,86382.25,2024-10-05,14:13:44,-1124598.55,222433.72,Personal Loan,731833.93
82,DEBIT,UPI,4745927824,Kabir Reddy,3342331444,Kavya Mehta,149083.2,2024-10-06,01:10:29,6057882.78,222433.72,Personal Loan,731833.93
83,DEBIT,IMPS,4745927824,Kabir Reddy,2139027119,Rohan Kumar,78712.78,2024-10-13,15:21:46,1743153.32,222433.72,Personal Loan,731833.93
84,DEBIT,UPI,4745927824,Kabir Reddy,3030106617,Aisha Singh,58674.05,2024-10-17,05:07:04,7024262.47,222433.72,Personal Loan,731833.93
85,CREDIT,NEFT,4713453204,Saanvi Das,4745927824,Kabir Reddy,1424.3,2024-10-25,00:45:46,7572735.0,222433.72,Personal Loan,731833.93
86,DEBIT,IMPS,4745927824,Kabir Reddy,7609857128,Diya Singh,77393.9,2024-10-27,09:35:18,-1306274.42,222433.72,Personal Loan,731833.93
87,DEBIT,RTGS,4745927824,Kabir Reddy,8217611860,Meera Joshi,144658.34,2024-10-28,15:13:32,-831707.39,222433.72,Personal Loan,731833.93
88,CREDIT,RTGS,8316648259,Aarav Iyer,4745927824,Kabir Reddy,84298.51,2024-10-29,08:58:43,6690487.58,222433.72,Personal Loan,731833.93
89,DEBIT,Bank Transfer,4745927824,Kabir Reddy,5047709743,Vihaan Das,14437.28,2024-11-06,21:50:13,1102929.61,222433.72,Personal Loan,731833.93
90,DEBIT,IMPS,4745927824,Kabir Reddy,8325785916,Ananya Mehta,48496.44,2024-11-13,00:24:44,6659031.4,222433.72,Personal Loan,731833.93
91,DEBIT,Bank Transfer,4745927824,Kabir Reddy,6687206971,Kabir Mehta,17819.5,2024-11-13,02:20:26,639603.0,222433.72,Personal Loan,731833.93
92,DEBIT,Bank Transfer,4745927824,Kabir Reddy,9703905715,Aisha Reddy,58142.9,2024-11-14,20:07:58,7526719.9,222433.72,Personal Loan,731833.93
93,CREDIT,IMPS,7114223633,Saanvi Das,4745927824,Kabir Reddy,66931.47,2024-11-29,16:48:08,4703628.22,222433.72,Personal Loan,731833.93
94,CREDIT,RTGS,2419179580,Ishaan Kapoor,4745927824,Kabir Reddy,31687.23,2024-12-05,01:07:59,4345763.81,222433.72,Personal Loan,731833.93
95,CREDIT,UPI,2986972437,Krishna Sharma,4745927824,Kabir Reddy,85086.52,2024-12-14,18:38:25,4837297.41,222433.72,Personal Loan,731833.93
96,CREDIT,Bank Transfer,3849232839,Ritika Patel,4745927824,Kabir Reddy,28365.82,2024-12-15,02:09:31,6890043.66,222433.72,Personal Loan,731833.93
97,DEBIT,NEFT,4745927824,Kabir Reddy,3030106617,Aisha Singh,129913.61,2024-12-16,06:58:32,-1677921.33,222433.72,Personal Loan,731833.93
98,DEBIT,UPI,4745927824,Kabir Reddy,4713453204,Saanvi Das,97844.28,2024-12-18,08:47:34,767112.77,222433.72,Personal Loan,731833.93
99,CREDIT,UPI,7609857128,Diya Singh,4745927824,Kabir Reddy,16608.92,2024-12-19,20:19:51,2537209.64,222433.72,Personal Loan,731833.93
100,CREDIT,RTGS,8086172302,Aditya Singh,4745927824,Kabir Reddy,146623.47,2024-12-24,16:13:45,4099380.03,222433.72,Personal Loan,731833.93
101,CREDIT,IMPS,3030106617,Aisha Singh,4745927824,Kabir Reddy,16395.88,2024-12-26,02:14:05,4411293.75,222433.72,Personal Loan,731833.93
102,DEBIT,NEFT,4745927824,Kabir Reddy,9256195745,Ananya Mehta,101218.31,2025-01-03,19:06:42,6363943.45,222433.72,Personal Loan,731833.93
103,DEBIT,UPI,4745927824,Kabir Reddy,2015242176,Rohan Gupta,98866.38,2025-01-17,03:43:38,-360903.16,222433.72,Personal Loan,731833.93
104,CREDIT,UPI,2445662585,Vivaan Kapoor,4745927824,Kabir Reddy,92830.52,2025-01-17,20:18:49,1299184.06,222433.72,Personal Loan,731833.93
105,CREDIT,UPI,6649827836,Saanvi Reddy,4745927824,Kabir Reddy,146248.33,2025-01-18,22:52:27,2068091.35,222433.72,Personal Loan,731833.93
106,DEBIT,IMPS,4745927824,Kabir Reddy,4713453204,Saanvi Das,90520.05,2025-01-20,04:11:03,1361278.77,222433.72,Personal Loan,731833.93
107,DEBIT,UPI,4745927824,Kabir Reddy,8217611860,Meera Joshi,68833.55,2025-01-21,06:07:15,3354080.25,222433.72,Personal Loan,731833.93
108,DEBIT,Bank Transfer,4745927824,Kabir Reddy,4700855390,Rohan Nair,149711.83,2025-01-21,10:48:21,2382236.49,222433.72,Personal Loan,731833.93
109,DEBIT,Bank Transfer,4745927824,Kabir Reddy,8110054933,Ishaan Reddy,7423.47,2025-01-25,15:25:55,1117366.89,222433.72,Personal Loan,731833.93
110,DEBIT,Bank Transfer,4745927824,Kabir Reddy,9680276057,Vivaan Reddy,97608.66,2025-01-27,09:31:35,5245382.88,222433.72,Personal Loan,731833.93
111,DEBIT,Bank Transfer,4745927824,Kabir Reddy,6687206971,Kabir Mehta,18300.57,2025-01-30,19:53:29,1124790.36,222433.72,Personal Loan,731833.93
112,DEBIT,UPI,4745927824,Kabir Reddy,9680276057,Vivaan Reddy,28968.59,2025-02-01,08:39:45,-2055257.39,222433.72,Personal Loan,731833.93
113,DEBIT,IMPS,4745927824,Kabir Reddy,3783290795,Diya Nair,112299.36,2025-02-02,13:42:30,1821866.1,222433.72,Personal Loan,731833.93
114,DEBIT,Bank Transfer,4745927824,Kabir Reddy,7609857128,Diya Singh,398.56,2025-02-05,12:13:09,6006421.43,222433.72,Personal Loan,731833.93
115,CREDIT,NEFT,5736462531,Ishaan Reddy,4745927824,Kabir Reddy,133691.7,2025-02-05,15:23:52,7363688.36,222433.72,Personal Loan,731833.93
116,DEBIT,NEFT,4745927824,Kabir Reddy,3030106617,Aisha Singh,29273.29,2025-02-14,23:36:31,3833849.08,222433.72,Personal Loan,731833.93
117,DEBIT,Bank Transfer,4745927824,Kabir Reddy,8110054933,Ishaan Reddy,82742.82,2025-02-17,14:53:49,3271337.43,222433.72,Personal Loan,731833.93
118,CREDIT,IMPS,5047709743,Vihaan Das,4745927824,Kabir Reddy,131669.28,2025-02-19,12:47:45,3212794.15,222433.72,Personal Loan,731833.93
119,DEBIT,NEFT,4745927824,Kabir Reddy,1311570307,Aryan Joshi,52132.28,2025-02-20,07:11:16,-2026288.8,222433.72,Personal Loan,731833.93
120,DEBIT,IMPS,4745927824,Kabir Reddy,3849232839,Ritika Patel,56598.08,2025-02-25,02:34:08,5473982.48,222433.72,Personal Loan,731833.93
121,DEBIT,IMPS,4745927824,Kabir Reddy,8507497883,Kavya Patel,24444.67,2025-02-25,20:16:51,5981976.76,222433.72,Personal Loan,731833.93
122,DEBIT,Bank Transfer,4745927824,Kabir Reddy,5047709743,Vihaan Das,131068.22,2025-02-26,12:02:50,2554064.16,222433.72,Personal Loan,731833.93
123,DEBIT,IMPS,4745927824,Kabir Reddy,3553440342,Neha Joshi,136878.17,2025-03-07,18:12:27,5845098.59,222433.72,Personal Loan,731833.93
124,DEBIT,UPI,4745927824,Kabir Reddy,8086172302,Aditya Singh,116854.78,2025-03-08,10:48:32,2685132.38,222433.72,Personal Loan,731833.93
125,CREDIT,RTGS,2015242176,Rohan Gupta,4745927824,Kabir Reddy,131468.74,2025-03-13,09:38:18,5104641.19,222433.72,Personal Loan,731833.93
126,CREDIT,RTGS,2419179580,Ishaan Kapoor,4745927824,Kabir Reddy,49134.06,2025-03-15,22:15:35,4394897.87,222433.72,Personal Loan,731833.93
127,CREDIT,NEFT,6687206971,Kabir Mehta,4745927824,Kabir Reddy,128685.14,2025-03-26,14:23:50,3683637.09,222433.72,Personal Loan,731833.93
128,DEBIT,UPI,4745927824,Kabir Reddy,3392080953,Vivaan Das,113678.58,2025-03-27,02:08:21,-631622.17,222433.72,Personal Loan,731833.93
129,DEBIT,IMPS,4745927824,Kabir Reddy,8047877267,Vihaan Joshi,25825.19,2025-03-29,12:11:24,6496178.16,222433.72,Personal Loan,731833.93
130,DEBIT,IMPS,4745927824,Kabir Reddy,3783290795,Diya Nair,137751.79,2025-04-01,03:50:27,3016195.08,222433.72,Personal Loan,731833.93
131,DEBIT,IMPS,4745927824,Kabir Reddy,2986972437,Krishna Sharma,6143.19,2025-04-08,08:18:39,-1312417.61,222433.72,Personal Loan,731833.93
