Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,Bank Transfer,7609857128,Diya Singh,3553440342,Neha Joshi,145188.14,2024-01-02,07:26:27,1595491.48,428433.83,None,0
2,DEBIT,UPI,7609857128,Diya Singh,6971815972,Ritika Iyer,22413.26,2024-01-02,08:20:52,-3230580.98,428433.83,None,0
3,CREDIT,Bank Transfer,5310195918,Meera Joshi,7609857128,Diya Singh,111031.68,2024-01-03,08:12:43,-1114035.31,428433.83,None,0
4,CREDIT,NEFT,5310195918,Meera Joshi,7609857128,Diya Singh,130957.93,2024-01-06,23:29:43,-921850.18,428433.83,None,0
5,DEBIT,UPI,7609857128,Diya Singh,3553440342,Neha Joshi,1685.64,2024-01-14,04:00:51,-2289740.56,428433.83,None,0
6,DEBIT,IMPS,7609857128,Diya Singh,8325785916,Ananya Mehta,97353.08,2024-01-23,07:34:25,-4654517.34,428433.83,None,0
7,DEBIT,IMPS,7609857128,Diya Singh,3746317213,Krishna Iyer,10854.72,2024-01-25,09:37:45,1362497.51,428433.83,None,0
8,CREDIT,IMPS,5047709743,Vihaan Das,7609857128,Diya Singh,16875.68,2024-01-25,16:14:41,-7225078.82,428433.83,None,0
9,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,7609857128,Diya Singh,127165.31,2024-02-05,21:52:58,-6869957.7,428433.83,None,0
10,CREDIT,UPI,3181106786,Kabir Gupta,7609857128,Diya Singh,143886.84,2024-02-06,03:20:54,-2884405.47,428433.83,None,0
11,DEBIT,Bank Transfer,7609857128,Diya Singh,8047877267,Vihaan Joshi,29042.62,2024-02-06,19:37:03,-2447476.11,428433.83,None,0
12,CREDIT,RTGS,8110054933,Ishaan Reddy,7609857128,Diya Singh,336.98,2024-02-07,06:17:33,1881725.85,428433.83,None,0
13,CREDIT,NEFT,6649827836,Saanvi Reddy,7609857128,Diya Singh,48178.68,2024-02-07,14:29:45,1772222.98,428433.83,None,0
14,CREDIT,UPI,5141907136,Diya Iyer,7609857128,Diya Singh,12994.14,2024-02-07,15:50:47,-5459285.7,428433.83,None,0
15,CREDIT,NEFT,2015242176,Rohan Gupta,7609857128,Diya Singh,120310.96,2024-02-07,22:10:40,-3684574.21,428433.83,None,0
16,DEBIT,Bank Transfer,7609857128,Diya Singh,3783290795,Diya Nair,5451.17,2024-02-09,09:39:39,-3967582.97,428433.83,None,0
17,CREDIT,IMPS,5067116918,Ritika Das,7609857128,Diya Singh,82798.54,2024-02-20,06:43:17,-5949409.15,428433.83,None,0
18,DEBIT,NEFT,7609857128,Diya Singh,8110054933,Ishaan Reddy,119925.86,2024-02-21,09:42:15,-679691.34,428433.83,None,0
19,CREDIT,IMPS,3849232839,Ritika Patel,7609857128,Diya Singh,142409.64,2024-02-23,22:59:43,-1543090.17,428433.83,None,0
20,CREDIT,UPI,8086172302,Aditya Singh,7609857128,Diya Singh,126230.51,2024-02-25,08:36:47,-5156643.46,428433.83,None,0
21,DEBIT,Bank Transfer,7609857128,Diya Singh,2119980130,Rahul Kumar,55108.81,2024-02-28,19:42:38,771253.46,428433.83,None,0
22,DEBIT,IMPS,7609857128,Diya Singh,5047709743,Vihaan Das,138858.76,2024-03-04,05:21:53,-5392761.24,428433.83,None,0
23,CREDIT,NEFT,4700855390,Rohan Nair,7609857128,Diya Singh,119128.69,2024-03-05,14:36:07,-4524365.3,428433.83,None,0
24,DEBIT,UPI,7609857128,Diya Singh,6971815972,Ritika Iyer,26530.94,2024-03-07,23:27:58,-6368138.94,428433.83,None,0
25,CREDIT,NEFT,2119980130,Rahul Kumar,7609857128,Diya Singh,26072.62,2024-03-10,01:47:53,-2302937.42,428433.83,None,0
26,DEBIT,IMPS,7609857128,Diya Singh,2015242176,Rohan Gupta,136086.11,2024-03-12,03:36:39,-4557164.26,428433.83,None,0
27,CREDIT,IMPS,3746317213,Krishna Iyer,7609857128,Diya Singh,22188.36,2024-03-12,18:58:20,398225.13,428433.83,None,0
28,DEBIT,NEFT,7609857128,Diya Singh,1311570307,Aryan Joshi,46943.71,2024-03-22,23:34:02,258098.79,428433.83,None,0
29,DEBIT,UPI,7609857128,Diya Singh,5310195918,Meera Joshi,45493.93,2024-03-26,17:48:23,-3567349.89,428433.83,None,0
30,CREDIT,Bank Transfer,3553440342,Neha Joshi,7609857128,Diya Singh,131236.88,2024-03-27,00:59:38,-2753168.59,428433.83,None,0
31,DEBIT,NEFT,7609857128,Diya Singh,3342331444,Kavya Mehta,5652.7,2024-03-28,01:51:41,-4092900.49,428433.83,None,0
32,CREDIT,IMPS,8086172302,Aditya Singh,7609857128,Diya Singh,51534.53,2024-03-30,23:30:27,-5282873.97,428433.83,None,0
33,DEBIT,NEFT,7609857128,Diya Singh,1540137296,Simran Gupta,19169.04,2024-04-02,15:58:38,-7190617.56,428433.83,None,0
34,DEBIT,NEFT,7609857128,Diya Singh,9680276057,Vivaan Reddy,58349.71,2024-04-03,07:08:55,-2901773.0,428433.83,None,0
35,DEBIT,NEFT,7609857128,Diya Singh,3783290795,Diya Nair,127890.53,2024-04-06,22:50:03,1740679.62,428433.83,None,0
36,DEBIT,Bank Transfer,7609857128,Diya Singh,5047709743,Vihaan Das,73435.96,2024-04-07,20:32:07,-4041018.93,428433.83,None,0
37,DEBIT,UPI,7609857128,Diya Singh,1311570307,Aryan Joshi,26099.8,2024-04-08,05:04:58,-5177078.97,428433.83,None,0
38,DEBIT,UPI,7609857128,Diya Singh,2986972437,Krishna Sharma,91722.76,2024-04-09,08:30:45,-4753828.8,428433.83,None,0
39,DEBIT,RTGS,7609857128,Diya Singh,8047877267,Vihaan Joshi,26771.63,2024-04-17,19:21:46,-2928544.63,428433.83,None,0
40,DEBIT,Bank Transfer,7609857128,Diya Singh,2015242176,Rohan Gupta,65465.04,2024-04-18,21:30:20,-3440918.11,428433.83,None,0
41,DEBIT,Bank Transfer,7609857128,Diya Singh,1298737106,Krishna Gupta,5325.65,2024-04-19,09:09:42,-3170503.33,428433.83,None,0
42,CREDIT,RTGS,4745927824,Kabir Reddy,7609857128,Diya Singh,96390.3,2024-04-23,19:52:28,369519.13,428433.83,None,0
43,CREDIT,IMPS,2986972437,Krishna Sharma,7609857128,Diya Singh,105025.06,2024-04-27,17:16:27,-4040193.04,428433.83,None,0
44,DEBIT,Bank Transfer,7609857128,Diya Singh,2015242176,Rohan Gupta,94636.36,2024-05-01,07:06:17,305042.5,428433.83,None,0
45,DEBIT,IMPS,7609857128,Diya Singh,2015242176,Rohan Gupta,144264.49,2024-05-04,08:58:08,521227.08,428433.83,None,0
46,DEBIT,UPI,7609857128,Diya Singh,3342331444,Kavya Mehta,131956.08,2024-05-05,09:33:25,-5643396.06,428433.83,None,0
47,DEBIT,IMPS,7609857128,Diya Singh,3342331444,Kavya Mehta,43093.67,2024-05-08,04:12:07,-282478.53,428433.83,None,0
