Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,Bank Transfer,3342331444,Kavya Mehta,8380507338,Ritika Sharma,123756.59,2024-01-02,18:54:53,-1347867.45,31782.68,Home Loan,476344.05
2,DEBIT,NEFT,3342331444,Kavya Mehta,8380507338,Ritika Sharma,40149.18,2024-01-04,23:38:23,-2464183.15,31782.68,Home Loan,476344.05
3,DEBIT,NEFT,3342331444,Kavya Mehta,4745927824,Kabir Reddy,22218.37,2024-01-05,09:43:01,-7511496.3,31782.68,Home Loan,476344.05
4,CREDIT,RTGS,1540137296,Simran Gupta,3342331444,Kavya Mehta,42827.03,2024-01-08,05:15:11,-5873985.8,31782.68,Home Loan,476344.05
5,CREDIT,NEFT,1311570307,Aryan Joshi,3342331444,Kavya Mehta,30763.83,2024-01-09,11:48:45,-2281151.91,31782.68,Home Loan,476344.05
6,CREDIT,Bank Transfer,6464693977,Vihaan Joshi,3342331444,Kavya Mehta,80369.42,2024-01-13,07:15:15,-2042912.17,31782.68,Home Loan,476344.05
7,DEBIT,Bank Transfer,3342331444,Kavya Mehta,7393195616,Vihaan Sharma,59431.28,2024-01-13,13:54:50,-4973599.18,31782.68,Home Loan,476344.05
8,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,3342331444,Kavya Mehta,66442.55,2024-01-16,10:54:53,-6810002.35,31782.68,Home Loan,476344.05
9,CREDIT,UPI,3181106786,Kabir Gupta,3342331444,Kavya Mehta,5062.61,2024-01-18,21:51:18,-3174379.35,31782.68,Home Loan,476344.05
10,CREDIT,NEFT,9256195745,Ananya Mehta,3342331444,Kavya Mehta,88145.79,2024-01-22,10:15:22,-9242678.99,31782.68,Home Loan,476344.05
11,DEBIT,NEFT,3342331444,Kavya Mehta,5310195918,Meera Joshi,125410.2,2024-02-02,05:26:47,-762165.07,31782.68,Home Loan,476344.05
12,DEBIT,UPI,3342331444,Kavya Mehta,9256195745,Ananya Mehta,99449.03,2024-02-03,04:15:49,-7320305.65,31782.68,Home Loan,476344.05
13,CREDIT,NEFT,8217611860,Meera Joshi,3342331444,Kavya Mehta,104424.18,2024-02-04,13:02:05,-7191704.07,31782.68,Home Loan,476344.05
14,DEBIT,Bank Transfer,3342331444,Kavya Mehta,5310195918,Meera Joshi,35149.9,2024-02-08,20:59:11,-6346432.5,31782.68,Home Loan,476344.05
15,DEBIT,IMPS,3342331444,Kavya Mehta,8110054933,Ishaan Reddy,16577.96,2024-02-10,01:09:13,-7676204.6,31782.68,Home Loan,476344.05
