Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,UPI,5284391408,Ishaan Iyer,8086172302,Aditya Singh,94058.96,2024-01-03,02:50:25,1898638.59,90909.41,Home Loan,1729150.67
2,CREDIT,NEFT,6687206971,Kabir Mehta,5284391408,Ishaan Iyer,80235.78,2024-01-03,04:11:39,-5932677.7,90909.41,Home Loan,1729150.67
3,DEBIT,RTGS,5284391408,Ishaan Iyer,3392080953,Vivaan Das,137071.83,2024-01-08,21:18:21,2509070.46,90909.41,Home Loan,1729150.67
4,CREDIT,NEFT,4272602734,Kavya Mehta,5284391408,Ishaan Iyer,60106.85,2024-01-11,10:44:26,-6604181.97,90909.41,Home Loan,1729150.67
5,DEBIT,UPI,5284391408,Ishaan Iyer,2445662585,Vivaan Kapoor,45316.71,2024-01-16,22:58:57,-5865570.76,90909.41,Home Loan,1729150.67
6,CREDIT,IMPS,3373077218,Vivaan Singh,5284391408,Ishaan Iyer,7634.05,2024-01-19,15:21:46,-528570.91,90909.41,Home Loan,1729150.67
7,CREDIT,IMPS,8316648259,Aarav Iyer,5284391408,Ishaan Iyer,145478.23,2024-01-19,23:01:43,-1411959.13,90909.41,Home Loan,1729150.67
8,DEBIT,RTGS,5284391408,Ishaan Iyer,5047709743,Vihaan Das,12555.42,2024-01-20,07:09:45,2303286.59,90909.41,Home Loan,1729150.67
9,CREDIT,UPI,4700855390,Rohan Nair,5284391408,Ishaan Iyer,85714.69,2024-01-25,05:20:18,-3698534.07,90909.41,Home Loan,1729150.67
10,DEBIT,NEFT,5284391408,Ishaan Iyer,8086172302,Aditya Singh,76927.63,2024-01-28,06:07:40,-3694852.26,90909.41,Home Loan,1729150.67
11,DEBIT,IMPS,5284391408,Ishaan Iyer,1854316681,Aarav Mehta,28440.19,2024-02-04,05:35:04,248715.56,90909.41,Home Loan,1729150.67
12,DEBIT,UPI,5284391408,Ishaan Iyer,4745927824,Kabir Reddy,41761.28,2024-02-05,00:40:28,-1704475.47,90909.41,Home Loan,1729150.67
13,CREDIT,NEFT,4700855390,Rohan Nair,5284391408,Ishaan Iyer,85082.81,2024-02-07,12:10:09,-3868064.58,90909.41,Home Loan,1729150.67
14,DEBIT,RTGS,5284391408,Ishaan Iyer,3373077218,Vivaan Singh,68946.5,2024-02-07,22:12:00,2108495.62,90909.41,Home Loan,1729150.67
15,DEBIT,RTGS,5284391408,Ishaan Iyer,3181106786,Kabir Gupta,45303.81,2024-02-08,17:16:44,-945772.67,90909.41,Home Loan,1729150.67
16,CREDIT,IMPS,7114223633,Saanvi Das,5284391408,Ishaan Iyer,115874.57,2024-02-12,09:41:06,-4182830.69,90909.41,Home Loan,1729150.67
17,DEBIT,UPI,5284391408,Ishaan Iyer,8110054933,Ishaan Reddy,106513.24,2024-02-14,16:13:59,-5475413.37,90909.41,Home Loan,1729150.67
18,CREDIT,RTGS,2445662585,Vivaan Kapoor,5284391408,Ishaan Iyer,10186.91,2024-02-22,03:48:51,820841.4,90909.41,Home Loan,1729150.67
19,DEBIT,NEFT,5284391408,Ishaan Iyer,9680276057,Vivaan Reddy,54902.07,2024-03-04,11:54:20,1392023.8,90909.41,Home Loan,1729150.67
