Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,IMPS,8380507338,Ritika Sharma,8217611860,Meera Joshi,41992.66,2024-01-05,22:07:30,-2344678.4,384767.31,None,0
2,CREDIT,IMPS,3849232839,Ritika Patel,8217611860,Meera Joshi,107082.77,2024-01-10,12:08:25,-949416.08,384767.31,None,0
3,CREDIT,NEFT,2015242176,Rohan Gupta,8217611860,Meera Joshi,87452.6,2024-01-12,02:39:35,-2606990.97,384767.31,None,0
4,CREDIT,IMPS,8086172302,Aditya Singh,8217611860,Meera Joshi,13889.42,2024-01-16,14:40:41,-4293469.97,384767.31,None,0
5,CREDIT,IMPS,7393195616,Vihaan Sharma,8217611860,Meera Joshi,1496.96,2024-01-26,05:32:06,-251162.13,384767.31,None,0
6,DEBIT,NEFT,8217611860,Meera Joshi,3342331444,Kavya Mehta,104424.18,2024-02-04,13:02:05,158243.77,384767.31,None,0
7,CREDIT,RTGS,9680276057,Vivaan Reddy,8217611860,Meera Joshi,86724.14,2024-02-08,16:02:10,-3845587.39,384767.31,None,0
8,CREDIT,Bank Transfer,3342331444,Kavya Mehta,8217611860,Meera Joshi,121102.48,2024-02-10,18:48:49,1169224.57,384767.31,None,0
9,DEBIT,NEFT,8217611860,Meera Joshi,8086172302,Aditya Singh,52396.63,2024-02-11,18:53:55,570870.26,384767.31,None,0
10,DEBIT,UPI,8217611860,Meera Joshi,3849232839,Ritika Patel,141366.21,2024-02-16,04:10:23,1939206.12,384767.31,None,0
11,DEBIT,RTGS,8217611860,Meera Joshi,3342331444,Kavya Mehta,142891.82,2024-02-19,02:04:41,1334108.6,384767.31,None,0
12,CREDIT,RTGS,4713453204,Saanvi Das,8217611860,Meera Joshi,143689.62,2024-02-20,12:06:34,497248.25,384767.31,None,0
13,DEBIT,IMPS,8217611860,Meera Joshi,4700855390,Rohan Nair,69002.47,2024-02-21,01:06:07,1207500.01,384767.31,None,0
14,DEBIT,UPI,8217611860,Meera Joshi,6464693977,Vihaan Joshi,145024.09,2024-02-24,01:47:22,-3479478.83,384767.31,None,0
15,CREDIT,Bank Transfer,5141907136,Diya Iyer,8217611860,Meera Joshi,17366.67,2024-02-25,10:32:36,-4307359.39,384767.31,None,0
16,CREDIT,IMPS,4733616459,Ishaan Reddy,8217611860,Meera Joshi,80319.33,2024-02-27,22:34:45,1399540.4,384767.31,None,0
17,DEBIT,RTGS,8217611860,Meera Joshi,7393195616,Vihaan Sharma,82650.85,2024-03-06,14:32:12,-1977687.17,384767.31,None,0
18,CREDIT,Bank Transfer,3342331444,Kavya Mehta,8217611860,Meera Joshi,141817.8,2024-03-08,08:45:56,858884.94,384767.31,None,0
19,DEBIT,IMPS,8217611860,Meera Joshi,4733616459,Ishaan Reddy,4319.23,2024-03-11,02:08:16,623266.89,384767.31,None,0
20,DEBIT,NEFT,8217611860,Meera Joshi,5284391408,Ishaan Iyer,43174.6,2024-03-14,20:05:51,-306706.29,384767.31,None,0
21,DEBIT,IMPS,8217611860,Meera Joshi,2986972437,Krishna Sharma,104311.99,2024-03-21,22:23:05,-4604421.29,384767.31,None,0
22,DEBIT,RTGS,8217611860,Meera Joshi,2139027119,Rohan Kumar,44767.08,2024-04-08,18:29:50,-2030847.81,384767.31,None,0
23,DEBIT,IMPS,8217611860,Meera Joshi,3030106617,Aisha Singh,47866.11,2024-04-10,02:01:56,-1374737.31,384767.31,None,0
24,CREDIT,UPI,8316648259,Aarav Iyer,8217611860,Meera Joshi,99997.42,2024-04-12,03:49:01,-1056498.85,384767.31,None,0
25,DEBIT,RTGS,8217611860,Meera Joshi,4713453204,Saanvi Das,8022.58,2024-04-15,23:44:57,1931183.54,384767.31,None,0
26,CREDIT,NEFT,4272602734,Kavya Mehta,8217611860,Meera Joshi,14851.53,2024-04-20,20:04:17,-5077553.09,384767.31,None,0
27,DEBIT,Bank Transfer,8217611860,Meera Joshi,6971815972,Ritika Iyer,95353.09,2024-04-27,00:10:37,-263531.69,384767.31,None,0
28,DEBIT,Bank Transfer,8217611860,Meera Joshi,8316648259,Aarav Iyer,93522.57,2024-04-28,20:46:12,1731638.58,384767.31,None,0
29,DEBIT,NEFT,8217611860,Meera Joshi,7114223633,Saanvi Das,31539.9,2024-04-29,02:09:04,-583382.86,384767.31,None,0
30,CREDIT,NEFT,4700855390,Rohan Nair,8217611860,Meera Joshi,52744.98,2024-05-06,17:05:25,-2694443.57,384767.31,None,0
