Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,IMPS,3392080953,Vivaan Das,8086172302,Aditya Singh,35964.57,2024-01-01,10:42:36,-420371.23,842851.92,Home Loan,496643.74
2,DEBIT,RTGS,3392080953,Vivaan Das,2139027119,Rohan Kumar,80938.97,2024-01-02,20:44:48,1254208.46,842851.92,Home Loan,496643.74
3,CREDIT,IMPS,8507497883,Kavya Patel,3392080953,Vivaan Das,130995.85,2024-01-06,04:05:05,-1494477.41,842851.92,Home Loan,496643.74
4,CREDIT,UPI,1854316681,Aarav Mehta,3392080953,Vivaan Das,137428.18,2024-01-07,11:51:44,-4997185.23,842851.92,Home Loan,496643.74
5,CREDIT,RTGS,5284391408,Ishaan Iyer,3392080953,Vivaan Das,137071.83,2024-01-08,21:18:21,-6016462.19,842851.92,Home Loan,496643.74
6,DEBIT,UPI,3392080953,Vivaan Das,9680276057,Vivaan Reddy,144689.08,2024-01-09,05:14:56,81771.53,842851.92,Home Loan,496643.74
7,DEBIT,Bank Transfer,3392080953,Vivaan Das,8047877267,Vihaan Joshi,28434.25,2024-01-12,01:13:55,911679.11,842851.92,Home Loan,496643.74
8,DEBIT,RTGS,3392080953,Vivaan Das,8507497883,Kavya Patel,17762.51,2024-01-12,04:12:49,893916.6,842851.92,Home Loan,496643.74
9,DEBIT,IMPS,3392080953,Vivaan Das,4713453204,Saanvi Das,22517.25,2024-01-16,03:13:08,-3770492.27,842851.92,Home Loan,496643.74
10,DEBIT,IMPS,3392080953,Vivaan Das,5067116918,Ritika Das,103412.66,2024-01-19,08:40:50,-3020035.09,842851.92,Home Loan,496643.74
11,CREDIT,IMPS,6687206971,Kabir Mehta,3392080953,Vivaan Das,51683.67,2024-01-22,04:52:11,-4409669.79,842851.92,Home Loan,496643.74
12,DEBIT,IMPS,3392080953,Vivaan Das,9680276057,Vivaan Reddy,19918.76,2024-01-26,17:29:58,1502302.67,842851.92,Home Loan,496643.74
13,CREDIT,Bank Transfer,3373077218,Vivaan Singh,3392080953,Vivaan Das,143157.04,2024-01-27,10:27:50,1153035.42,842851.92,Home Loan,496643.74
14,DEBIT,IMPS,3392080953,Vivaan Das,6649827836,Saanvi Reddy,27664.54,2024-02-05,21:16:16,-5171332.55,842851.92,Home Loan,496643.74
15,CREDIT,UPI,5736462531,Ishaan Reddy,3392080953,Vivaan Das,68796.36,2024-02-16,00:29:22,1365981.54,842851.92,Home Loan,496643.74
16,CREDIT,Bank Transfer,3373077218,Vivaan Singh,3392080953,Vivaan Das,116877.5,2024-02-19,09:29:52,886103.0,842851.92,Home Loan,496643.74
17,CREDIT,NEFT,2119980130,Rahul Kumar,3392080953,Vivaan Das,129424.39,2024-02-20,18:54:44,-393403.56,842851.92,Home Loan,496643.74
18,CREDIT,Bank Transfer,1854316681,Aarav Mehta,3392080953,Vivaan Das,112084.28,2024-02-23,08:25:55,-4762660.37,842851.92,Home Loan,496643.74
19,CREDIT,Bank Transfer,7393195616,Vihaan Sharma,3392080953,Vivaan Das,47567.02,2024-03-03,07:09:26,636849.87,842851.92,Home Loan,496643.74
20,DEBIT,Bank Transfer,3392080953,Vivaan Das,8507497883,Kavya Patel,63160.53,2024-03-08,11:29:47,1191047.93,842851.92,Home Loan,496643.74
21,DEBIT,RTGS,3392080953,Vivaan Das,8047877267,Vihaan Joshi,84364.55,2024-03-15,02:43:54,-3977274.04,842851.92,Home Loan,496643.74
22,DEBIT,Bank Transfer,3392080953,Vivaan Das,5067116918,Ritika Das,3007.37,2024-03-18,02:25:03,-7097874.94,842851.92,Home Loan,496643.74
23,CREDIT,UPI,9703905715,Aisha Reddy,3392080953,Vivaan Das,23695.74,2024-03-18,07:16:48,528091.39,842851.92,Home Loan,496643.74
24,CREDIT,Bank Transfer,3783290795,Diya Nair,3392080953,Vivaan Das,139301.37,2024-03-20,00:01:41,1318132.23,842851.92,Home Loan,496643.74
25,CREDIT,RTGS,8110054933,Ishaan Reddy,3392080953,Vivaan Das,26912.13,2024-03-20,16:59:37,-6857070.1,842851.92,Home Loan,496643.74
26,DEBIT,IMPS,3392080953,Vivaan Das,8316648259,Aarav Iyer,104588.91,2024-03-21,20:40:08,226460.61,842851.92,Home Loan,496643.74
27,DEBIT,IMPS,3392080953,Vivaan Das,1298737106,Krishna Gupta,103612.42,2024-04-03,06:19:06,-4080886.46,842851.92,Home Loan,496643.74
28,CREDIT,RTGS,8316648259,Aarav Iyer,3392080953,Vivaan Das,63159.46,2024-04-03,22:41:22,59810.65,842851.92,Home Loan,496643.74
29,CREDIT,IMPS,4713453204,Saanvi Das,3392080953,Vivaan Das,71787.4,2024-04-15,00:13:42,1647877.87,842851.92,Home Loan,496643.74
30,DEBIT,UPI,3392080953,Vivaan Das,3746317213,Krishna Iyer,110565.14,2024-04-16,14:14:00,-739791.21,842851.92,Home Loan,496643.74
31,CREDIT,Bank Transfer,4745927824,Kabir Reddy,3392080953,Vivaan Das,104281.97,2024-04-20,06:25:30,2205131.53,842851.92,Home Loan,496643.74
32,CREDIT,RTGS,3181106786,Kabir Gupta,3392080953,Vivaan Das,93763.52,2024-04-20,23:17:54,-1026659.31,842851.92,Home Loan,496643.74
33,DEBIT,Bank Transfer,3392080953,Vivaan Das,3030106617,Aisha Singh,75985.09,2024-04-22,10:44:40,-978822.14,842851.92,Home Loan,496643.74
34,CREDIT,NEFT,3553440342,Neha Joshi,3392080953,Vivaan Das,102767.72,2024-04-22,21:41:05,-822908.92,842851.92,Home Loan,496643.74
35,CREDIT,IMPS,1298737106,Krishna Gupta,3392080953,Vivaan Das,49742.15,2024-04-30,20:50:30,975265.22,842851.92,Home Loan,496643.74
36,CREDIT,UPI,9680276057,Vivaan Reddy,3392080953,Vivaan Das,121471.15,2024-05-09,22:07:18,-3267360.41,842851.92,Home Loan,496643.74
37,CREDIT,IMPS,6649827836,Saanvi Reddy,3392080953,Vivaan Das,55772.66,2024-05-19,00:03:09,-7042102.28,842851.92,Home Loan,496643.74
38,DEBIT,RTGS,3392080953,Vivaan Das,2015242176,Rohan Gupta,80996.25,2024-05-19,02:48:57,-6014236.15,842851.92,Home Loan,496643.74
39,CREDIT,RTGS,6687206971,Kabir Mehta,3392080953,Vivaan Das,135335.0,2024-05-25,13:03:21,-4274334.79,842851.92,Home Loan,496643.74
40,DEBIT,RTGS,3392080953,Vivaan Das,8047877267,Vihaan Joshi,71533.26,2024-05-29,14:23:40,-4152419.72,842851.92,Home Loan,496643.74
41,DEBIT,RTGS,3392080953,Vivaan Das,5141907136,Diya Iyer,88398.31,2024-05-31,19:09:01,1068149.63,842851.92,Home Loan,496643.74
42,CREDIT,Bank Transfer,8110054933,Ishaan Reddy,3392080953,Vivaan Das,115445.26,2024-06-01,15:05:01,-6511064.4,842851.92,Home Loan,496643.74
43,DEBIT,IMPS,3392080953,Vivaan Das,8325785916,Ananya Mehta,142391.85,2024-06-04,18:39:28,391193.6,842851.92,Home Loan,496643.74
44,CREDIT,NEFT,8380507338,Ritika Sharma,3392080953,Vivaan Das,134566.13,2024-06-06,08:10:21,-2027152.84,842851.92,Home Loan,496643.74
45,DEBIT,UPI,3392080953,Vivaan Das,5284391408,Ishaan Iyer,25119.88,2024-06-09,00:27:56,-5231723.05,842851.92,Home Loan,496643.74
46,DEBIT,NEFT,3392080953,Vivaan Das,9292791081,Krishna Gupta,149402.46,2024-06-10,10:43:54,-5525702.98,842851.92,Home Loan,496643.74
47,DEBIT,UPI,3392080953,Vivaan Das,5141907136,Diya Iyer,23483.74,2024-06-14,17:39:54,-1922717.34,842851.92,Home Loan,496643.74
48,CREDIT,UPI,8110054933,Ishaan Reddy,3392080953,Vivaan Das,23708.65,2024-06-26,19:23:34,-6487355.75,842851.92,Home Loan,496643.74
49,CREDIT,UPI,3849232839,Ritika Patel,3392080953,Vivaan Das,132971.13,2024-06-30,04:57:44,192781.78,842851.92,Home Loan,496643.74
50,DEBIT,Bank Transfer,3392080953,Vivaan Das,1854316681,Aarav Mehta,51060.89,2024-06-30,18:24:41,-1029883.03,842851.92,Home Loan,496643.74
51,CREDIT,UPI,1540137296,Simran Gupta,3392080953,Vivaan Das,116949.23,2024-07-08,23:48:32,-3681279.26,842851.92,Home Loan,496643.74
52,CREDIT,NEFT,8507497883,Kavya Patel,3392080953,Vivaan Das,22133.43,2024-07-10,10:52:30,-1472343.98,842851.92,Home Loan,496643.74
53,CREDIT,UPI,8325785916,Ananya Mehta,3392080953,Vivaan Das,118130.88,2024-07-14,19:20:10,769225.5,842851.92,Home Loan,496643.74
54,CREDIT,IMPS,4745927824,Kabir Reddy,3392080953,Vivaan Das,149859.5,2024-07-16,13:21:27,1987170.98,842851.92,Home Loan,496643.74
55,DEBIT,UPI,3392080953,Vivaan Das,8217611860,Meera Joshi,112550.39,2024-07-18,05:21:20,-2574812.41,842851.92,Home Loan,496643.74
56,CREDIT,IMPS,4272602734,Kavya Mehta,3392080953,Vivaan Das,132420.2,2024-07-22,04:22:44,-5200768.04,842851.92,Home Loan,496643.74
57,CREDIT,RTGS,3181106786,Kabir Gupta,3392080953,Vivaan Das,100982.67,2024-08-07,19:32:16,-925676.64,842851.92,Home Loan,496643.74
58,CREDIT,RTGS,5067116918,Ritika Das,3392080953,Vivaan Das,134485.52,2024-08-17,02:41:54,-3840669.7,842851.92,Home Loan,496643.74
59,CREDIT,IMPS,7114223633,Saanvi Das,3392080953,Vivaan Das,28408.22,2024-08-18,08:25:15,-3105140.4,842851.92,Home Loan,496643.74
60,CREDIT,IMPS,6464693977,Vihaan Joshi,3392080953,Vivaan Das,51981.31,2024-08-27,16:05:13,589282.85,842851.92,Home Loan,496643.74
61,CREDIT,RTGS,3181106786,Kabir Gupta,3392080953,Vivaan Das,103218.78,2024-09-04,02:31:02,-1182739.25,842851.92,Home Loan,496643.74
62,CREDIT,UPI,2139027119,Rohan Kumar,3392080953,Vivaan Das,109593.98,2024-09-12,17:37:25,-60099.11,842851.92,Home Loan,496643.74
63,CREDIT,NEFT,3342331444,Kavya Mehta,3392080953,Vivaan Das,10804.33,2024-09-14,18:02:59,356265.31,842851.92,Home Loan,496643.74
64,CREDIT,Bank Transfer,3030106617,Aisha Singh,3392080953,Vivaan Das,93766.92,2024-09-16,00:18:19,-3172450.68,842851.92,Home Loan,496643.74
65,CREDIT,Bank Transfer,9292791081,Krishna Gupta,3392080953,Vivaan Das,67976.44,2024-09-16,07:52:06,1837311.48,842851.92,Home Loan,496643.74
66,DEBIT,UPI,3392080953,Vivaan Das,8325785916,Ananya Mehta,34827.48,2024-09-20,06:46:48,-384406.66,842851.92,Home Loan,496643.74
67,CREDIT,UPI,5310195918,Meera Joshi,3392080953,Vivaan Das,14244.75,2024-09-25,14:01:16,651094.62,842851.92,Home Loan,496643.74
68,CREDIT,RTGS,2986972437,Krishna Sharma,3392080953,Vivaan Das,43100.84,2024-09-27,20:21:24,-2422412.27,842851.92,Home Loan,496643.74
69,DEBIT,RTGS,3392080953,Vivaan Das,4733616459,Ishaan Reddy,141862.81,2024-09-29,06:34:52,-342735.65,842851.92,Home Loan,496643.74
70,CREDIT,RTGS,8507497883,Kavya Patel,3392080953,Vivaan Das,42588.58,2024-10-02,01:16:41,-1429755.4,842851.92,Home Loan,496643.74
71,CREDIT,IMPS,4272602734,Kavya Mehta,3392080953,Vivaan Das,66154.63,2024-10-03,10:05:33,-5134613.41,842851.92,Home Loan,496643.74
72,DEBIT,Bank Transfer,3392080953,Vivaan Das,2419179580,Ishaan Kapoor,42016.47,2024-10-06,10:45:23,-3432056.03,842851.92,Home Loan,496643.74
73,CREDIT,UPI,1540137296,Simran Gupta,3392080953,Vivaan Das,42441.21,2024-10-07,14:17:19,-3798228.49,842851.92,Home Loan,496643.74
74,CREDIT,Bank Transfer,3783290795,Diya Nair,3392080953,Vivaan Das,119212.95,2024-10-09,13:07:57,1522221.43,842851.92,Home Loan,496643.74
75,DEBIT,IMPS,3392080953,Vivaan Das,7609857128,Diya Singh,128036.96,2024-10-10,08:37:57,-7037332.24,842851.92,Home Loan,496643.74
76,CREDIT,Bank Transfer,2445662585,Vivaan Kapoor,3392080953,Vivaan Das,45053.29,2024-10-12,15:30:18,809357.83,842851.92,Home Loan,496643.74
77,DEBIT,Bank Transfer,3392080953,Vivaan Das,8316648259,Aarav Iyer,129290.12,2024-10-17,17:32:55,-3236518.34,842851.92,Home Loan,496643.74
78,CREDIT,Bank Transfer,5284391408,Ishaan Iyer,3392080953,Vivaan Das,75557.1,2024-10-19,16:41:12,-5752899.95,842851.92,Home Loan,496643.74
79,DEBIT,RTGS,3392080953,Vivaan Das,4713453204,Saanvi Das,102497.79,2024-10-22,09:57:29,-1834745.38,842851.92,Home Loan,496643.74
80,DEBIT,RTGS,3392080953,Vivaan Das,4272602734,Kavya Mehta,34021.7,2024-10-29,04:25:29,-816558.53,842851.92,Home Loan,496643.74
81,DEBIT,IMPS,3392080953,Vivaan Das,7114223633,Saanvi Das,128460.68,2024-10-31,13:45:59,-3747975.02,842851.92,Home Loan,496643.74
82,CREDIT,UPI,8380507338,Ritika Sharma,3392080953,Vivaan Das,114340.1,2024-10-31,23:52:16,-1772863.9,842851.92,Home Loan,496643.74
83,DEBIT,Bank Transfer,3392080953,Vivaan Das,7393195616,Vihaan Sharma,59331.95,2024-11-07,04:06:44,-629226.07,842851.92,Home Loan,496643.74
84,CREDIT,UPI,3849232839,Ritika Patel,3392080953,Vivaan Das,85166.61,2024-11-11,09:17:07,277948.39,842851.92,Home Loan,496643.74
85,CREDIT,UPI,2015242176,Rohan Gupta,3392080953,Vivaan Das,39482.58,2024-11-13,22:30:00,-2265355.42,842851.92,Home Loan,496643.74
86,CREDIT,IMPS,1854316681,Aarav Mehta,3392080953,Vivaan Das,124199.92,2024-11-23,04:13:29,-4638460.45,842851.92,Home Loan,496643.74
87,CREDIT,RTGS,8086172302,Aditya Singh,3392080953,Vivaan Das,6385.97,2024-11-23,06:44:43,-3417742.31,842851.92,Home Loan,496643.74
88,CREDIT,IMPS,6464693977,Vihaan Joshi,3392080953,Vivaan Das,31552.05,2024-12-02,14:49:25,394454.16,842851.92,Home Loan,496643.74
89,CREDIT,IMPS,8380507338,Ritika Sharma,3392080953,Vivaan Das,83296.61,2024-12-06,03:08:34,-1625473.26,842851.92,Home Loan,496643.74
90,DEBIT,IMPS,3392080953,Vivaan Das,9680276057,Vivaan Reddy,95085.9,2024-12-08,08:26:54,-1482145.96,842851.92,Home Loan,496643.74
91,CREDIT,UPI,7114223633,Saanvi Das,3392080953,Vivaan Das,126017.92,2024-12-10,15:25:54,-2979122.48,842851.92,Home Loan,496643.74
92,CREDIT,Bank Transfer,7114223633,Saanvi Das,3392080953,Vivaan Das,38902.06,2024-12-12,05:56:27,-3133548.62,842851.92,Home Loan,496643.74
93,DEBIT,NEFT,3392080953,Vivaan Das,9256195745,Ananya Mehta,24383.72,2024-12-20,12:34:53,-4898223.33,842851.92,Home Loan,496643.74
