Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,UPI,5141907136,Diya Iyer,7114223633,Saanvi Das,52903.1,2024-01-01,23:55:29,4760417.77,729075.85,Home Loan,168194.71
2,DEBIT,NEFT,7114223633,Saanvi Das,3783290795,Diya Nair,128551.66,2024-01-02,02:54:15,-177573.61,729075.85,Home Loan,168194.71
3,CREDIT,RTGS,5047709743,Vihaan Das,7114223633,Saanvi Das,80202.96,2024-01-10,01:59:40,2748141.06,729075.85,Home Loan,168194.71
4,DEBIT,Bank Transfer,7114223633,Saanvi Das,2419179580,Ishaan Kapoor,86253.2,2024-01-10,20:53:33,3025657.35,729075.85,Home Loan,168194.71
5,DEBIT,Bank Transfer,7114223633,Saanvi Das,6649827836,Saanvi Reddy,59574.86,2024-01-19,04:40:26,-1425306.08,729075.85,Home Loan,168194.71
6,DEBIT,IMPS,7114223633,Saanvi Das,8507497883,Kavya Patel,122614.77,2024-02-03,22:41:40,4430258.91,729075.85,Home Loan,168194.71
7,CREDIT,RTGS,1311570307,Aryan Joshi,7114223633,Saanvi Das,129308.45,2024-02-04,18:24:05,-2199356.44,729075.85,Home Loan,168194.71
8,DEBIT,IMPS,7114223633,Saanvi Das,2139027119,Rohan Kumar,112172.78,2024-02-05,22:39:31,4035415.76,729075.85,Home Loan,168194.71
9,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,7114223633,Saanvi Das,27158.15,2024-02-07,08:54:27,2901628.46,729075.85,Home Loan,168194.71
10,DEBIT,NEFT,7114223633,Saanvi Das,8316648259,Aarav Iyer,48228.8,2024-02-10,03:00:48,518312.66,729075.85,Home Loan,168194.71
11,DEBIT,Bank Transfer,7114223633,Saanvi Das,6687206971,Kabir Mehta,27319.85,2024-02-10,17:43:11,2713064.57,729075.85,Home Loan,168194.71
12,DEBIT,IMPS,7114223633,Saanvi Das,5284391408,Ishaan Iyer,115874.57,2024-02-12,09:41:06,2239313.16,729075.85,Home Loan,168194.71
13,DEBIT,RTGS,7114223633,Saanvi Das,6488854841,Vihaan Kapoor,118004.86,2024-02-16,13:44:24,612520.58,729075.85,Home Loan,168194.71
14,DEBIT,IMPS,7114223633,Saanvi Das,3746317213,Krishna Iyer,21528.87,2024-02-22,23:51:48,-1365731.22,729075.85,Home Loan,168194.71
15,DEBIT,IMPS,7114223633,Saanvi Das,3342331444,Kavya Mehta,133334.19,2024-02-23,03:55:02,384978.47,729075.85,Home Loan,168194.71
16,DEBIT,RTGS,7114223633,Saanvi Das,4713453204,Saanvi Das,140200.2,2024-02-23,04:00:43,-1336904.39,729075.85,Home Loan,168194.71
17,DEBIT,UPI,7114223633,Saanvi Das,3783290795,Diya Nair,104291.02,2024-03-01,13:40:58,1060902.07,729075.85,Home Loan,168194.71
18,DEBIT,IMPS,7114223633,Saanvi Das,2139027119,Rohan Kumar,141679.76,2024-03-02,06:53:56,2571384.81,729075.85,Home Loan,168194.71
19,CREDIT,UPI,8316648259,Aarav Iyer,7114223633,Saanvi Das,56972.42,2024-03-11,09:15:52,-1573894.34,729075.85,Home Loan,168194.71
20,DEBIT,RTGS,7114223633,Saanvi Das,5736462531,Ishaan Reddy,88981.75,2024-03-12,11:00:08,5264129.1,729075.85,Home Loan,168194.71
