Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,UPI,2015242176,Rohan Gupta,8316648259,Aarav Iyer,16178.51,2024-01-01,10:05:37,6453301.52,987233.06,None,0
2,DEBIT,UPI,8316648259,Aarav Iyer,5310195918,Meera Joshi,26651.26,2024-01-02,00:14:05,109335.64,987233.06,None,0
3,DEBIT,Bank Transfer,8316648259,Aarav Iyer,6488854841,Vihaan Kapoor,86196.71,2024-01-02,14:14:26,3470719.31,987233.06,None,0
4,DEBIT,UPI,8316648259,Aarav Iyer,8110054933,Ishaan Reddy,34579.91,2024-01-04,06:45:48,8085989.16,987233.06,None,0
5,DEBIT,RTGS,8316648259,Aarav Iyer,5067116918,Ritika Das,102104.77,2024-01-08,03:37:50,3128343.19,987233.06,None,0
6,CREDIT,IMPS,6971815972,Ritika Iyer,8316648259,Aarav Iyer,61650.0,2024-01-16,23:47:10,6522550.72,987233.06,None,0
7,CREDIT,NEFT,2015242176,Rohan Gupta,8316648259,Aarav Iyer,7599.2,2024-01-18,10:00:36,6460900.72,987233.06,None,0
8,DEBIT,IMPS,8316648259,Aarav Iyer,5284391408,Ishaan Iyer,145478.23,2024-01-19,23:01:43,-1091633.08,987233.06,None,0
9,DEBIT,RTGS,8316648259,Aarav Iyer,4272602734,Kavya Mehta,13894.93,2024-01-21,06:14:15,6843043.93,987233.06,None,0
10,DEBIT,NEFT,8316648259,Aarav Iyer,2015242176,Rohan Gupta,6389.45,2024-01-24,08:53:44,6484529.06,987233.06,None,0
11,DEBIT,Bank Transfer,8316648259,Aarav Iyer,9680276057,Vivaan Reddy,91079.29,2024-01-24,23:08:47,6170120.57,987233.06,None,0
12,DEBIT,RTGS,8316648259,Aarav Iyer,9703905715,Aisha Reddy,647.12,2024-01-27,06:08:27,7277453.11,987233.06,None,0
13,DEBIT,UPI,8316648259,Aarav Iyer,3746317213,Krishna Iyer,106574.96,2024-01-29,01:23:35,4326391.48,987233.06,None,0
14,DEBIT,IMPS,8316648259,Aarav Iyer,2139027119,Rohan Kumar,147943.4,2024-01-30,15:58:23,486185.23,987233.06,None,0
15,CREDIT,Bank Transfer,8380507338,Ritika Sharma,8316648259,Aarav Iyer,112629.06,2024-02-05,18:29:36,6635179.78,987233.06,None,0
16,CREDIT,NEFT,7114223633,Saanvi Das,8316648259,Aarav Iyer,48228.8,2024-02-10,03:00:48,5957797.76,987233.06,None,0
17,CREDIT,RTGS,8047877267,Vihaan Joshi,8316648259,Aarav Iyer,15281.56,2024-02-10,08:18:33,4464427.39,987233.06,None,0
18,CREDIT,NEFT,3783290795,Diya Nair,8316648259,Aarav Iyer,36649.69,2024-03-02,22:43:53,1662682.55,987233.06,None,0
19,DEBIT,UPI,8316648259,Aarav Iyer,2119980130,Rahul Kumar,20511.03,2024-03-09,02:51:07,3241172.9,987233.06,None,0
20,DEBIT,UPI,8316648259,Aarav Iyer,7114223633,Saanvi Das,56972.42,2024-03-11,09:15:52,7925236.16,987233.06,None,0
21,DEBIT,NEFT,8316648259,Aarav Iyer,8086172302,Aditya Singh,72967.37,2024-03-11,11:34:10,4571230.07,987233.06,None,0
22,DEBIT,RTGS,8316648259,Aarav Iyer,1540137296,Simran Gupta,3029.82,2024-03-12,13:52:57,7002808.23,987233.06,None,0
23,DEBIT,RTGS,8316648259,Aarav Iyer,1311570307,Aryan Joshi,76599.18,2024-03-14,13:52:59,7387797.71,987233.06,None,0
24,DEBIT,Bank Transfer,8316648259,Aarav Iyer,8507497883,Kavya Patel,130053.42,2024-03-17,16:52:28,8266007.95,987233.06,None,0
25,DEBIT,NEFT,8316648259,Aarav Iyer,2986972437,Krishna Sharma,89284.57,2024-03-17,22:08:43,-587270.4,987233.06,None,0
26,DEBIT,UPI,8316648259,Aarav Iyer,6649827836,Saanvi Reddy,129003.75,2024-03-19,20:59:18,-93705.48,987233.06,None,0
27,CREDIT,RTGS,6687206971,Kabir Mehta,8316648259,Aarav Iyer,30026.56,2024-03-20,03:45:13,4781194.61,987233.06,None,0
28,CREDIT,IMPS,3392080953,Vivaan Das,8316648259,Aarav Iyer,104588.91,2024-03-21,20:40:08,1777835.81,987233.06,None,0
29,DEBIT,RTGS,8316648259,Aarav Iyer,3030106617,Aisha Singh,41338.84,2024-03-23,02:03:37,4190198.11,987233.06,None,0
30,CREDIT,Bank Transfer,8047877267,Vihaan Joshi,8316648259,Aarav Iyer,81320.97,2024-03-23,03:17:59,4266960.57,987233.06,None,0
31,DEBIT,NEFT,8316648259,Aarav Iyer,1311570307,Aryan Joshi,11259.78,2024-03-23,22:41:37,4877449.78,987233.06,None,0
32,CREDIT,UPI,3553440342,Neha Joshi,8316648259,Aarav Iyer,108606.21,2024-03-23,22:54:32,7674208.66,987233.06,None,0
33,CREDIT,Bank Transfer,5284391408,Ishaan Iyer,8316648259,Aarav Iyer,132139.0,2024-03-26,03:31:38,3317185.27,987233.06,None,0
34,CREDIT,IMPS,4745927824,Kabir Reddy,8316648259,Aarav Iyer,18095.03,2024-03-29,06:21:01,272193.75,987233.06,None,0
35,CREDIT,NEFT,6687206971,Kabir Mehta,8316648259,Aarav Iyer,127267.93,2024-03-30,07:38:00,4723907.93,987233.06,None,0
36,DEBIT,NEFT,8316648259,Aarav Iyer,3746317213,Krishna Iyer,72272.4,2024-04-01,12:36:06,3653173.94,987233.06,None,0
37,DEBIT,UPI,8316648259,Aarav Iyer,3553440342,Neha Joshi,96257.92,2024-04-01,15:44:55,3556916.02,987233.06,None,0
38,DEBIT,UPI,8316648259,Aarav Iyer,2119980130,Rahul Kumar,53665.92,2024-04-02,11:06:18,35298.27,987233.06,None,0
39,DEBIT,RTGS,8316648259,Aarav Iyer,3392080953,Vivaan Das,63159.46,2024-04-03,22:41:22,1765539.85,987233.06,None,0
40,CREDIT,RTGS,8086172302,Aditya Singh,8316648259,Aarav Iyer,82762.04,2024-04-09,11:42:51,5471185.72,987233.06,None,0
41,CREDIT,RTGS,8380507338,Ritika Sharma,8316648259,Aarav Iyer,42738.28,2024-04-10,21:13:57,6903024.9,987233.06,None,0
42,DEBIT,UPI,8316648259,Aarav Iyer,8217611860,Meera Joshi,99997.42,2024-04-12,03:49:01,-798768.03,987233.06,None,0
43,CREDIT,NEFT,7393195616,Vihaan Sharma,8316648259,Aarav Iyer,32838.29,2024-04-16,20:27:56,-939365.65,987233.06,None,0
44,DEBIT,UPI,8316648259,Aarav Iyer,5284391408,Ishaan Iyer,135264.31,2024-04-19,20:45:12,2214709.81,987233.06,None,0
45,CREDIT,Bank Transfer,8217611860,Meera Joshi,8316648259,Aarav Iyer,93522.57,2024-04-28,20:46:12,3514186.8,987233.06,None,0
