Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,IMPS,3392080953,Vivaan Das,8086172302,Aditya Singh,35964.57,2024-01-01,10:42:36,2518903.97,517575.84,Home Loan,533415.95
2,CREDIT,UPI,5284391408,Ishaan Iyer,8086172302,Aditya Singh,94058.96,2024-01-03,02:50:25,3105377.21,517575.84,Home Loan,533415.95
3,CREDIT,Bank Transfer,2419179580,Ishaan Kapoor,8086172302,Aditya Singh,51043.66,2024-01-03,11:20:12,-4180302.99,517575.84,Home Loan,533415.95
4,DEBIT,RTGS,8086172302,Aditya Singh,5736462531,Ishaan Reddy,112441.95,2024-01-05,23:13:09,-4505469.72,517575.84,Home Loan,533415.95
5,DEBIT,RTGS,8086172302,Aditya Singh,3181106786,Kabir Gupta,119868.9,2024-01-11,08:29:35,-3110230.89,517575.84,Home Loan,533415.95
6,DEBIT,IMPS,8086172302,Aditya Singh,8217611860,Meera Joshi,13889.42,2024-01-16,14:40:41,4759439.02,517575.84,Home Loan,533415.95
7,CREDIT,IMPS,9680276057,Vivaan Reddy,8086172302,Aditya Singh,26932.94,2024-01-17,13:53:48,-4283740.64,517575.84,Home Loan,533415.95
8,CREDIT,UPI,6971815972,Ritika Iyer,8086172302,Aditya Singh,9093.1,2024-01-19,21:33:35,-2909255.79,517575.84,Home Loan,533415.95
9,DEBIT,IMPS,8086172302,Aditya Singh,9703905715,Aisha Reddy,148641.72,2024-01-24,03:27:30,4498650.69,517575.84,Home Loan,533415.95
10,DEBIT,RTGS,8086172302,Aditya Singh,8110054933,Ishaan Reddy,66626.92,2024-01-27,19:44:55,1814847.4,517575.84,Home Loan,533415.95
11,CREDIT,NEFT,5284391408,Ishaan Iyer,8086172302,Aditya Singh,76927.63,2024-01-28,06:07:40,3354288.95,517575.84,Home Loan,533415.95
12,DEBIT,Bank Transfer,8086172302,Aditya Singh,2139027119,Rohan Kumar,129058.14,2024-01-29,02:37:31,4955796.43,517575.84,Home Loan,533415.95
13,CREDIT,IMPS,9292791081,Krishna Gupta,8086172302,Aditya Singh,113055.25,2024-02-03,17:02:58,397494.06,517575.84,Home Loan,533415.95
14,CREDIT,NEFT,8217611860,Meera Joshi,8086172302,Aditya Singh,52396.63,2024-02-11,18:53:55,3406685.58,517575.84,Home Loan,533415.95
