Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,IMPS,1854316681,Aarav Mehta,6649827836,Saanvi Reddy,63515.39,2024-01-01,03:11:24,-3921680.2,210982.84,None,0
2,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,3181106786,Kabir Gupta,55130.19,2024-01-02,02:50:13,-559321.21,210982.84,None,0
3,DEBIT,IMPS,6649827836,Saanvi Reddy,3783290795,Diya Nair,107307.87,2024-01-13,17:52:14,1782340.54,210982.84,None,0
4,CREDIT,Bank Transfer,6687206971,Kabir Mehta,6649827836,Saanvi Reddy,85827.51,2024-01-14,18:22:26,-3725074.03,210982.84,None,0
5,CREDIT,Bank Transfer,5141907136,Diya Iyer,6649827836,Saanvi Reddy,101912.52,2024-01-16,02:54:18,-3341205.22,210982.84,None,0
6,CREDIT,IMPS,1540137296,Simran Gupta,6649827836,Saanvi Reddy,27052.98,2024-01-16,18:03:26,-3549610.78,210982.84,None,0
7,DEBIT,RTGS,6649827836,Saanvi Reddy,4713453204,Saanvi Das,97951.6,2024-01-18,18:18:16,-3678557.02,210982.84,None,0
8,CREDIT,Bank Transfer,7114223633,Saanvi Das,6649827836,Saanvi Reddy,59574.86,2024-01-19,04:40:26,-2352709.73,210982.84,None,0
9,DEBIT,RTGS,6649827836,Saanvi Reddy,5736462531,Ishaan Reddy,148846.09,2024-01-29,13:34:24,-5352903.23,210982.84,None,0
10,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,9680276057,Vivaan Reddy,110075.3,2024-01-30,01:55:36,-669396.51,210982.84,None,0
11,CREDIT,IMPS,3392080953,Vivaan Das,6649827836,Saanvi Reddy,27664.54,2024-02-05,21:16:16,2035501.07,210982.84,None,0
12,CREDIT,RTGS,6971815972,Ritika Iyer,6649827836,Saanvi Reddy,20966.88,2024-02-06,18:47:14,-1701991.95,210982.84,None,0
13,DEBIT,NEFT,6649827836,Saanvi Reddy,7609857128,Diya Singh,48178.68,2024-02-07,14:29:45,-4665436.08,210982.84,None,0
14,CREDIT,IMPS,9680276057,Vivaan Reddy,6649827836,Saanvi Reddy,42535.15,2024-02-07,15:53:43,-2937564.99,210982.84,None,0
15,CREDIT,UPI,3342331444,Kavya Mehta,6649827836,Saanvi Reddy,104130.77,2024-02-14,23:13:54,245323.8,210982.84,None,0
16,CREDIT,IMPS,9256195745,Ananya Mehta,6649827836,Saanvi Reddy,12492.33,2024-02-17,22:34:13,1066440.39,210982.84,None,0
17,DEBIT,NEFT,6649827836,Saanvi Reddy,2986972437,Krishna Sharma,104570.53,2024-02-19,07:14:44,1591988.09,210982.84,None,0
18,CREDIT,RTGS,8325785916,Ananya Mehta,6649827836,Saanvi Reddy,45202.43,2024-02-29,23:50:03,1285673.98,210982.84,None,0
19,DEBIT,RTGS,6649827836,Saanvi Reddy,5736462531,Ishaan Reddy,20296.35,2024-03-02,08:14:22,-155807.25,210982.84,None,0
20,DEBIT,NEFT,6649827836,Saanvi Reddy,4733616459,Ishaan Reddy,45787.03,2024-03-04,23:23:08,-3724344.05,210982.84,None,0
21,CREDIT,Bank Transfer,1311570307,Aryan Joshi,6649827836,Saanvi Reddy,63628.41,2024-03-07,05:07:01,-152875.39,210982.84,None,0
22,CREDIT,RTGS,9703905715,Aisha Reddy,6649827836,Saanvi Reddy,108205.33,2024-03-08,20:58:18,473747.32,210982.84,None,0
23,DEBIT,RTGS,6649827836,Saanvi Reddy,8325785916,Ananya Mehta,33197.5,2024-03-19,11:30:54,-3842321.99,210982.84,None,0
24,CREDIT,UPI,8316648259,Aarav Iyer,6649827836,Saanvi Reddy,129003.75,2024-03-19,20:59:18,413490.15,210982.84,None,0
25,CREDIT,RTGS,8507497883,Kavya Patel,6649827836,Saanvi Reddy,9304.55,2024-04-02,13:45:45,-897276.55,210982.84,None,0
26,CREDIT,RTGS,1311570307,Aryan Joshi,6649827836,Saanvi Reddy,89900.11,2024-04-05,13:34:41,-216503.8,210982.84,None,0
27,CREDIT,UPI,5310195918,Meera Joshi,6649827836,Saanvi Reddy,99031.72,2024-04-07,00:13:17,1239431.09,210982.84,None,0
28,CREDIT,NEFT,8380507338,Ritika Sharma,6649827836,Saanvi Reddy,93496.42,2024-04-13,00:36:39,-1460497.84,210982.84,None,0
29,CREDIT,UPI,9292791081,Krishna Gupta,6649827836,Saanvi Reddy,36777.31,2024-04-14,10:43:37,2019059.22,210982.84,None,0
30,DEBIT,UPI,6649827836,Saanvi Reddy,8086172302,Aditya Singh,33186.35,2024-04-20,02:22:22,-1186616.25,210982.84,None,0
31,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,4272602734,Kavya Mehta,116370.37,2024-04-20,21:24:51,1349070.13,210982.84,None,0
32,CREDIT,UPI,3553440342,Neha Joshi,6649827836,Saanvi Reddy,137284.06,2024-04-26,18:51:36,-544248.22,210982.84,None,0
33,DEBIT,RTGS,6649827836,Saanvi Reddy,5284391408,Ishaan Iyer,98396.83,2024-05-04,05:00:20,-1285013.08,210982.84,None,0
34,DEBIT,UPI,6649827836,Saanvi Reddy,5310195918,Meera Joshi,56135.74,2024-05-13,07:23:39,-4880168.82,210982.84,None,0
35,DEBIT,IMPS,6649827836,Saanvi Reddy,3392080953,Vivaan Das,55772.66,2024-05-19,00:03:09,97974.75,210982.84,None,0
36,DEBIT,UPI,6649827836,Saanvi Reddy,5310195918,Meera Joshi,138628.3,2024-05-19,04:19:50,-4555161.45,210982.84,None,0
37,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,8047877267,Vihaan Joshi,121680.03,2024-05-22,18:28:16,-3206409.67,210982.84,None,0
38,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,7609857128,Diya Singh,69179.11,2024-05-25,23:05:38,1087938.25,210982.84,None,0
39,DEBIT,Bank Transfer,6649827836,Saanvi Reddy,6971815972,Ritika Iyer,123873.22,2024-05-28,03:25:46,-3464457.06,210982.84,None,0
