Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,Bank Transfer,4745927824,Kabir Reddy,2986972437,Krishna Sharma,13656.51,2024-01-10,10:31:20,1438981.35,75384.89,None,0
2,DEBIT,UPI,2986972437,Krishna Sharma,2445662585,Vivaan Kapoor,12953.93,2024-01-14,11:11:30,3023689.13,75384.89,None,0
3,CREDIT,RTGS,7393195616,Vihaan Sharma,2986972437,Krishna Sharma,54843.5,2024-01-17,15:09:17,339111.07,75384.89,None,0
4,DEBIT,NEFT,2986972437,Krishna Sharma,3746317213,Krishna Iyer,110222.73,2024-01-30,20:16:52,414725.89,75384.89,None,0
5,DEBIT,RTGS,2986972437,Krishna Sharma,2119980130,Rahul Kumar,81882.82,2024-01-31,17:56:59,4973677.17,75384.89,None,0
6,DEBIT,Bank Transfer,2986972437,Krishna Sharma,9680276057,Vivaan Reddy,71584.32,2024-01-31,23:56:36,2210306.01,75384.89,None,0
7,DEBIT,RTGS,2986972437,Krishna Sharma,4272602734,Kavya Mehta,147307.26,2024-02-06,10:04:06,795795.6,75384.89,None,0
8,CREDIT,NEFT,6649827836,Saanvi Reddy,2986972437,Krishna Sharma,104570.53,2024-02-19,07:14:44,2217962.26,75384.89,None,0
9,DEBIT,UPI,2986972437,Krishna Sharma,9292791081,Krishna Gupta,91887.5,2024-02-24,20:08:24,3036643.06,75384.89,None,0
10,CREDIT,RTGS,3553440342,Neha Joshi,2986972437,Krishna Sharma,144368.26,2024-02-25,14:42:04,-1363860.26,75384.89,None,0
11,CREDIT,RTGS,4272602734,Kavya Mehta,2986972437,Krishna Sharma,131428.21,2024-03-06,13:02:14,3823514.96,75384.89,None,0
12,CREDIT,RTGS,5736462531,Ishaan Reddy,2986972437,Krishna Sharma,111027.89,2024-03-10,11:38:01,877156.28,75384.89,None,0
13,CREDIT,NEFT,8316648259,Aarav Iyer,2986972437,Krishna Sharma,89284.57,2024-03-17,22:08:43,-275833.57,75384.89,None,0
14,DEBIT,IMPS,2986972437,Krishna Sharma,5067116918,Ritika Das,135881.92,2024-03-21,19:06:47,659913.68,75384.89,None,0
15,CREDIT,IMPS,8217611860,Meera Joshi,2986972437,Krishna Sharma,104311.99,2024-03-21,22:23:05,3512340.92,75384.89,None,0
16,CREDIT,NEFT,9256195745,Ananya Mehta,2986972437,Krishna Sharma,91883.29,2024-03-26,11:36:56,1300657.12,75384.89,None,0
17,DEBIT,UPI,2986972437,Krishna Sharma,3553440342,Neha Joshi,144630.06,2024-03-29,02:25:07,5306440.33,75384.89,None,0
18,CREDIT,NEFT,9703905715,Aisha Reddy,2986972437,Krishna Sharma,67841.89,2024-03-29,09:00:53,780700.65,75384.89,None,0
19,DEBIT,RTGS,2986972437,Krishna Sharma,3746317213,Krishna Iyer,57243.89,2024-03-31,17:57:49,5140646.51,75384.89,None,0
20,CREDIT,IMPS,4733616459,Ishaan Reddy,2986972437,Krishna Sharma,11038.66,2024-04-03,01:43:11,801254.1,75384.89,None,0
21,DEBIT,Bank Transfer,2986972437,Krishna Sharma,6971815972,Ritika Iyer,51699.07,2024-04-03,20:01:24,-1741583.88,75384.89,None,0
22,CREDIT,Bank Transfer,9680276057,Vivaan Reddy,2986972437,Krishna Sharma,49722.17,2024-04-04,22:15:48,4703371.69,75384.89,None,0
23,DEBIT,RTGS,2986972437,Krishna Sharma,1854316681,Aarav Mehta,109761.55,2024-04-05,04:10:29,-1107286.22,75384.89,None,0
24,DEBIT,UPI,2986972437,Krishna Sharma,9292791081,Krishna Gupta,24273.5,2024-04-05,17:20:39,-1689884.81,75384.89,None,0
25,CREDIT,UPI,7609857128,Diya Singh,2986972437,Krishna Sharma,91722.76,2024-04-09,08:30:45,2967922.74,75384.89,None,0
26,DEBIT,IMPS,2986972437,Krishna Sharma,2445662585,Vivaan Kapoor,26648.37,2024-04-10,21:51:12,-146674.87,75384.89,None,0
27,CREDIT,RTGS,8110054933,Ishaan Reddy,2986972437,Krishna Sharma,73177.26,2024-04-11,12:59:28,2701925.67,75384.89,None,0
28,CREDIT,NEFT,9680276057,Vivaan Reddy,2986972437,Krishna Sharma,89208.72,2024-04-13,17:26:26,4792580.41,75384.89,None,0
29,CREDIT,IMPS,3783290795,Diya Nair,2986972437,Krishna Sharma,89520.35,2024-04-16,22:38:57,1966913.3,75384.89,None,0
30,DEBIT,IMPS,2986972437,Krishna Sharma,9256195745,Ananya Mehta,132984.96,2024-04-17,00:24:18,1701328.57,75384.89,None,0
31,CREDIT,NEFT,3783290795,Diya Nair,2986972437,Krishna Sharma,96736.71,2024-04-23,15:01:38,1735315.43,75384.89,None,0
32,DEBIT,IMPS,2986972437,Krishna Sharma,7609857128,Diya Singh,105025.06,2024-04-27,17:16:27,-1328061.09,75384.89,None,0
33,CREDIT,RTGS,3553440342,Neha Joshi,2986972437,Krishna Sharma,81748.34,2024-05-02,22:57:24,-1693804.54,75384.89,None,0
34,DEBIT,IMPS,2986972437,Krishna Sharma,8110054933,Ishaan Reddy,76186.9,2024-05-03,14:08:54,-1183473.12,75384.89,None,0
35,DEBIT,RTGS,2986972437,Krishna Sharma,9292791081,Krishna Gupta,122673.76,2024-05-04,04:48:43,-1864257.64,75384.89,None,0
36,DEBIT,IMPS,2986972437,Krishna Sharma,3373077218,Vivaan Singh,20893.37,2024-05-06,01:42:00,-435785.68,75384.89,None,0
37,DEBIT,NEFT,2986972437,Krishna Sharma,1854316681,Aarav Mehta,106740.09,2024-05-09,01:10:28,1352010.99,75384.89,None,0
38,CREDIT,Bank Transfer,2419179580,Ishaan Kapoor,2986972437,Krishna Sharma,85269.17,2024-05-13,17:51:46,4877849.58,75384.89,None,0
39,DEBIT,UPI,2986972437,Krishna Sharma,2119980130,Rahul Kumar,120238.41,2024-05-15,18:01:34,-266913.28,75384.89,None,0
40,DEBIT,NEFT,2986972437,Krishna Sharma,3746317213,Krishna Iyer,146577.43,2024-05-17,01:30:56,-2010835.07,75384.89,None,0
41,CREDIT,RTGS,3783290795,Diya Nair,2986972437,Krishna Sharma,75218.36,2024-05-20,16:05:55,1877392.95,75384.89,None,0
42,CREDIT,IMPS,2419179580,Ishaan Kapoor,2986972437,Krishna Sharma,13315.48,2024-05-20,16:23:08,4891165.06,75384.89,None,0
43,CREDIT,NEFT,4272602734,Kavya Mehta,2986972437,Krishna Sharma,86462.3,2024-05-21,12:33:14,4012315.1,75384.89,None,0
44,DEBIT,UPI,2986972437,Krishna Sharma,9256195745,Ananya Mehta,107766.33,2024-05-22,06:34:15,-543552.01,75384.89,None,0
45,CREDIT,Bank Transfer,8380507338,Ritika Sharma,2986972437,Krishna Sharma,135785.68,2024-06-02,03:58:16,-2252984.45,75384.89,None,0
46,DEBIT,IMPS,2986972437,Krishna Sharma,8086172302,Aditya Singh,5860.66,2024-06-10,05:40:06,5197890.4,75384.89,None,0
47,DEBIT,IMPS,2986972437,Krishna Sharma,3342331444,Kavya Mehta,121632.19,2024-06-15,07:05:55,-120026.5,75384.89,None,0
48,CREDIT,UPI,8086172302,Aditya Singh,2986972437,Krishna Sharma,44311.74,2024-06-19,06:44:19,4422179.91,75384.89,None,0
49,CREDIT,NEFT,5310195918,Meera Joshi,2986972437,Krishna Sharma,137741.31,2024-06-20,22:02:21,698002.86,75384.89,None,0
50,CREDIT,NEFT,4733616459,Ishaan Reddy,2986972437,Krishna Sharma,40998.28,2024-06-23,23:46:32,842252.38,75384.89,None,0
51,CREDIT,IMPS,3181106786,Kabir Gupta,2986972437,Krishna Sharma,139094.41,2024-06-28,04:28:01,-2113890.04,75384.89,None,0
52,CREDIT,IMPS,5284391408,Ishaan Iyer,2986972437,Krishna Sharma,137413.07,2024-06-30,01:52:56,3408028.93,75384.89,None,0
53,CREDIT,RTGS,8086172302,Aditya Singh,2986972437,Krishna Sharma,2425.29,2024-07-06,15:20:04,4377868.17,75384.89,None,0
54,DEBIT,UPI,2986972437,Krishna Sharma,7393195616,Vihaan Sharma,15964.33,2024-07-08,11:41:03,-414892.31,75384.89,None,0
55,CREDIT,Bank Transfer,3181106786,Kabir Gupta,2986972437,Krishna Sharma,108215.63,2024-07-11,06:48:29,-1980895.68,75384.89,None,0
56,CREDIT,UPI,6488854841,Vihaan Kapoor,2986972437,Krishna Sharma,75818.44,2024-07-11,10:18:53,1521769.7,75384.89,None,0
57,CREDIT,UPI,3849232839,Ritika Patel,2986972437,Krishna Sharma,133500.23,2024-07-14,20:41:25,-92154.3,75384.89,None,0
58,DEBIT,Bank Transfer,2986972437,Krishna Sharma,1540137296,Simran Gupta,82735.99,2024-07-21,22:58:46,524948.62,75384.89,None,0
59,DEBIT,NEFT,2986972437,Krishna Sharma,3030106617,Aisha Singh,106121.35,2024-07-24,13:59:51,218001.85,75384.89,None,0
60,CREDIT,NEFT,5284391408,Ishaan Iyer,2986972437,Krishna Sharma,131759.76,2024-07-29,11:42:32,3270615.86,75384.89,None,0
61,CREDIT,RTGS,1854316681,Aarav Mehta,2986972437,Krishna Sharma,98229.63,2024-08-01,16:38:39,4120873.48,75384.89,None,0
62,CREDIT,UPI,2119980130,Rahul Kumar,2986972437,Krishna Sharma,112923.71,2024-08-04,21:58:19,-934662.5,75384.89,None,0
63,CREDIT,UPI,1298737106,Krishna Gupta,2986972437,Krishna Sharma,15375.91,2024-08-05,03:51:44,1445951.26,75384.89,None,0
64,DEBIT,UPI,2986972437,Krishna Sharma,7114223633,Saanvi Das,120837.03,2024-08-11,16:06:15,4407407.72,75384.89,None,0
65,CREDIT,UPI,2139027119,Rohan Kumar,2986972437,Krishna Sharma,125015.86,2024-08-13,23:08:56,-603059.52,75384.89,None,0
66,CREDIT,NEFT,6971815972,Ritika Iyer,2986972437,Krishna Sharma,80657.55,2024-08-15,07:56:51,-2718372.07,75384.89,None,0
67,DEBIT,NEFT,2986972437,Krishna Sharma,3342331444,Kavya Mehta,58754.62,2024-08-20,20:40:14,-3179298.24,75384.89,None,0
68,CREDIT,RTGS,5067116918,Ritika Das,2986972437,Krishna Sharma,5838.52,2024-08-29,22:26:58,4202334.28,75384.89,None,0
69,DEBIT,RTGS,2986972437,Krishna Sharma,4713453204,Saanvi Das,102126.46,2024-08-30,02:43:15,3433067.9,75384.89,None,0
70,DEBIT,RTGS,2986972437,Krishna Sharma,7609857128,Diya Singh,32655.0,2024-08-31,10:55:14,3631066.1,75384.89,None,0
71,DEBIT,IMPS,2986972437,Krishna Sharma,6687206971,Kabir Mehta,15314.77,2024-09-05,06:14:17,2643085.88,75384.89,None,0
72,DEBIT,IMPS,2986972437,Krishna Sharma,8507497883,Kavya Patel,43242.2,2024-09-07,06:10:07,5451070.39,75384.89,None,0
73,CREDIT,IMPS,2119980130,Rahul Kumar,2986972437,Krishna Sharma,10054.62,2024-09-10,05:15:26,-1047586.21,75384.89,None,0
74,CREDIT,IMPS,7393195616,Vihaan Sharma,2986972437,Krishna Sharma,107683.13,2024-09-10,20:14:20,446794.2,75384.89,None,0
75,CREDIT,RTGS,2015242176,Rohan Gupta,2986972437,Krishna Sharma,147636.0,2024-09-13,17:14:17,-2929511.41,75384.89,None,0
76,CREDIT,RTGS,8380507338,Ritika Sharma,2986972437,Krishna Sharma,137278.59,2024-09-14,06:09:43,-2388770.13,75384.89,None,0
77,CREDIT,UPI,8217611860,Meera Joshi,2986972437,Krishna Sharma,29820.1,2024-09-19,03:40:41,3542161.02,75384.89,None,0
78,CREDIT,NEFT,2139027119,Rohan Kumar,2986972437,Krishna Sharma,83160.73,2024-09-19,05:27:19,-519898.79,75384.89,None,0
79,DEBIT,NEFT,2986972437,Krishna Sharma,3342331444,Kavya Mehta,92826.08,2024-09-20,22:53:57,5203751.06,75384.89,None,0
80,DEBIT,NEFT,2986972437,Krishna Sharma,8325785916,Ananya Mehta,31047.35,2024-09-24,17:19:49,3535194.36,75384.89,None,0
81,DEBIT,IMPS,2986972437,Krishna Sharma,7114223633,Saanvi Das,118727.13,2024-09-25,09:42:12,-2978631.78,75384.89,None,0
82,DEBIT,RTGS,2986972437,Krishna Sharma,3392080953,Vivaan Das,43100.84,2024-09-27,20:21:24,4660547.18,75384.89,None,0
83,CREDIT,UPI,6488854841,Vihaan Kapoor,2986972437,Krishna Sharma,7607.02,2024-09-28,09:21:19,1638578.72,75384.89,None,0
84,DEBIT,NEFT,2986972437,Krishna Sharma,4700855390,Rohan Nair,71315.59,2024-09-29,04:36:01,2658400.65,75384.89,None,0
