Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,UPI,5141907136,Diya Iyer,7114223633,Saanvi Das,52903.1,2024-01-01,23:55:29,1957612.64,755265.2,Car Loan,1440250.5
2,CREDIT,IMPS,5736462531,Ishaan Reddy,5141907136,Diya Iyer,135409.09,2024-01-03,07:33:16,-1515783.37,755265.2,Car Loan,1440250.5
3,DEBIT,RTGS,5141907136,Diya Iyer,3849232839,Ritika Patel,46702.54,2024-01-11,00:30:11,-322749.55,755265.2,Car Loan,1440250.5
4,DEBIT,RTGS,5141907136,Diya Iyer,1854316681,Aarav Mehta,16617.57,2024-01-13,22:44:48,2183900.29,755265.2,Car Loan,1440250.5
5,CREDIT,UPI,8047877267,Vihaan Joshi,5141907136,Diya Iyer,58073.98,2024-01-14,02:20:40,3026388.13,755265.2,Car Loan,1440250.5
6,DEBIT,Bank Transfer,5141907136,Diya Iyer,6649827836,Saanvi Reddy,101912.52,2024-01-16,02:54:18,3709597.65,755265.2,Car Loan,1440250.5
7,CREDIT,Bank Transfer,6971815972,Ritika Iyer,5141907136,Diya Iyer,99271.6,2024-01-17,10:01:13,-4048036.57,755265.2,Car Loan,1440250.5
8,CREDIT,Bank Transfer,3030106617,Aisha Singh,5141907136,Diya Iyer,74868.66,2024-01-19,22:52:41,-4529150.39,755265.2,Car Loan,1440250.5
9,CREDIT,Bank Transfer,3181106786,Kabir Gupta,5141907136,Diya Iyer,117999.83,2024-01-27,09:35:44,-3619349.09,755265.2,Car Loan,1440250.5
10,DEBIT,Bank Transfer,5141907136,Diya Iyer,2015242176,Rohan Gupta,16496.96,2024-01-28,00:22:36,3605585.18,755265.2,Car Loan,1440250.5
11,DEBIT,IMPS,5141907136,Diya Iyer,4272602734,Kavya Mehta,102899.05,2024-02-02,04:46:08,2859529.09,755265.2,Car Loan,1440250.5
12,DEBIT,IMPS,5141907136,Diya Iyer,6488854841,Vihaan Kapoor,64909.82,2024-02-03,15:27:51,-1085567.73,755265.2,Car Loan,1440250.5
13,DEBIT,IMPS,5141907136,Diya Iyer,2139027119,Rohan Kumar,81126.65,2024-02-05,00:26:40,-4039107.65,755265.2,Car Loan,1440250.5
14,DEBIT,UPI,5141907136,Diya Iyer,7609857128,Diya Singh,12994.14,2024-02-07,15:50:47,-3455215.23,755265.2,Car Loan,1440250.5
15,DEBIT,RTGS,5141907136,Diya Iyer,3342331444,Kavya Mehta,136892.49,2024-02-11,01:05:16,742262.87,755265.2,Car Loan,1440250.5
