Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,Bank Transfer,8316648259,Aarav Iyer,6488854841,Vihaan Kapoor,86196.71,2024-01-02,14:14:26,-2748717.02,364832.18,Education Loan,742777.87
2,DEBIT,NEFT,6488854841,Vihaan Kapoor,8325785916,Ananya Mehta,102892.43,2024-01-15,10:53:55,-5399077.78,364832.18,Education Loan,742777.87
3,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,8507497883,Kavya Patel,68777.76,2024-01-20,04:57:20,856658.69,364832.18,Education Loan,742777.87
4,DEBIT,UPI,6488854841,Vihaan Kapoor,6464693977,Vihaan Joshi,61485.13,2024-02-01,03:36:21,-1300211.5,364832.18,Education Loan,742777.87
5,CREDIT,IMPS,6687206971,Kabir Mehta,6488854841,Vihaan Kapoor,143656.02,2024-02-02,20:36:41,-6902347.85,364832.18,Education Loan,742777.87
6,CREDIT,IMPS,5141907136,Diya Iyer,6488854841,Vihaan Kapoor,64909.82,2024-02-03,15:27:51,-5922224.14,364832.18,Education Loan,742777.87
7,CREDIT,UPI,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,105639.31,2024-02-08,12:14:37,-3251729.08,364832.18,Education Loan,742777.87
8,CREDIT,RTGS,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,5905.69,2024-02-11,09:24:46,-3357368.39,364832.18,Education Loan,742777.87
9,CREDIT,NEFT,3849232839,Ritika Patel,6488854841,Vihaan Kapoor,141622.45,2024-02-15,07:35:50,-2607094.57,364832.18,Education Loan,742777.87
10,CREDIT,RTGS,7114223633,Saanvi Das,6488854841,Vihaan Kapoor,118004.86,2024-02-16,13:44:24,-5657259.91,364832.18,Education Loan,742777.87
11,CREDIT,IMPS,8325785916,Ananya Mehta,6488854841,Vihaan Kapoor,125370.57,2024-02-18,18:38:27,-1798652.76,364832.18,Education Loan,742777.87
12,CREDIT,Bank Transfer,5067116918,Ritika Das,6488854841,Vihaan Kapoor,23467.51,2024-02-19,21:29:13,-6478168.03,364832.18,Education Loan,742777.87
13,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,1298737106,Krishna Gupta,60575.6,2024-02-25,15:54:40,-8366844.36,364832.18,Education Loan,742777.87
14,CREDIT,NEFT,3342331444,Kavya Mehta,6488854841,Vihaan Kapoor,21052.57,2024-02-27,19:22:07,680000.04,364832.18,Education Loan,742777.87
15,CREDIT,UPI,1311570307,Aryan Joshi,6488854841,Vihaan Kapoor,137098.02,2024-02-28,00:32:11,-3114631.06,364832.18,Education Loan,742777.87
16,DEBIT,RTGS,6488854841,Vihaan Kapoor,8086172302,Aditya Singh,106695.4,2024-02-28,01:00:34,-4905264.22,364832.18,Education Loan,742777.87
17,CREDIT,IMPS,8110054933,Ishaan Reddy,6488854841,Vihaan Kapoor,56194.93,2024-02-28,02:11:16,-8780644.77,364832.18,Education Loan,742777.87
18,CREDIT,NEFT,6687206971,Kabir Mehta,6488854841,Vihaan Kapoor,19931.14,2024-02-29,14:24:15,-6882416.71,364832.18,Education Loan,742777.87
19,CREDIT,IMPS,6687206971,Kabir Mehta,6488854841,Vihaan Kapoor,124001.68,2024-03-08,22:44:49,-6732665.78,364832.18,Education Loan,742777.87
20,CREDIT,Bank Transfer,6687206971,Kabir Mehta,6488854841,Vihaan Kapoor,25749.25,2024-03-11,20:33:21,-6856667.46,364832.18,Education Loan,742777.87
21,DEBIT,UPI,6488854841,Vihaan Kapoor,4713453204,Saanvi Das,17473.57,2024-03-12,06:52:09,-6343959.39,364832.18,Education Loan,742777.87
22,DEBIT,UPI,6488854841,Vihaan Kapoor,4733616459,Ishaan Reddy,89129.22,2024-03-15,12:05:32,-5032836.24,364832.18,Education Loan,742777.87
23,DEBIT,UPI,6488854841,Vihaan Kapoor,6464693977,Vihaan Joshi,125434.39,2024-03-15,22:19:59,-5158270.63,364832.18,Education Loan,742777.87
24,CREDIT,IMPS,2119980130,Rahul Kumar,6488854841,Vihaan Kapoor,21863.09,2024-03-16,05:05:47,-3641661.1,364832.18,Education Loan,742777.87
25,DEBIT,IMPS,6488854841,Vihaan Kapoor,1854316681,Aarav Mehta,4214.83,2024-03-18,03:07:30,-1087885.54,364832.18,Education Loan,742777.87
26,CREDIT,Bank Transfer,3783290795,Diya Nair,6488854841,Vihaan Kapoor,27285.56,2024-03-25,11:44:34,-8966542.29,364832.18,Education Loan,742777.87
27,DEBIT,UPI,6488854841,Vihaan Kapoor,3553440342,Neha Joshi,133820.08,2024-03-25,18:22:20,-7922882.64,364832.18,Education Loan,742777.87
28,DEBIT,IMPS,6488854841,Vihaan Kapoor,3783290795,Diya Nair,104455.86,2024-04-01,02:29:45,-7100948.86,364832.18,Education Loan,742777.87
29,CREDIT,UPI,6464693977,Vihaan Joshi,6488854841,Vihaan Kapoor,41870.74,2024-04-06,05:29:31,-2305336.91,364832.18,Education Loan,742777.87
30,DEBIT,NEFT,6488854841,Vihaan Kapoor,5310195918,Meera Joshi,16304.87,2024-04-09,04:01:04,-1952692.23,364832.18,Education Loan,742777.87
31,CREDIT,NEFT,4700855390,Rohan Nair,6488854841,Vihaan Kapoor,100338.89,2024-04-11,16:39:33,-5358090.67,364832.18,Education Loan,742777.87
32,DEBIT,NEFT,6488854841,Vihaan Kapoor,8380507338,Ritika Sharma,118744.41,2024-04-11,22:22:40,-514450.69,364832.18,Education Loan,742777.87
33,DEBIT,UPI,6488854841,Vihaan Kapoor,8047877267,Vihaan Joshi,48030.45,2024-04-14,02:23:12,1008935.44,364832.18,Education Loan,742777.87
34,CREDIT,Bank Transfer,4700855390,Rohan Nair,6488854841,Vihaan Kapoor,116215.68,2024-04-20,07:34:16,-5458429.56,364832.18,Education Loan,742777.87
35,DEBIT,RTGS,6488854841,Vihaan Kapoor,2015242176,Rohan Gupta,8146.18,2024-04-20,15:06:54,-3056433.32,364832.18,Education Loan,742777.87
36,CREDIT,RTGS,9703905715,Aisha Reddy,6488854841,Vihaan Kapoor,20445.69,2024-04-25,00:51:36,870694.71,364832.18,Education Loan,742777.87
37,DEBIT,RTGS,6488854841,Vihaan Kapoor,6971815972,Ritika Iyer,130425.4,2024-04-26,07:10:42,-8193470.32,364832.18,Education Loan,742777.87
38,CREDIT,UPI,3373077218,Vivaan Singh,6488854841,Vihaan Kapoor,86393.42,2024-05-03,23:54:49,-1509079.27,364832.18,Education Loan,742777.87
39,CREDIT,NEFT,8316648259,Aarav Iyer,6488854841,Vihaan Kapoor,1779.49,2024-05-09,21:15:32,-2905838.25,364832.18,Education Loan,742777.87
40,CREDIT,Bank Transfer,6971815972,Ritika Iyer,6488854841,Vihaan Kapoor,3713.98,2024-05-14,04:23:15,-4741879.83,364832.18,Education Loan,742777.87
41,DEBIT,IMPS,6488854841,Vihaan Kapoor,9292791081,Krishna Gupta,23849.42,2024-05-16,18:25:09,-3571228.41,364832.18,Education Loan,742777.87
42,DEBIT,UPI,6488854841,Vihaan Kapoor,3746317213,Krishna Iyer,2011.14,2024-05-18,06:15:58,-6052840.67,364832.18,Education Loan,742777.87
43,CREDIT,UPI,2119980130,Rahul Kumar,6488854841,Vihaan Kapoor,90915.01,2024-05-18,14:58:52,-3420723.13,364832.18,Education Loan,742777.87
44,DEBIT,IMPS,6488854841,Vihaan Kapoor,4272602734,Kavya Mehta,109347.03,2024-05-18,16:51:18,-286395.28,364832.18,Education Loan,742777.87
45,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,3553440342,Neha Joshi,125.44,2024-05-21,04:49:53,-8366969.8,364832.18,Education Loan,742777.87
46,DEBIT,RTGS,6488854841,Vihaan Kapoor,8507497883,Kavya Patel,103267.42,2024-05-27,22:53:03,-7578560.72,364832.18,Education Loan,742777.87
47,CREDIT,Bank Transfer,7609857128,Diya Singh,6488854841,Vihaan Kapoor,147991.87,2024-05-28,15:21:09,-8358869.7,364832.18,Education Loan,742777.87
48,DEBIT,IMPS,6488854841,Vihaan Kapoor,3373077218,Vivaan Singh,67934.62,2024-05-31,08:42:55,-8836676.05,364832.18,Education Loan,742777.87
49,DEBIT,IMPS,6488854841,Vihaan Kapoor,4272602734,Kavya Mehta,126442.7,2024-06-01,13:48:34,-131906.23,364832.18,Education Loan,742777.87
50,DEBIT,UPI,6488854841,Vihaan Kapoor,3030106617,Aisha Singh,22531.38,2024-06-04,15:52:32,755695.26,364832.18,Education Loan,742777.87
51,DEBIT,NEFT,6488854841,Vihaan Kapoor,4745927824,Kabir Reddy,76804.63,2024-06-06,08:22:57,-6230031.69,364832.18,Education Loan,742777.87
52,DEBIT,UPI,6488854841,Vihaan Kapoor,8316648259,Aarav Iyer,59633.17,2024-06-07,22:28:18,-1697366.4,364832.18,Education Loan,742777.87
53,CREDIT,IMPS,2119980130,Rahul Kumar,6488854841,Vihaan Kapoor,57449.05,2024-06-11,08:14:55,-3363274.08,364832.18,Education Loan,742777.87
54,CREDIT,RTGS,5736462531,Ishaan Reddy,6488854841,Vihaan Kapoor,141829.46,2024-06-13,07:53:57,-1175498.98,364832.18,Education Loan,742777.87
55,CREDIT,NEFT,4272602734,Kavya Mehta,6488854841,Vihaan Kapoor,34937.98,2024-06-13,11:41:26,-7344583.8,364832.18,Education Loan,742777.87
56,DEBIT,UPI,6488854841,Vihaan Kapoor,8507497883,Kavya Patel,56146.17,2024-06-14,03:58:48,-8944091.65,364832.18,Education Loan,742777.87
57,CREDIT,UPI,1854316681,Aarav Mehta,6488854841,Vihaan Kapoor,43717.38,2024-06-22,00:38:29,-7185197.69,364832.18,Education Loan,742777.87
58,CREDIT,IMPS,9256195745,Ananya Mehta,6488854841,Vihaan Kapoor,35862.05,2024-06-30,16:10:16,992620.93,364832.18,Education Loan,742777.87
59,CREDIT,UPI,8316648259,Aarav Iyer,6488854841,Vihaan Kapoor,6812.84,2024-06-30,17:04:07,-2907617.74,364832.18,Education Loan,742777.87
60,DEBIT,NEFT,6488854841,Vihaan Kapoor,1298737106,Krishna Gupta,76786.56,2024-07-01,21:27:46,-5666032.45,364832.18,Education Loan,742777.87
61,CREDIT,NEFT,6971815972,Ritika Iyer,6488854841,Vihaan Kapoor,21045.13,2024-07-09,22:39:46,-4720834.7,364832.18,Education Loan,742777.87
62,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,3030106617,Aisha Singh,66702.71,2024-07-10,23:57:28,-5224973.34,364832.18,Education Loan,742777.87
63,DEBIT,UPI,6488854841,Vihaan Kapoor,2986972437,Krishna Sharma,75818.44,2024-07-11,10:18:53,-814000.29,364832.18,Education Loan,742777.87
64,DEBIT,RTGS,6488854841,Vihaan Kapoor,8316648259,Aarav Iyer,4419.55,2024-07-21,23:11:01,-7233611.56,364832.18,Education Loan,742777.87
65,DEBIT,NEFT,6488854841,Vihaan Kapoor,7114223633,Saanvi Das,133207.31,2024-07-26,20:01:53,-4631512.22,364832.18,Education Loan,742777.87
66,CREDIT,Bank Transfer,2139027119,Rohan Kumar,6488854841,Vihaan Kapoor,18705.11,2024-07-28,08:30:12,-3083309.18,364832.18,Education Loan,742777.87
67,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,3373077218,Vivaan Singh,76068.61,2024-07-29,17:23:30,-590519.3,364832.18,Education Loan,742777.87
68,DEBIT,RTGS,6488854841,Vihaan Kapoor,8316648259,Aarav Iyer,90884.59,2024-08-01,01:49:36,-5589245.89,364832.18,Education Loan,742777.87
69,CREDIT,RTGS,5067116918,Ritika Das,6488854841,Vihaan Kapoor,144311.59,2024-08-10,06:16:53,-6501635.54,364832.18,Education Loan,742777.87
70,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,8110054933,Ishaan Reddy,41384.58,2024-08-11,11:12:58,392771.52,364832.18,Education Loan,742777.87
71,DEBIT,UPI,6488854841,Vihaan Kapoor,8507497883,Kavya Patel,120087.51,2024-08-17,01:14:49,1208757.68,364832.18,Education Loan,742777.87
72,DEBIT,Bank Transfer,6488854841,Vihaan Kapoor,5310195918,Meera Joshi,65365.45,2024-08-17,17:18:02,1056965.89,364832.18,Education Loan,742777.87
73,CREDIT,NEFT,3342331444,Kavya Mehta,6488854841,Vihaan Kapoor,81729.9,2024-08-19,10:43:38,486970.43,364832.18,Education Loan,742777.87
74,DEBIT,UPI,6488854841,Vihaan Kapoor,2119980130,Rahul Kumar,100386.39,2024-08-19,16:30:34,-6153227.06,364832.18,Education Loan,742777.87
