Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,NEFT,4745927824,Kabir Reddy,4700855390,Rohan Nair,43063.01,2024-01-01,03:11:05,-1873005.12,190208.91,Personal Loan,323355.48
2,CREDIT,IMPS,5047709743,Vihaan Das,4700855390,Rohan Nair,145448.54,2024-01-11,05:36:09,2345585.83,190208.91,Personal Loan,323355.48
3,DEBIT,UPI,4700855390,Rohan Nair,5284391408,Ishaan Iyer,85714.69,2024-01-25,05:20:18,-4651954.39,190208.91,Personal Loan,323355.48
4,CREDIT,IMPS,8507497883,Kavya Patel,4700855390,Rohan Nair,135730.5,2024-01-27,15:14:26,-5604979.9,190208.91,Personal Loan,323355.48
5,CREDIT,IMPS,4713453204,Saanvi Das,4700855390,Rohan Nair,69736.51,2024-01-31,00:33:19,-2585821.55,190208.91,Personal Loan,323355.48
6,DEBIT,Bank Transfer,4700855390,Rohan Nair,3746317213,Krishna Iyer,44589.29,2024-02-02,06:30:32,695220.29,190208.91,Personal Loan,323355.48
7,CREDIT,RTGS,8380507338,Ritika Sharma,4700855390,Rohan Nair,106989.14,2024-02-03,23:43:11,-5837234.88,190208.91,Personal Loan,323355.48
8,DEBIT,NEFT,4700855390,Rohan Nair,5284391408,Ishaan Iyer,85082.81,2024-02-07,12:10:09,2463043.61,190208.91,Personal Loan,323355.48
9,CREDIT,RTGS,6464693977,Vihaan Joshi,4700855390,Rohan Nair,97839.94,2024-02-13,23:47:07,-3893222.25,190208.91,Personal Loan,323355.48
10,CREDIT,NEFT,4272602734,Kavya Mehta,4700855390,Rohan Nair,67550.79,2024-02-16,18:21:40,2644981.18,190208.91,Personal Loan,323355.48
11,CREDIT,IMPS,8217611860,Meera Joshi,4700855390,Rohan Nair,69002.47,2024-02-21,01:06:07,1841813.46,190208.91,Personal Loan,323355.48
12,CREDIT,NEFT,1298737106,Krishna Gupta,4700855390,Rohan Nair,11149.04,2024-02-21,21:43:08,987457.07,190208.91,Personal Loan,323355.48
13,CREDIT,Bank Transfer,1540137296,Simran Gupta,4700855390,Rohan Nair,25170.63,2024-02-22,10:39:51,3495059.56,190208.91,Personal Loan,323355.48
14,DEBIT,RTGS,4700855390,Rohan Nair,3783290795,Diya Nair,77782.01,2024-02-25,10:48:46,-6142620.29,190208.91,Personal Loan,323355.48
15,DEBIT,NEFT,4700855390,Rohan Nair,7609857128,Diya Singh,119128.69,2024-03-05,14:36:07,-3022556.78,190208.91,Personal Loan,323355.48
16,DEBIT,IMPS,4700855390,Rohan Nair,8110054933,Ishaan Reddy,76360.96,2024-03-10,11:18:31,-4449485.81,190208.91,Personal Loan,323355.48
17,CREDIT,NEFT,3373077218,Vivaan Singh,4700855390,Rohan Nair,70254.75,2024-03-14,00:03:58,-3022284.69,190208.91,Personal Loan,323355.48
18,DEBIT,Bank Transfer,4700855390,Rohan Nair,6464693977,Vihaan Joshi,47116.68,2024-03-15,11:55:49,-4182050.37,190208.91,Personal Loan,323355.48
19,DEBIT,RTGS,4700855390,Rohan Nair,4272602734,Kavya Mehta,86181.45,2024-03-23,15:29:38,-219026.85,190208.91,Personal Loan,323355.48
