Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,CREDIT,UPI,7609857128,Diya Singh,6971815972,Ritika Iyer,22413.26,2024-01-02,08:20:52,2699294.08,785129.36,Education Loan,874864.6
2,CREDIT,UPI,9256195745,Ananya Mehta,6971815972,Ritika Iyer,49160.66,2024-01-04,20:12:11,1331037.53,785129.36,Education Loan,874864.6
3,DEBIT,UPI,6971815972,Ritika Iyer,3553440342,Neha Joshi,147581.75,2024-01-06,01:48:19,-474627.12,785129.36,Education Loan,874864.6
4,CREDIT,Bank Transfer,3373077218,Vivaan Singh,6971815972,Ritika Iyer,60379.58,2024-01-06,13:59:09,105086.48,785129.36,Education Loan,874864.6
5,DEBIT,NEFT,6971815972,Ritika Iyer,9703905715,Aisha Reddy,77983.37,2024-01-07,06:38:26,6190798.36,785129.36,Education Loan,874864.6
6,DEBIT,RTGS,6971815972,Ritika Iyer,2015242176,Rohan Gupta,72988.49,2024-01-09,20:13:54,3424897.86,785129.36,Education Loan,874864.6
7,DEBIT,IMPS,6971815972,Ritika Iyer,8316648259,Aarav Iyer,61650.0,2024-01-16,23:47:10,4113396.39,785129.36,Education Loan,874864.6
8,DEBIT,Bank Transfer,6971815972,Ritika Iyer,5141907136,Diya Iyer,99271.6,2024-01-17,10:01:13,4978053.21,785129.36,Education Loan,874864.6
9,CREDIT,RTGS,6687206971,Kabir Mehta,6971815972,Ritika Iyer,121271.2,2024-01-17,14:43:35,4321062.84,785129.36,Education Loan,874864.6
10,DEBIT,UPI,6971815972,Ritika Iyer,8086172302,Aditya Singh,9093.1,2024-01-19,21:33:35,2408482.05,785129.36,Education Loan,874864.6
11,CREDIT,IMPS,8380507338,Ritika Sharma,6971815972,Ritika Iyer,29885.56,2024-01-25,22:04:19,-1372278.88,785129.36,Education Loan,874864.6
12,CREDIT,UPI,8507497883,Kavya Patel,6971815972,Ritika Iyer,34213.89,2024-01-26,12:36:21,-911071.32,785129.36,Education Loan,874864.6
13,DEBIT,RTGS,6971815972,Ritika Iyer,6649827836,Saanvi Reddy,20966.88,2024-02-06,18:47:14,3092481.93,785129.36,Education Loan,874864.6
14,CREDIT,IMPS,2419179580,Ishaan Kapoor,6971815972,Ritika Iyer,100514.51,2024-02-11,18:45:56,5564070.07,785129.36,Education Loan,874864.6
15,DEBIT,Bank Transfer,6971815972,Ritika Iyer,1311570307,Aryan Joshi,129421.23,2024-02-13,20:42:17,3983975.16,785129.36,Education Loan,874864.6
16,DEBIT,NEFT,6971815972,Ritika Iyer,1298737106,Krishna Gupta,62851.83,2024-02-22,02:20:41,2831635.16,785129.36,Education Loan,874864.6
17,CREDIT,IMPS,8380507338,Ritika Sharma,6971815972,Ritika Iyer,19023.35,2024-02-26,13:42:43,-1402164.44,785129.36,Education Loan,874864.6
18,CREDIT,UPI,7609857128,Diya Singh,6971815972,Ritika Iyer,26530.94,2024-03-07,23:27:58,2738645.91,785129.36,Education Loan,874864.6
19,CREDIT,Bank Transfer,3783290795,Diya Nair,6971815972,Ritika Iyer,750.21,2024-03-16,10:52:50,1972505.4,785129.36,Education Loan,874864.6
20,CREDIT,Bank Transfer,2419179580,Ishaan Kapoor,6971815972,Ritika Iyer,69091.58,2024-03-18,18:52:32,5633161.65,785129.36,Education Loan,874864.6
21,DEBIT,UPI,6971815972,Ritika Iyer,9292791081,Krishna Gupta,120214.84,2024-03-25,15:59:14,-1106817.37,785129.36,Education Loan,874864.6
22,DEBIT,UPI,6971815972,Ritika Iyer,9703905715,Aisha Reddy,133707.6,2024-04-03,00:29:02,-1399802.85,785129.36,Education Loan,874864.6
23,CREDIT,Bank Transfer,2986972437,Krishna Sharma,6971815972,Ritika Iyer,51699.07,2024-04-03,20:01:24,6414585.54,785129.36,Education Loan,874864.6
24,DEBIT,NEFT,6971815972,Ritika Iyer,3181106786,Kabir Gupta,77597.94,2024-04-07,18:21:48,683723.65,785129.36,Education Loan,874864.6
25,CREDIT,RTGS,3030106617,Aisha Singh,6971815972,Ritika Iyer,24553.32,2024-04-11,20:14:03,5771263.51,785129.36,Education Loan,874864.6
26,DEBIT,UPI,6971815972,Ritika Iyer,8110054933,Ishaan Reddy,124165.72,2024-04-20,19:36:16,5145269.45,785129.36,Education Loan,874864.6
27,CREDIT,RTGS,6488854841,Vihaan Kapoor,6971815972,Ritika Iyer,130425.4,2024-04-26,07:10:42,1971755.19,785129.36,Education Loan,874864.6
28,CREDIT,Bank Transfer,8217611860,Meera Joshi,6971815972,Ritika Iyer,95353.09,2024-04-27,00:10:37,3249379.77,785129.36,Education Loan,874864.6
29,CREDIT,IMPS,3181106786,Kabir Gupta,6971815972,Ritika Iyer,78381.1,2024-04-28,23:59:58,-832690.22,785129.36,Education Loan,874864.6
30,DEBIT,IMPS,6971815972,Ritika Iyer,5310195918,Meera Joshi,23303.95,2024-04-29,08:04:53,3497886.35,785129.36,Education Loan,874864.6
31,CREDIT,RTGS,8325785916,Ananya Mehta,6971815972,Ritika Iyer,55299.68,2024-05-10,12:59:31,44706.9,785129.36,Education Loan,874864.6
32,DEBIT,Bank Transfer,6971815972,Ritika Iyer,6488854841,Vihaan Kapoor,3713.98,2024-05-14,04:23:15,2654990.63,785129.36,Education Loan,874864.6
33,CREDIT,IMPS,8316648259,Aarav Iyer,6971815972,Ritika Iyer,68592.03,2024-05-20,03:21:34,-278012.11,785129.36,Education Loan,874864.6
