Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
1,DEBIT,NEFT,9292791081,Krishna Gupta,3783290795,Diya Nair,61545.41,2024-01-01,09:11:54,4223129.52,864064.03,Car Loan,570271.13
2,CREDIT,UPI,5310195918,Meera Joshi,9292791081,Krishna Gupta,20121.43,2024-01-02,11:47:28,8644632.39,864064.03,Car Loan,570271.13
3,DEBIT,Bank Transfer,9292791081,Krishna Gupta,2445662585,Vivaan Kapoor,97960.26,2024-01-05,23:47:08,1241298.93,864064.03,Car Loan,570271.13
4,DEBIT,NEFT,9292791081,Krishna Gupta,8110054933,Ishaan Reddy,110419.47,2024-01-12,12:46:26,6492934.03,864064.03,Car Loan,570271.13
5,DEBIT,IMPS,9292791081,Krishna Gupta,8047877267,Vihaan Joshi,67350.43,2024-01-17,17:55:03,1619255.81,864064.03,Car Loan,570271.13
6,DEBIT,UPI,9292791081,Krishna Gupta,2119980130,Rahul Kumar,86052.31,2024-01-18,18:41:17,4514767.7,864064.03,Car Loan,570271.13
7,DEBIT,UPI,9292791081,Krishna Gupta,5067116918,Ritika Das,117056.46,2024-01-25,20:39:05,920097.98,864064.03,Car Loan,570271.13
8,CREDIT,UPI,8325785916,Ananya Mehta,9292791081,Krishna Gupta,72029.87,2024-01-31,07:13:27,8843396.46,864064.03,Car Loan,570271.13
9,DEBIT,IMPS,9292791081,Krishna Gupta,8086172302,Aditya Singh,113055.25,2024-02-03,17:02:58,9520250.86,864064.03,Car Loan,570271.13
10,DEBIT,RTGS,9292791081,Krishna Gupta,3849232839,Ritika Patel,87998.98,2024-02-06,08:13:33,9755919.7,864064.03,Car Loan,570271.13
11,DEBIT,RTGS,9292791081,Krishna Gupta,8380507338,Ritika Sharma,36922.5,2024-02-12,00:29:19,-596162.25,864064.03,Car Loan,570271.13
12,CREDIT,NEFT,8086172302,Aditya Singh,9292791081,Krishna Gupta,88684.7,2024-02-12,11:30:02,4344762.96,864064.03,Car Loan,570271.13
13,CREDIT,IMPS,5141907136,Diya Iyer,9292791081,Krishna Gupta,56210.88,2024-02-15,18:19:40,4256078.26,864064.03,Car Loan,570271.13
14,DEBIT,IMPS,9292791081,Krishna Gupta,1854316681,Aarav Mehta,49351.26,2024-02-21,20:52:43,8870458.14,864064.03,Car Loan,570271.13
15,DEBIT,UPI,9292791081,Krishna Gupta,8086172302,Aditya Singh,122489.82,2024-02-22,03:08:07,-192082.04,864064.03,Car Loan,570271.13
16,DEBIT,Bank Transfer,9292791081,Krishna Gupta,3181106786,Kabir Gupta,85906.11,2024-02-23,17:47:13,9158411.61,864064.03,Car Loan,570271.13
17,CREDIT,UPI,2986972437,Krishna Sharma,9292791081,Krishna Gupta,91887.5,2024-02-24,20:08:24,5831592.44,864064.03,Car Loan,570271.13
18,DEBIT,UPI,9292791081,Krishna Gupta,2015242176,Rohan Gupta,125409.49,2024-03-02,02:37:53,3908894.89,864064.03,Car Loan,570271.13
19,CREDIT,Bank Transfer,3553440342,Neha Joshi,9292791081,Krishna Gupta,89166.26,2024-03-02,06:14:11,7563745.24,864064.03,Car Loan,570271.13
20,CREDIT,Bank Transfer,2139027119,Rohan Kumar,9292791081,Krishna Gupta,82038.51,2024-03-05,23:34:08,8243361.46,864064.03,Car Loan,570271.13
21,DEBIT,NEFT,9292791081,Krishna Gupta,2139027119,Rohan Kumar,43918.39,2024-03-10,21:49:46,2249388.32,864064.03,Car Loan,570271.13
22,CREDIT,UPI,4745927824,Kabir Reddy,9292791081,Krishna Gupta,113817.66,2024-03-21,11:25:55,-799949.34,864064.03,Car Loan,570271.13
23,DEBIT,Bank Transfer,9292791081,Krishna Gupta,1540137296,Simran Gupta,124221.88,2024-03-22,17:38:41,4098907.64,864064.03,Car Loan,570271.13
24,CREDIT,UPI,6971815972,Ritika Iyer,9292791081,Krishna Gupta,120214.84,2024-03-25,15:59:14,6475736.19,864064.03,Car Loan,570271.13
25,DEBIT,RTGS,9292791081,Krishna Gupta,5310195918,Meera Joshi,112279.51,2024-03-26,06:33:20,3313953.79,864064.03,Car Loan,570271.13
26,CREDIT,RTGS,3030106617,Aisha Singh,9292791081,Krishna Gupta,141004.1,2024-03-26,22:00:36,5343878.33,864064.03,Car Loan,570271.13
27,DEBIT,IMPS,9292791081,Krishna Gupta,1298737106,Krishna Gupta,53759.47,2024-03-29,19:04:18,6051035.57,864064.03,Car Loan,570271.13
28,DEBIT,RTGS,9292791081,Krishna Gupta,9256195745,Ananya Mehta,24337.68,2024-03-30,08:57:22,8573578.93,864064.03,Car Loan,570271.13
29,CREDIT,UPI,5736462531,Ishaan Reddy,9292791081,Krishna Gupta,32748.82,2024-04-04,16:44:06,9061916.11,864064.03,Car Loan,570271.13
30,CREDIT,RTGS,1298737106,Krishna Gupta,9292791081,Krishna Gupta,88499.99,2024-04-04,17:38:19,1539822.1,864064.03,Car Loan,570271.13
31,CREDIT,UPI,2986972437,Krishna Sharma,9292791081,Krishna Gupta,24273.5,2024-04-05,17:20:39,5861868.75,864064.03,Car Loan,570271.13
32,CREDIT,Bank Transfer,2139027119,Rohan Kumar,9292791081,Krishna Gupta,111076.3,2024-04-11,11:48:44,8161322.95,864064.03,Car Loan,570271.13
33,DEBIT,NEFT,9292791081,Krishna Gupta,3553440342,Neha Joshi,138699.98,2024-04-14,07:17:36,-24981.72,864064.03,Car Loan,570271.13
34,DEBIT,UPI,9292791081,Krishna Gupta,6649827836,Saanvi Reddy,36777.31,2024-04-14,10:43:37,9058383.53,864064.03,Car Loan,570271.13
35,DEBIT,UPI,9292791081,Krishna Gupta,3373077218,Vivaan Singh,34816.74,2024-04-26,07:23:59,3874078.15,864064.03,Car Loan,570271.13
